channel,label,total_spend,marginal_per_1000,marginal_ci_lo,marginal_ci_hi,roas,total_contribution,saturation_pct,ridge_coef,spend_share,contrib_share,efficiency_index
media_preroll,Preroll (Video),812647.802027027,321457.7182585306,168099.7747818896,405599.14695555216,321.4577182585306,182623099.7217566,38.84710565169964,4666676.699673318,0.07922470309245135,0.3309062704476736,4.17680669704148
media_social_media,Social Media,827420.59939,145396.55767617642,-73200.21145880416,269956.4549309837,145.39655767617643,227290791.45015943,74.06344723827523,1055010.1453303366,0.08066489708794013,0.411842468014532,5.105597141784551
media_panneaux,Panneaux (Outdoor),292495.0237837838,73513.39486206142,-59693.2001750805,198122.5952527208,73.51339486206142,17861824.34287013,24.170718303081134,530851.832450927,0.02851522068661066,0.03236496196645419,1.135006539916108
media_radio,Radio,2167276.6270270273,27473.46041479507,-2865.615973011967,49714.70677290472,27.47346041479507,102035429.82520467,63.854631419616105,1379243.299068157,0.21128691527515533,0.18488440722135735,0.8750395498016786
media_banniere_web,Web Banners,1762168.1620135135,8436.548874759645,-45966.47543602811,79697.39801538501,8.436548874759644,22076552.26903616,76.72292725065365,138269.71428012938,0.17179305608931955,0.0400018923499828,0.2328492970588101
media_television,Television,3948951.24,-5608.072355526431,-18491.565983472618,21066.19157777839,-5.608072355526431,-25651895.18092492,44.36094336319895,-644914.7047810975,0.3849816473202775,0.0,0.0
media_circulaire_digitale,Digital Flyers,446545.7216216216,-69861.07239901538,-178542.3047218374,114838.78842399325,-69.86107239901538,-49004497.304627545,50.50067572694621,-693658.3492492671,0.043533560448245474,0.0,0.0
