channel,spend,saturation
preroll,7715.37696969697,0.10409670188344451
preroll,8679.799090909091,0.1282025011610888
preroll,9644.221212121212,0.15365398083502615
preroll,10608.643333333333,0.18010965796443684
preroll,11573.065454545456,0.2072500242505655
preroll,12537.487575757577,0.23478321810552544
preroll,13501.909696969698,0.2624485835890052
preroll,14466.33181818182,0.2900183620697249
preroll,15430.75393939394,0.31729783356663244
preroll,16395.176060606063,0.34412424960095556
preroll,17359.598181818183,0.37036488922259597
preroll,18324.020303030306,0.3959145364277975
preroll,19288.442424242425,0.42069263097041154
preroll,20252.864545454548,0.4446402938995814
preroll,21217.286666666667,0.46771737990279977
preroll,22181.70878787879,0.48989966432832716
preroll,23146.130909090913,0.5111762354329111
preroll,24110.553030303032,0.5315471324673744
preroll,25074.975151515155,0.551021247338289
preroll,26039.397272727274,0.5696144909503339
preroll,27003.819393939397,0.5873482139118945
preroll,27968.241515151516,0.6042478640172677
preroll,28932.66363636364,0.6203418588221951
preroll,29897.085757575758,0.6356606498580365
preroll,30861.50787878788,0.6502359548876162
preroll,31825.930000000004,0.6641001355440834
preroll,32790.35212121213,0.6772856992963635
preroll,33754.774242424246,0.6898249066453965
preroll,34719.196363636365,0.7017494665585094
preroll,35683.618484848485,0.7130903052488431
preroll,36648.04060606061,0.7238773954092024
preroll,37612.46272727273,0.7341396348599164
preroll,38576.88484848485,0.7439047652404068
preroll,39541.306969696976,0.7531993228549168
preroll,40505.729090909095,0.7620486150772172
preroll,41470.151212121214,0.7704767168375698
preroll,42434.573333333334,0.778506482672467
preroll,43398.99545454546,0.7861595706303367
preroll,44363.41757575758,0.7934564750114976
preroll,45327.8396969697,0.8004165654946895
preroll,46292.261818181825,0.8070581306808171
preroll,47256.683939393944,0.8133984244811104
preroll,48221.106060606064,0.8194537141041293
preroll,49185.52818181818,0.8252393286648093
preroll,50149.95030303031,0.8307697076585374
preroll,51114.37242424243,0.8360584487221324
preroll,52078.79454545455,0.8411183542485405
preroll,53043.21666666667,0.8459614765388533
preroll,54007.638787878794,0.8505991612688806
preroll,54972.06090909091,0.8550420891220577
preroll,55936.48303030303,0.8593003154994145
preroll,56900.90515151516,0.8633833082635234
preroll,57865.32727272728,0.8672999835091691
preroll,58829.7493939394,0.8710587393809024
preroll,59794.171515151516,0.8746674879782651
preroll,60758.59363636364,0.8781336854046531
preroll,61723.01575757576,0.8814643600265903
preroll,62687.43787878788,0.8846661390175278
preroll,63651.86000000001,0.8877452732648716
preroll,64616.28212121213,0.8907076607213958
preroll,65580.70424242425,0.8935588682829662
preroll,66545.12636363637,0.8963041522739993
preroll,67509.54848484849,0.89894847762061
preroll,68473.97060606061,0.9014965357892146
preroll,69438.39272727273,0.9039527615656592
preroll,70402.81484848485,0.9063213487468897
preroll,71367.23696969697,0.9086062648139022
preroll,72331.6590909091,0.9108112646513036
preroll,73296.08121212122,0.9129399033753587
preroll,74260.50333333334,0.9149955483289498
preroll,75224.92545454546,0.9169813902984774
preroll,76189.34757575758,0.9189004540044301
preroll,77153.7696969697,0.9207556079141456
preroll,78118.19181818182,0.9225495734222237
preroll,79082.61393939395,0.924284933441116
preroll,80047.03606060607,0.9259641404416344
preroll,81011.45818181819,0.9275895239804827
preroll,81975.88030303031,0.9291632977494229
preroll,82940.30242424243,0.9306875661783495
preroll,83904.72454545455,0.932164330622338
preroll,84869.14666666667,0.9335954951606753
preroll,85833.5687878788,0.9349828720339448
preroll,86797.99090909092,0.936328186743438
preroll,87762.41303030304,0.9376330828354774
preroll,88726.83515151516,0.938899126391668
preroll,89691.25727272728,0.9401278102446273
preroll,90655.6793939394,0.941320557937389
preroll,91620.10151515152,0.9424787274433997
preroll,92584.52363636365,0.9436036146628597
preroll,93548.94575757577,0.9446964567100544
preroll,94513.36787878789,0.9457584350053136
preroll,95477.79000000001,0.946790678184285
banniere_web,0.0,0.0
banniere_web,1068.8978787878787,0.0028151658337445882
banniere_web,2137.7957575757573,0.011166357887342916
banniere_web,3206.693636363636,0.024778448960291716
banniere_web,4275.591515151515,0.0432176793261239
banniere_web,5344.489393939393,0.0659249910651388
banniere_web,6413.387272727272,0.09225592002434305
banniere_web,7482.285151515151,0.12152209328989302
banniere_web,8551.18303030303,0.1530299228990392
banniere_web,9620.080909090908,0.18611325777394327
banniere_web,10688.978787878787,0.2201581851030483
banniere_web,11757.876666666665,0.2546195238017685
banniere_web,12826.774545454544,0.2890296040027394
banniere_web,13895.672424242422,0.3230005886837834
banniere_web,14964.570303030301,0.3562218855400672
banniere_web,16033.46818181818,0.38845420148783827
banniere_web,17102.36606060606,0.4195216118489708
banniere_web,18171.26393939394,0.4493027454271497
banniere_web,19240.161818181816,0.47772189598219794
banniere_web,20309.059696969693,0.5047406043970329
banniere_web,21377.957575757573,0.5303500361366502
banniere_web,22446.855454545454,0.5545643115660442
banniere_web,23515.75333333333,0.5774148288973247
banniere_web,24584.651212121207,0.5989455429104433
banniere_web,25653.549090909088,0.6192091177320325
banniere_web,26722.446969696968,0.638263850009931
banniere_web,27791.344848484845,0.6561712523631322
banniere_web,28860.242727272722,0.6729941902630876
banniere_web,29929.140606060602,0.6887954743195469
banniere_web,30998.038484848483,0.7036368214132146
banniere_web,32066.93636363636,0.7175781103582526
banniere_web,33135.83424242424,0.7306768696473711
banniere_web,34204.73212121212,0.742987945701162
banniere_web,35273.63,0.7545633096219987
banniere_web,36342.52787878788,0.7654519686659351
banniere_web,37411.42575757575,0.7756999555443354
banniere_web,38480.32363636363,0.7853503743682311
banniere_web,39549.22151515151,0.7944434866994297
banniere_web,40618.119393939385,0.8030168249258905
banniere_web,41687.017272727266,0.8111053231801473
banniere_web,42755.915151515146,0.8187414583998301
banniere_web,43824.81303030303,0.8259553960030488
banniere_web,44893.71090909091,0.8327751361158919
banniere_web,45962.60878787878,0.8392266574259282
banniere_web,47031.50666666666,0.8453340566113414
banniere_web,48100.40454545454,0.8511196819647977
banniere_web,49169.302424242414,0.8566042603384101
banniere_web,50238.200303030295,0.8618070169165793
banniere_web,51307.098181818175,0.8667457876052055
banniere_web,52375.996060606056,0.871437124031108
banniere_web,53444.893939393936,0.8758963912920732
banniere_web,54513.79181818181,0.8801378586995833
banniere_web,55582.68969696969,0.8841747838238119
banniere_web,56651.58757575757,0.8880194901923133
banniere_web,57720.485454545444,0.8916834390165352
banniere_web,58789.383333333324,0.8951772953289172
banniere_web,59858.281212121205,0.8985109889117682
banniere_web,60927.179090909085,0.9016937703903558
banniere_web,61996.076969696966,0.9047342628489241
banniere_web,63064.97484848484,0.9076405093114247
banniere_web,64133.87272727272,0.9104200164098601
banniere_web,65202.7706060606,0.9130797945432685
banniere_web,66271.66848484847,0.9156263948102031
banniere_web,67340.56636363636,0.9180659429775938
banniere_web,68409.46424242423,0.9204041707294597
banniere_web,69478.3621212121,0.9226464444203146
banniere_web,70547.26,0.9247977915404234
banniere_web,71616.15787878787,0.9268629250834043
banniere_web,72685.05575757576,0.9288462659910908
banniere_web,73753.95363636363,0.9307519638360474
banniere_web,74822.8515151515,0.9325839158886882
banniere_web,75891.74939393939,0.9343457847035063
banniere_web,76960.64727272726,0.9360410143474822
banniere_web,78029.54515151514,0.9376728453832056
banniere_web,79098.44303030302,0.9392443287095879
banniere_web,80167.3409090909,0.9407583383542004
banniere_web,81236.23878787877,0.9422175833031758
banniere_web,82305.13666666666,0.9436246184472137
banniere_web,83374.03454545453,0.9449818547154758
banniere_web,84442.93242424242,0.9462915684629921
banniere_web,85511.83030303029,0.9475559101715704
banniere_web,86580.72818181817,0.9487769125190775
banniere_web,87649.62606060605,0.9499564978672798
banniere_web,88718.52393939393,0.9510964852141703
banniere_web,89787.42181818181,0.952198596652822
banniere_web,90856.31969696969,0.9532644633752644
banniere_web,91925.21757575756,0.9542956312566525
banniere_web,92994.11545454545,0.9552935660520511
banniere_web,94063.01333333332,0.9562596582354703
banniere_web,95131.9112121212,0.9571952275083433
banniere_web,96200.80909090908,0.9581015270023948
banniere_web,97269.70696969696,0.958979747199815
banniere_web,98338.60484848483,0.9598310195917867
banniere_web,99407.50272727272,0.9606564200947113
banniere_web,100476.40060606059,0.9614569722419286
banniere_web,101545.29848484848,0.9622336501672981
banniere_web,102614.19636363635,0.962987381395714
banniere_web,103683.09424242422,0.9637190494544339
banniere_web,104751.99212121211,0.9644294963180132
banniere_web,105820.88999999998,0.9651195246986427
circulaire_digitale,0.0,0.0
circulaire_digitale,606.060606060606,0.004158394974408049
circulaire_digitale,1212.121212121212,0.016428629704039136
circulaire_digitale,1818.181818181818,0.0362205983369181
circulaire_digitale,2424.242424242424,0.06262784956706387
circulaire_digitale,3030.30303030303,0.09452603611540855
circulaire_digitale,3636.363636363636,0.1306822278892248
circulaire_digitale,4242.424242424242,0.16985732842360565
circulaire_digitale,4848.484848484848,0.21088885231398286
circulaire_digitale,5454.545454545454,0.2527479338829739
circulaire_digitale,6060.60606060606,0.2945704215451191
circulaire_digitale,6666.666666666666,0.3356659833261768
circulaire_digitale,7272.727272727272,0.3755110498016107
circulaire_digitale,7878.787878787878,0.4137315825942435
circulaire_digitale,8484.848484848484,0.4500807648285372
circulaire_digitale,9090.90909090909,0.48441539104695963
circulaire_digitale,9696.969696969696,0.5166734172812024
circulaire_digitale,10303.030303030302,0.5468540405472988
circulaire_digitale,10909.090909090908,0.5750008813247424
circulaire_digitale,11515.151515151514,0.6011883239564771
circulaire_digitale,12121.21212121212,0.6255107713700296
circulaire_digitale,12727.272727272726,0.6480744280570445
circulaire_digitale,13333.333333333332,0.6689911832341782
circulaire_digitale,13939.393939393938,0.6883741824071128
circulaire_digitale,14545.454545454544,0.7063347211995404
circulaire_digitale,15151.51515151515,0.7229801519623696
circulaire_digitale,15757.575757575756,0.7384125507228828
circulaire_digitale,16363.636363636362,0.7527279439903818
circulaire_digitale,16969.696969696968,0.7660159395217498
circulaire_digitale,17575.757575757576,0.7783596419275096
circulaire_digitale,18181.81818181818,0.7898357634884476
circulaire_digitale,18787.878787878784,0.8005148637006153
circulaire_digitale,19393.939393939392,0.8104616689340552
circulaire_digitale,20000.0,0.8197354371932651
circulaire_digitale,20606.060606060604,0.8283903432005092
circulaire_digitale,21212.12121212121,0.8364758666382598
circulaire_digitale,21818.181818181816,0.8440371719950239
circulaire_digitale,22424.242424242424,0.8511154725444382
circulaire_digitale,23030.30303030303,0.8577483739292144
circulaire_digitale,23636.363636363632,0.8639701949107473
circulaire_digitale,24242.42424242424,0.869812264304138
circulaire_digitale,24848.484848484848,0.8753031941149793
circulaire_digitale,25454.545454545452,0.8804691295544759
circulaire_digitale,26060.606060606056,0.8853339770273104
circulaire_digitale,26666.666666666664,0.8899196114317112
circulaire_digitale,27272.727272727272,0.8942460642347579
circulaire_digitale,27878.787878787876,0.8983316938256224
circulaire_digitale,28484.84848484848,0.9021933396325253
circulaire_digitale,29090.90909090909,0.9058464614354228
circulaire_digitale,29696.969696969696,0.9093052652299292
circulaire_digitale,30303.0303030303,0.9125828169087254
circulaire_digitale,30909.090909090904,0.9156911449316498
circulaire_digitale,31515.151515151512,0.9186413330595706
circulaire_digitale,32121.21212121212,0.9214436041331809
circulaire_digitale,32727.272727272724,0.9241073957880325
circulaire_digitale,33333.33333333333,0.9266414289126559
circulaire_digitale,33939.393939393936,0.9290537695781377
circulaire_digitale,34545.454545454544,0.9313518850952662
