week_ending,store_code,city,division_code,categorie,sales,units
2025-08-24,CP37,Gatineau,ME,MO,149.99,1.0
2025-08-24,CP37,Gatineau,ME,PA,72.98,2.0
2025-08-24,CP37,Gatineau,ME,ZME,114.99,1.0
2025-08-24,CP37,Gatineau,MK,CC,0.0,1.0
2025-08-24,CP37,Gatineau,MK,LOV,20.97,7.0
2025-08-24,CP37,Gatineau,MK,MK,3.96,6.0
2025-08-24,CP37,Gatineau,PA,PA,928.94,6.0
2025-08-24,CP37,Gatineau,PA,PM,139.98,2.0
2025-08-24,CP37,Gatineau,PA,PMD,359.98,2.0
2025-08-24,CP37,Gatineau,PA,PSD,2598.9700000000003,4.0
2025-08-24,CP37,Gatineau,PC,PIS,19984.829999999998,810.0
2025-08-24,CP37,Gatineau,PC,SPA,4480.38,214.0
2025-08-24,CP37,Gatineau,PC,TES,23.94,6.0
2025-08-24,CP37,Gatineau,PI,AP,159.78,27.0
2025-08-24,CP37,Gatineau,PI,API,66.99,1.0
2025-08-24,CP37,Gatineau,PI,PP,880.77,126.0
2025-08-24,CP37,Gatineau,PI,ZAP,10.99,1.0
2025-08-24,CP37,Gatineau,PI,ZME,0.0,1.0
2025-08-24,CP37,Gatineau,PI,ZSP,331.91,9.0
2025-08-24,CP37,Gatineau,TO,TAC,0.0,0.0
2025-08-24,CP37,Gatineau,TO,TRA,923.98,2.0
2025-08-24,CP44,St-Constant,AP,AP,952.37,33.0
2025-08-24,CP44,St-Constant,AP,API,4964.96,35.0
2025-08-24,CP44,St-Constant,AP,PP,600.07,65.0
2025-08-24,CP44,St-Constant,AS,AS,1196.47,53.0
2025-08-24,CP44,St-Constant,AZ,AZC,190.47,3.0
2025-08-24,CP44,St-Constant,AZ,AZF,10.45,5.0
2025-08-24,CP44,St-Constant,AZ,AZT,122.99,1.0
2025-08-24,CP44,St-Constant,BQ,BA,32.98,2.0
2025-08-24,CP44,St-Constant,BQ,BCH,349.99,1.0
2025-08-24,CP44,St-Constant,BQ,BLP,649.99,1.0
2025-08-24,CP44,St-Constant,CH,THA,53.98,2.0
2025-08-24,CP44,St-Constant,CH,THE,2799.98,2.0
2025-08-24,CP44,St-Constant,GA,GA,569.98,2.0
2025-08-24,CP44,St-Constant,IN,INT,279.99,1.0
2025-08-24,CP44,St-Constant,INM,MNM,760.0,1.0
2025-08-24,CP44,St-Constant,LI,LV,229.97000000000003,7.0
2025-08-24,CP44,St-Constant,LO,LE,162.93,7.0
2025-08-24,CP44,St-Constant,LO,LG,338.03000000000003,7.0
2025-08-24,CP44,St-Constant,LO,LJ,133.71,19.0
2025-08-24,CP44,St-Constant,LO,LOV,0.0,1.0
2025-08-24,CP44,St-Constant,LO,LP,45.96,4.0
2025-08-24,CP44,St-Constant,ME,M3,449.99,1.0
2025-08-24,CP44,St-Constant,ME,M4,499.99,7.0
2025-08-24,CP44,St-Constant,ME,MA,379.96,4.0
2025-08-24,CP44,St-Constant,ME,MB,399.99,1.0
2025-08-24,CP44,St-Constant,ME,MC,729.97,3.0
2025-08-24,CP44,St-Constant,ME,ML,689.99,1.0
2025-08-24,CP44,St-Constant,ME,MO,149.99,1.0
2025-08-24,CP44,St-Constant,PA,MPP,25.99,1.0
2025-08-24,CP44,St-Constant,PA,PA,400.07,3.0
2025-08-24,CP44,St-Constant,PA,PM,204.99,2.0
2025-08-24,CP44,St-Constant,PA,PMD,179.99,1.0
2025-08-24,CP44,St-Constant,PA,PSD,1649.98,2.0
2025-08-24,CP44,St-Constant,PC,PIS,8751.52,348.0
2025-08-24,CP44,St-Constant,PC,SPA,830.46,54.0
2025-08-24,CP44,St-Constant,PC,TES,323.84,16.0
2025-08-24,CP44,St-Constant,PI,ZAP,544.03,7.0
2025-08-24,CP44,St-Constant,PI,ZHT,39.98,2.0
2025-08-24,CP44,St-Constant,PI,ZME,149.99,1.0
2025-08-24,CP44,St-Constant,PI,ZSP,8.969999999999999,4.0
2025-08-24,CP44,St-Constant,PI,ZTH,35.99,1.0
2025-08-24,CP44,St-Constant,SE,SE,29.99,2.0
2025-08-24,CP48,Beloeil,AP,AP,1878.2,51.0
2025-08-24,CP48,Beloeil,AP,API,9795.81,45.0
2025-08-24,CP48,Beloeil,AP,PP,860.59,123.0
2025-08-24,CP48,Beloeil,AS,AS,687.73,84.0
2025-08-24,CP48,Beloeil,AS,ZSP,113.97,3.0
2025-08-24,CP48,Beloeil,AZ,AZC,150.95,5.0
2025-08-24,CP48,Beloeil,AZ,AZF,38.910000000000004,9.0
2025-08-24,CP48,Beloeil,AZ,AZT,843.93,7.0
2025-08-24,CP48,Beloeil,BQ,BA,339.07,6.0
2025-08-24,CP48,Beloeil,BQ,BLP,1244.99,2.0
2025-08-24,CP48,Beloeil,CH,THE,3799.98,2.0
2025-08-24,CP48,Beloeil,GA,GA,6009.95,5.0
2025-08-24,CP48,Beloeil,GA,GRS,1499.99,1.0
2025-08-24,CP48,Beloeil,LI,LV,819.96,15.0
2025-08-24,CP48,Beloeil,LO,LE,107.94999999999999,5.0
2025-08-24,CP48,Beloeil,LO,LG,389.66,14.0
2025-08-24,CP48,Beloeil,LO,LJ,70.47999999999999,7.0
2025-08-24,CP48,Beloeil,LO,LOV,0.0,2.0
2025-08-24,CP48,Beloeil,LO,LP,175.92,8.0
2025-08-24,CP48,Beloeil,ME,M4,1104.92,8.0
2025-08-24,CP48,Beloeil,ME,M5,794.98,2.0
2025-08-24,CP48,Beloeil,ME,MA,655.91,11.0
2025-08-24,CP48,Beloeil,ME,MB,399.99,1.0
2025-08-24,CP48,Beloeil,ME,MC,485.14,14.0
2025-08-24,CP48,Beloeil,ME,MO,0.0,1.0
2025-08-24,CP48,Beloeil,PA,PM,204.98000000000002,2.0
2025-08-24,CP48,Beloeil,PC,PIS,12328.24,485.0
2025-08-24,CP48,Beloeil,PC,SPA,1558.29,71.0
2025-08-24,CP48,Beloeil,PC,TES,385.80999999999995,19.0
2025-08-24,CP48,Beloeil,PI,ZAP,0.0,10.0
2025-08-24,CP48,Beloeil,PI,ZHT,80.96,4.0
2025-08-24,CP48,Beloeil,PI,ZSP,104.78999999999999,21.0
2025-08-24,CP48,Beloeil,SE,SE,109.97999999999999,4.0
2025-08-24,CP48,Beloeil,SP,SP,28998.0,2.0
2025-08-24,CP48,Beloeil,TO,TRA,494.99,1.0
2025-08-31,CP08,Longueuil,AP,AP,1063.58,52.0
2025-08-31,CP08,Longueuil,AP,API,8450.29,65.0
2025-08-31,CP08,Longueuil,AP,PP,1680.13,248.0
2025-08-31,CP08,Longueuil,AS,AS,2608.41,164.0
2025-08-31,CP08,Longueuil,AS,ZSP,227.94,6.0
2025-08-31,CP08,Longueuil,AZ,AZC,1460.94,6.0
2025-08-31,CP08,Longueuil,AZ,AZF,45.89,11.0
2025-08-31,CP08,Longueuil,AZ,AZT,99.99,1.0
2025-08-31,CP08,Longueuil,BQ,BA,92.96,4.0
2025-08-31,CP08,Longueuil,CC,CC,0.0,2.0
2025-08-31,CP08,Longueuil,CH,THE,2399.99,1.0
2025-08-31,CP08,Longueuil,FI,AF,135.81,7.0
2025-08-31,CP08,Longueuil,FI,FMA,1899.99,1.0
2025-08-31,CP08,Longueuil,GA,GA,389.99,1.0
2025-08-31,CP08,Longueuil,GA,GAP,1594.0,1.0
2025-08-31,CP08,Longueuil,GA,GRB,10900.0,1.0
2025-08-31,CP08,Longueuil,HT,HYB,3099.0,1.0
2025-08-31,CP08,Longueuil,INM,INMM,469.99,1.0
2025-08-31,CP08,Longueuil,LI,LV,549.96,10.0
2025-08-31,CP08,Longueuil,LO,LE,9.98,2.0
2025-08-31,CP08,Longueuil,LO,LG,9.34,1.0
2025-08-31,CP08,Longueuil,LO,LJ,86.74,6.0
2025-08-31,CP08,Longueuil,LO,LOV,0.0,4.0
2025-08-31,CP08,Longueuil,LO,LP,19.99,1.0
2025-08-31,CP08,Longueuil,ME,M1,599.99,1.0
2025-08-31,CP08,Longueuil,ME,M3,3099.96,4.0
2025-08-31,CP08,Longueuil,ME,M4,8663.7,39.0
2025-08-31,CP08,Longueuil,ME,M5,3549.9700000000003,3.0
2025-08-31,CP08,Longueuil,ME,M7,2173.94,2.0
2025-08-31,CP08,Longueuil,ME,MA,662.91,13.0
2025-08-31,CP08,Longueuil,ME,MB,2499.99,1.0
2025-08-31,CP08,Longueuil,ME,MC,47.97,3.0
2025-08-31,CP08,Longueuil,ME,ML,2228.1800000000003,2.0
2025-08-31,CP08,Longueuil,ME,MO,349.97,3.0
2025-08-31,CP08,Longueuil,MK,MK,5.0,5.0
2025-08-31,CP08,Longueuil,PA,PM,189.97,3.0
2025-08-31,CP08,Longueuil,PA,PMD,559.98,2.0
2025-08-31,CP08,Longueuil,PA,PSD,584.99,1.0
2025-08-31,CP08,Longueuil,PC,PIS,10949.41,439.0
2025-08-31,CP08,Longueuil,PC,SPA,1679.3999999999999,91.0
2025-08-31,CP08,Longueuil,PC,TES,268.83,17.0
2025-08-31,CP08,Longueuil,PI,ZAP,815.5600000000001,22.0
2025-08-31,CP08,Longueuil,PI,ZHT,37.98,2.0
2025-08-31,CP08,Longueuil,PI,ZSP,631.26,22.0
2025-08-31,CP08,Longueuil,SE,SE,0.0,5.0
2025-08-31,CP08,Longueuil,SP,SP,4399.0,1.0
2025-08-31,CP08,Longueuil,TO,TAC,527.4200000000001,2.0
2025-08-31,CP08,Longueuil,TO,TRA,1072.48,2.0
2025-08-31,CP202,Nepean,AP,AP,521.97,3.0
2025-08-31,CP202,Nepean,AP,API,573.86,14.0
2025-08-31,CP202,Nepean,AP,PP,44.91,9.0
2025-08-31,CP202,Nepean,AP,TES,157.92,8.0
2025-08-31,CP202,Nepean,AS,AS,2080.61,39.0
2025-08-31,CP202,Nepean,AS,SPA,438.79999999999995,20.0
2025-08-31,CP202,Nepean,AS,TES,71.96,4.0
2025-08-31,CP202,Nepean,AZ,AZT,122.99,1.0
2025-08-31,CP202,Nepean,GA,GA,1899.98,2.0
2025-08-31,CP202,Nepean,GA,GRB,12999.0,1.0
2025-08-31,CP202,Nepean,GA,GRS,1999.99,1.0
2025-08-31,CP202,Nepean,LO,AP,149.97,3.0
2025-08-31,CP202,Nepean,LO,LG,80.2,5.0
2025-08-31,CP202,Nepean,LO,LJ,53.91,9.0
2025-08-31,CP202,Nepean,LO,MK,2.99,1.0
2025-08-31,CP202,Nepean,ME,GA,349.99,1.0
2025-08-31,CP202,Nepean,ME,M1,1199.99,1.0
2025-08-31,CP202,Nepean,ME,M4,1629.91,9.0
2025-08-31,CP202,Nepean,ME,M5,859.96,4.0
2025-08-31,CP202,Nepean,ME,M7,1199.99,1.0
2025-08-31,CP202,Nepean,ME,MA,464.95,5.0
2025-08-31,CP202,Nepean,ME,MC,369.84,20.0
2025-08-31,CP202,Nepean,ME,PA,54.99,1.0
2025-08-31,CP202,Nepean,PA,PA,796.26,4.0
2025-08-31,CP202,Nepean,PA,PM,194.97,3.0
2025-08-31,CP202,Nepean,PA,PSD,1949.97,3.0
2025-08-31,CP202,Nepean,PC,PIS,6989.47,355.0
2025-08-31,CP202,Nepean,PC,SPA,2940.78,176.0
2025-08-31,CP202,Nepean,PC,TES,7.98,2.0
2025-08-31,CP202,Nepean,PI,AP,32.97,3.0
2025-08-31,CP202,Nepean,PI,PP,121.85,15.0
2025-08-31,CP202,Nepean,PI,TES,0.0,1.0
2025-08-31,CP202,Nepean,PI,ZAP,19.99,1.0
2025-08-31,CP37,Gatineau,AP,AP,411.87,14.0
2025-08-31,CP37,Gatineau,AP,API,4601.67,54.0
2025-08-31,CP37,Gatineau,AP,AZC,65.97,3.0
2025-08-31,CP37,Gatineau,AP,AZF,72.96000000000001,104.0
2025-08-31,CP37,Gatineau,AP,PP,773.5,112.0
2025-08-31,CP37,Gatineau,AP,TES,593.6899999999999,31.0
2025-08-31,CP37,Gatineau,AP,ZAP,149.99,1.0
2025-08-31,CP37,Gatineau,AS,AS,1377.8899999999999,28.0
2025-08-31,CP37,Gatineau,AS,ASC,739.99,1.0
2025-08-31,CP37,Gatineau,AS,SPA,373.84,16.0
2025-08-31,CP37,Gatineau,AS,TES,107.94,6.0
2025-08-31,CP37,Gatineau,AZ,AZC,279.99,1.0
2025-08-31,CP37,Gatineau,AZ,AZT,564.96,4.0
2025-08-31,CP37,Gatineau,BQ,BA,50.97,3.0
2025-08-31,CP37,Gatineau,BQ,BLP,0.0,1.0
2025-08-31,CP37,Gatineau,CH,THE,1599.99,1.0
2025-08-31,CP37,Gatineau,FI,FMA,1249.99,1.0
2025-08-31,CP37,Gatineau,GA,GA,399.99,1.0
2025-08-31,CP37,Gatineau,GA,GRS,2174.38,3.0
2025-08-31,CP37,Gatineau,LO,LE,19.98,2.0
2025-08-31,CP37,Gatineau,LO,LG,165.9,10.0
2025-08-31,CP37,Gatineau,LO,LJ,47.93,7.0
2025-08-31,CP37,Gatineau,LO,LP,33.98,2.0
2025-08-31,CP37,Gatineau,ME,GA,2534.96,4.0
2025-08-31,CP37,Gatineau,ME,M1,5449.969999999999,3.0
2025-08-31,CP37,Gatineau,ME,M4,2759.92,8.0
2025-08-31,CP37,Gatineau,ME,M5,1319.97,4.0
2025-08-31,CP37,Gatineau,ME,M7,999.99,1.0
2025-08-31,CP37,Gatineau,ME,MA,267.96,17.0
2025-08-31,CP37,Gatineau,ME,MB,50.0,3.0
2025-08-31,CP37,Gatineau,ME,MC,589.81,20.0
2025-08-31,CP37,Gatineau,ME,MO,421.96000000000004,4.0
2025-08-31,CP37,Gatineau,ME,PA,138.76,4.0
2025-08-31,CP37,Gatineau,MK,LOV,0.0,1.0
2025-08-31,CP37,Gatineau,MK,MK,1.98,4.0
2025-08-31,CP37,Gatineau,PA,PA,593.95,5.0
2025-08-31,CP37,Gatineau,PA,PM,264.96,5.0
2025-08-31,CP37,Gatineau,PA,PMD,359.98,2.0
2025-08-31,CP37,Gatineau,PA,PS,399.99,1.0
2025-08-31,CP37,Gatineau,PA,PSD,649.99,1.0
2025-08-31,CP37,Gatineau,PC,PIS,16967.11,689.0
2025-08-31,CP37,Gatineau,PC,SPA,4191.88,213.0
2025-08-31,CP37,Gatineau,PC,TES,15.96,4.0
2025-08-31,CP37,Gatineau,PI,AP,52.95,6.0
2025-08-31,CP37,Gatineau,PI,API,599.99,1.0
2025-08-31,CP37,Gatineau,PI,PP,809.83,118.0
2025-08-31,CP37,Gatineau,PI,ZAP,29.99,2.0
2025-08-31,CP37,Gatineau,PI,ZSP,54.99,1.0
2025-08-31,CP37,Gatineau,SP,SP,10749.0,1.0
2025-08-31,CP37,Gatineau,TO,TAC,357.0,1.0
2025-08-31,CP44,St-Constant,AP,AP,298.05,36.0
2025-08-31,CP44,St-Constant,AP,API,5472.67,50.0
2025-08-31,CP44,St-Constant,AP,PP,637.6800000000001,114.0
2025-08-31,CP44,St-Constant,AS,AS,1750.09,141.0
2025-08-31,CP44,St-Constant,AZ,AZC,475.97,3.0
2025-08-31,CP44,St-Constant,AZ,AZF,56.440000000000005,6.0
2025-08-31,CP44,St-Constant,AZ,AZT,587.96,4.0
2025-08-31,CP44,St-Constant,BQ,BA,67.49,1.0
2025-08-31,CP44,St-Constant,BQ,BC,24.99,1.0
2025-08-31,CP44,St-Constant,BQ,BLP,599.99,1.0
2025-08-31,CP44,St-Constant,CH,THA,53.98,2.0
2025-08-31,CP44,St-Constant,CH,THE,2599.98,2.0
2025-08-31,CP44,St-Constant,FI,AF,25.99,1.0
2025-08-31,CP44,St-Constant,FI,FBA,299.99,1.0
2025-08-31,CP44,St-Constant,GA,GA,689.97,3.0
2025-08-31,CP44,St-Constant,IN,INP,150.0,1.0
2025-08-31,CP44,St-Constant,INM,INMP,125.0,1.0
2025-08-31,CP44,St-Constant,LI,LV,99.99,1.0
2025-08-31,CP44,St-Constant,LO,LE,34.99,1.0
2025-08-31,CP44,St-Constant,LO,LJ,146.87,18.0
2025-08-31,CP44,St-Constant,LO,LOV,0.0,8.0
2025-08-31,CP44,St-Constant,LO,LP,59.97,3.0
2025-08-31,CP44,St-Constant,ME,M1,1099.99,1.0
2025-08-31,CP44,St-Constant,ME,M5,139.99,1.0
2025-08-31,CP44,St-Constant,ME,MA,64.98,2.0
2025-08-31,CP44,St-Constant,ME,MC,0.0,1.0
2025-08-31,CP44,St-Constant,ME,MO,349.96999999999997,3.0
2025-08-31,CP44,St-Constant,MK,MK,0.0,2.0
2025-08-31,CP44,St-Constant,PC,PIS,5533.78,222.0
2025-08-31,CP44,St-Constant,PC,SPA,1368.89,61.0
2025-08-31,CP44,St-Constant,PC,TES,191.88,12.0
2025-08-31,CP44,St-Constant,PI,ZAP,158.41,11.0
2025-08-31,CP44,St-Constant,PI,ZHT,0.0,1.0
2025-08-31,CP44,St-Constant,PI,ZSP,71.69,31.0
2025-08-31,CP44,St-Constant,PI,ZTH,0.0,1.0
2025-08-31,CP44,St-Constant,SE,SE,0.0,2.0
2025-08-31,CP44,St-Constant,TO,TRA,494.99,1.0
2025-08-31,CP48,Beloeil,AP,AP,858.72,48.0
2025-08-31,CP48,Beloeil,AP,API,5217.93,37.0
2025-08-31,CP48,Beloeil,AP,PP,1068.23,129.0
2025-08-31,CP48,Beloeil,AS,AS,806.55,97.0
2025-08-31,CP48,Beloeil,AZ,AZC,496.95000000000005,5.0
2025-08-31,CP48,Beloeil,AZ,AZF,48.83,17.0
2025-08-31,CP48,Beloeil,AZ,AZT,757.93,7.0
2025-08-31,CP48,Beloeil,BQ,BA,93.76,5.0
2025-08-31,CP48,Beloeil,BQ,BC,41.0,1.0
2025-08-31,CP48,Beloeil,BQ,BLP,1429.0,1.0
2025-08-31,CP48,Beloeil,CH,THA,87.47,3.0
2025-08-31,CP48,Beloeil,CH,THE,3499.98,2.0
2025-08-31,CP48,Beloeil,FI,AF,114.49000000000001,3.0
2025-08-31,CP48,Beloeil,GA,GA,399.99,1.0
2025-08-31,CP48,Beloeil,IN,INT,280.0,1.0
2025-08-31,CP48,Beloeil,LI,LV,299.99,5.0
2025-08-31,CP48,Beloeil,LO,LE,144.93,7.0
2025-08-31,CP48,Beloeil,LO,LG,48.41,4.0
2025-08-31,CP48,Beloeil,LO,LJ,0.0,3.0
2025-08-31,CP48,Beloeil,LO,LOV,19.99,3.0
2025-08-31,CP48,Beloeil,LO,LP,29.99,1.0
2025-08-31,CP48,Beloeil,ME,M3,549.99,1.0
2025-08-31,CP48,Beloeil,ME,M4,1069.98,2.0
2025-08-31,CP48,Beloeil,ME,MA,524.92,8.0
2025-08-31,CP48,Beloeil,ME,MC,199.96,4.0
2025-08-31,CP48,Beloeil,ME,MO,169.98,2.0
2025-08-31,CP48,Beloeil,PA,PA,143.98,2.0
2025-08-31,CP48,Beloeil,PA,PM,69.99,1.0
2025-08-31,CP48,Beloeil,PC,PIS,10732.21,439.0
2025-08-31,CP48,Beloeil,PC,SPA,1281.8700000000001,63.0
2025-08-31,CP48,Beloeil,PC,TES,296.84999999999997,15.0
2025-08-31,CP48,Beloeil,PI,ZAP,1319.2800000000002,16.0
2025-08-31,CP48,Beloeil,PI,ZSP,218.19,17.0
2025-08-31,CP48,Beloeil,SE,SE,89.97,3.0
2025-08-31,CP48,Beloeil,SP,SP,5499.0,1.0
2025-08-31,CP48,Beloeil,TO,TRA,397.49,1.0
2025-09-07,CP08,Longueuil,AP,AP,4512.26,44.0
2025-09-07,CP08,Longueuil,AP,API,6818.39,62.0
2025-09-07,CP08,Longueuil,AP,PP,1031.29,133.0
2025-09-07,CP08,Longueuil,AS,AS,541.9,35.5
2025-09-07,CP08,Longueuil,AZ,AZC,1676.8200000000002,18.0
2025-09-07,CP08,Longueuil,AZ,AZF,162.12,48.0
2025-09-07,CP08,Longueuil,AZ,AZT,1689.88,12.0
2025-09-07,CP08,Longueuil,BQ,BA,55.76,4.0
2025-09-07,CP08,Longueuil,CH,THA,34.99,2.0
2025-09-07,CP08,Longueuil,CH,THE,999.99,1.0
2025-09-07,CP08,Longueuil,HT,HAC,1378.61,1.0
2025-09-07,CP08,Longueuil,HT,HRE,1772.37,1.0
2025-09-07,CP08,Longueuil,LI,LV,49.99,1.0
2025-09-07,CP08,Longueuil,LO,LE,69.98,2.0
2025-09-07,CP08,Longueuil,LO,LG,5.53,2.0
2025-09-07,CP08,Longueuil,LO,LJ,78.62,8.0
2025-09-07,CP08,Longueuil,ME,M4,2744.82,18.0
2025-09-07,CP08,Longueuil,ME,M5,399.99,1.0
2025-09-07,CP08,Longueuil,ME,MA,1479.41,10.0
2025-09-07,CP08,Longueuil,ME,MC,243.94,9.0
2025-09-07,CP08,Longueuil,ME,MO,0.0,0.0
2025-09-07,CP08,Longueuil,PA,PA,160.99,2.0
2025-09-07,CP08,Longueuil,PC,PIS,10150.67,409.0
2025-09-07,CP08,Longueuil,PC,SPA,869.58,42.0
2025-09-07,CP08,Longueuil,PC,TES,184.89,11.0
2025-09-07,CP08,Longueuil,PI,ZAP,496.63,23.0
2025-09-07,CP08,Longueuil,PI,ZHT,59.99,1.0
2025-09-07,CP08,Longueuil,PI,ZSP,859.81,27.0
2025-09-07,CP202,Nepean,AP,AP,269.96000000000004,4.0
2025-09-07,CP202,Nepean,AP,API,750.42,13.0
2025-09-07,CP202,Nepean,AP,PP,124.43999999999998,31.0
2025-09-07,CP202,Nepean,AP,TES,246.85999999999999,14.0
2025-09-07,CP202,Nepean,AS,AS,1585.69,31.0
2025-09-07,CP202,Nepean,AS,SPA,440.78999999999996,21.0
2025-09-07,CP202,Nepean,AS,TES,17.99,1.0
2025-09-07,CP202,Nepean,AZ,AZC,196.99,1.0
2025-09-07,CP202,Nepean,AZ,AZT,286.53000000000003,2.0
2025-09-07,CP202,Nepean,LO,LG,8.97,3.0
2025-09-07,CP202,Nepean,LO,LJ,138.14,46.0
2025-09-07,CP202,Nepean,LO,LP,27.479999999999997,2.0
2025-09-07,CP202,Nepean,LO,MK,2.99,1.0
2025-09-07,CP202,Nepean,ME,GA,239.99,1.0
2025-09-07,CP202,Nepean,ME,M5,539.98,2.0
2025-09-07,CP202,Nepean,ME,M7,899.99,1.0
2025-09-07,CP202,Nepean,ME,MA,0.0,-1.0
2025-09-07,CP202,Nepean,ME,MC,42.0,0.0
2025-09-07,CP202,Nepean,PA,PM,0.0,-1.0
2025-09-07,CP202,Nepean,PC,MA,24.99,1.0
2025-09-07,CP202,Nepean,PC,PIS,5619.77,323.0
2025-09-07,CP202,Nepean,PC,SPA,2281.08,142.0
2025-09-07,CP202,Nepean,PI,AP,0.0,0.0
2025-09-07,CP202,Nepean,PI,PP,239.87,33.0
2025-09-07,CP202,Nepean,PI,ZSP,51.97,3.0
2025-09-07,CP37,Gatineau,AP,AP,0.0,6.0
2025-09-07,CP37,Gatineau,AP,API,2162.3199999999997,48.0
2025-09-07,CP37,Gatineau,AP,AZC,331.01,9.0
2025-09-07,CP37,Gatineau,AP,AZF,68.68,7.0
2025-09-07,CP37,Gatineau,AP,AZT,567.9499999999999,5.0
2025-09-07,CP37,Gatineau,AP,PP,1035.82,180.0
2025-09-07,CP37,Gatineau,AP,TES,396.79999999999995,20.0
2025-09-07,CP37,Gatineau,AS,AS,1949.57,43.0
2025-09-07,CP37,Gatineau,AS,SPA,209.89999999999998,10.0
2025-09-07,CP37,Gatineau,AS,TES,215.88,12.0
2025-09-07,CP37,Gatineau,AZ,AZC,361.98,2.0
2025-09-07,CP37,Gatineau,AZ,AZT,1806.88,12.0
2025-09-07,CP37,Gatineau,BQ,BA,14.99,1.0
2025-09-07,CP37,Gatineau,BQ,BLP,499.99,1.0
2025-09-07,CP37,Gatineau,CH,THE,2399.99,1.0
2025-09-07,CP37,Gatineau,FI,AF,9.99,1.0
2025-09-07,CP37,Gatineau,GA,GRS,1316.71,1.0
2025-09-07,CP37,Gatineau,LO,LE,99.72,3.0
2025-09-07,CP37,Gatineau,LO,LG,76.49,1.0
2025-09-07,CP37,Gatineau,LO,LJ,24.349999999999998,15.0
2025-09-07,CP37,Gatineau,LO,LOV,6.99,1.0
2025-09-07,CP37,Gatineau,LO,LP,34.99,1.0
2025-09-07,CP37,Gatineau,ME,GA,2054.94,6.0
2025-09-07,CP37,Gatineau,ME,M1,2599.98,2.0
2025-09-07,CP37,Gatineau,ME,M3,899.98,2.0
2025-09-07,CP37,Gatineau,ME,M4,3239.84,16.0
2025-09-07,CP37,Gatineau,ME,M5,1579.96,4.0
2025-09-07,CP37,Gatineau,ME,MA,750.62,10.0
2025-09-07,CP37,Gatineau,ME,MB,659.98,2.0
2025-09-07,CP37,Gatineau,ME,MC,395.01,19.0
2025-09-07,CP37,Gatineau,ME,ME,649.99,1.0
2025-09-07,CP37,Gatineau,ME,PA,71.95,5.0
2025-09-07,CP37,Gatineau,MK,LOV,13.98,3.0
2025-09-07,CP37,Gatineau,MK,MK,3.96,4.0
2025-09-07,CP37,Gatineau,PA,PA,228.98000000000002,2.0
2025-09-07,CP37,Gatineau,PA,PM,109.98,2.0
2025-09-07,CP37,Gatineau,PA,PMD,179.99,1.0
2025-09-07,CP37,Gatineau,PA,PSD,649.99,1.0
2025-09-07,CP37,Gatineau,PC,MA,24.99,1.0
2025-09-07,CP37,Gatineau,PC,PIS,13124.6,541.0
2025-09-07,CP37,Gatineau,PC,SPA,4331.15,235.0
2025-09-07,CP37,Gatineau,PC,TES,7.98,2.0
2025-09-07,CP37,Gatineau,PI,AP,77.23,22.0
2025-09-07,CP37,Gatineau,PI,PP,740.29,126.0
2025-09-07,CP37,Gatineau,PI,ZAP,239.96,4.0
2025-09-07,CP37,Gatineau,PI,ZSP,0.0,0.0
2025-09-07,CP37,Gatineau,TO,TRA,461.99,1.0
2025-09-07,CP44,St-Constant,AP,AP,1025.22,18.0
2025-09-07,CP44,St-Constant,AP,API,1841.98,27.0
2025-09-07,CP44,St-Constant,AP,PP,487.78,54.0
2025-09-07,CP44,St-Constant,AS,AS,1149.65,85.0
2025-09-07,CP44,St-Constant,AS,ZSP,113.97,3.0
2025-09-07,CP44,St-Constant,AZ,AZC,0.0,5.0
2025-09-07,CP44,St-Constant,AZ,AZF,67.7,30.0
2025-09-07,CP44,St-Constant,AZ,AZT,548.96,5.0
2025-09-07,CP44,St-Constant,BQ,BA,98.97,4.0
2025-09-07,CP44,St-Constant,BQ,BC,24.99,1.0
2025-09-07,CP44,St-Constant,BQ,BLP,624.99,1.0
2025-09-07,CP44,St-Constant,FI,AF,34.38,2.0
2025-09-07,CP44,St-Constant,FI,FRA,1249.99,1.0
2025-09-07,CP44,St-Constant,GA,GA,239.99,1.0
2025-09-07,CP44,St-Constant,LI,LV,0.0,1.0
2025-09-07,CP44,St-Constant,LO,LE,284.91,9.0
2025-09-07,CP44,St-Constant,LO,LG,53.51,4.0
2025-09-07,CP44,St-Constant,LO,LJ,79.6,10.0
2025-09-07,CP44,St-Constant,LO,LOV,4.49,3.0
2025-09-07,CP44,St-Constant,ME,M4,209.94,9.0
2025-09-07,CP44,St-Constant,ME,M5,0.0,1.0
2025-09-07,CP44,St-Constant,ME,MA,344.96000000000004,4.0
2025-09-07,CP44,St-Constant,ME,MC,294.93,7.0
2025-09-07,CP44,St-Constant,MK,MK,0.0,1.0
2025-09-07,CP44,St-Constant,PA,PA,145.99,2.0
2025-09-07,CP44,St-Constant,PA,PMD,399.99,1.0
2025-09-07,CP44,St-Constant,PC,PIS,6155.43,257.0
2025-09-07,CP44,St-Constant,PC,SPA,1233.41,59.0
2025-09-07,CP44,St-Constant,PC,TES,119.94,6.0
2025-09-07,CP44,St-Constant,PI,ZAP,0.0,2.0
2025-09-07,CP44,St-Constant,PI,ZHT,39.98,2.0
2025-09-07,CP44,St-Constant,PI,ZME,79.98,2.0
2025-09-07,CP44,St-Constant,PI,ZSP,239.92,8.0
