week_ending,store_code,city,division_code,categorie,sales,units
2025-09-07,CP48,Beloeil,AP,AP,885.7099999999999,39.0
2025-09-07,CP48,Beloeil,AP,API,4463.61,20.0
2025-09-07,CP48,Beloeil,AP,PP,776.82,80.0
2025-09-07,CP48,Beloeil,AS,AS,735.51,103.0
2025-09-07,CP48,Beloeil,AZ,AZC,416.93,7.0
2025-09-07,CP48,Beloeil,AZ,AZF,32.4,10.0
2025-09-07,CP48,Beloeil,AZ,AZT,1954.83,17.0
2025-09-07,CP48,Beloeil,BQ,BA,16.99,1.0
2025-09-07,CP48,Beloeil,BQ,BC,14.0,1.0
2025-09-07,CP48,Beloeil,BQ,BLP,1049.99,1.0
2025-09-07,CP48,Beloeil,CH,THA,59.980000000000004,2.0
2025-09-07,CP48,Beloeil,FI,AF,80.0,2.0
2025-09-07,CP48,Beloeil,GA,GA,349.99,1.0
2025-09-07,CP48,Beloeil,LI,LV,0.0,1.0
2025-09-07,CP48,Beloeil,LO,LE,92.96,4.0
2025-09-07,CP48,Beloeil,LO,LG,35.97,3.0
2025-09-07,CP48,Beloeil,LO,LJ,43.54,6.0
2025-09-07,CP48,Beloeil,LO,LP,25.979999999999997,2.0
2025-09-07,CP48,Beloeil,ME,M3,1139.98,2.0
2025-09-07,CP48,Beloeil,ME,MA,253.91,9.0
2025-09-07,CP48,Beloeil,ME,MB,449.99,1.0
2025-09-07,CP48,Beloeil,ME,ML,728.99,1.0
2025-09-07,CP48,Beloeil,PA,PM,139.98,2.0
2025-09-07,CP48,Beloeil,PC,PIS,8518.72,371.0
2025-09-07,CP48,Beloeil,PC,SPA,1166.84,66.0
2025-09-07,CP48,Beloeil,PC,TES,323.84999999999997,15.0
2025-09-07,CP48,Beloeil,PI,ZAP,98.58,5.0
2025-09-07,CP48,Beloeil,PI,ZHT,19.99,1.0
2025-09-07,CP48,Beloeil,PI,ZSP,279.9,10.0
2025-09-07,CP48,Beloeil,SE,SE,364.98,7.0
2025-09-07,CP48,Beloeil,TO,TRA,577.49,1.0
2025-09-14,CP08,Longueuil,AM,AE,149.99,1.0
2025-09-14,CP08,Longueuil,AP,AP,671.33,17.0
2025-09-14,CP08,Longueuil,AP,API,2026.55,26.0
2025-09-14,CP08,Longueuil,AP,PP,505.28000000000003,52.0
2025-09-14,CP08,Longueuil,AS,AS,454.57,45.0
2025-09-14,CP08,Longueuil,AZ,AZC,476.94,6.0
2025-09-14,CP08,Longueuil,AZ,AZF,65.36,14.0
2025-09-14,CP08,Longueuil,AZ,AZT,922.9200000000001,8.0
2025-09-14,CP08,Longueuil,LO,LE,110.96000000000001,4.0
2025-09-14,CP08,Longueuil,LO,LJ,34.98,2.0
2025-09-14,CP08,Longueuil,LO,LP,29.99,1.0
2025-09-14,CP08,Longueuil,ME,M4,139.96,4.0
2025-09-14,CP08,Longueuil,ME,MO,0.0,1.0
2025-09-14,CP08,Longueuil,MK,MK,5.0,1.0
2025-09-14,CP08,Longueuil,PA,PA,99.99,1.0
2025-09-14,CP08,Longueuil,PA,PM,189.98000000000002,2.0
2025-09-14,CP08,Longueuil,PA,PMD,179.99,1.0
2025-09-14,CP08,Longueuil,PC,PIS,2913.86,144.0
2025-09-14,CP08,Longueuil,PC,SPA,227.87,13.0
2025-09-14,CP08,Longueuil,PC,TES,81.96,4.0
2025-09-14,CP08,Longueuil,PI,ZAP,221.67000000000002,8.0
2025-09-14,CP08,Longueuil,PI,ZHT,19.99,1.0
2025-09-14,CP08,Longueuil,PI,ZME,1.99,1.0
2025-09-14,CP08,Longueuil,PI,ZSP,214.89999999999998,10.0
2025-09-14,CP202,Nepean,AP,API,324.98,2.0
2025-09-14,CP202,Nepean,AP,PP,311.49,35.0
2025-09-14,CP202,Nepean,AP,TES,42.98,2.0
2025-09-14,CP202,Nepean,AS,AS,234.94,6.0
2025-09-14,CP202,Nepean,AS,SPA,104.94999999999999,5.0
2025-09-14,CP202,Nepean,AS,TES,35.98,2.0
2025-09-14,CP202,Nepean,AZ,AZT,181.99,1.0
2025-09-14,CP202,Nepean,ME,GA,249.99,1.0
2025-09-14,CP202,Nepean,PC,PIS,1637.19,82.0
2025-09-14,CP202,Nepean,PC,SPA,516.73,30.0
2025-09-14,CP202,Nepean,PI,PP,342.54,46.0
2025-09-14,CP202,Nepean,PI,TES,0.0,1.0
2025-09-14,CP37,Gatineau,AP,API,464.53,2.0
2025-09-14,CP37,Gatineau,AP,AZF,17.98,62.0
2025-09-14,CP37,Gatineau,AP,AZT,115.99,1.0
2025-09-14,CP37,Gatineau,AP,PP,54.88,12.0
2025-09-14,CP37,Gatineau,AP,TES,29.990000000000002,1.0
2025-09-14,CP37,Gatineau,AS,AS,108.97,3.0
2025-09-14,CP37,Gatineau,AS,SPA,41.98,2.0
2025-09-14,CP37,Gatineau,AS,TES,35.98,2.0
2025-09-14,CP37,Gatineau,AS,ZTH,88.99,1.0
2025-09-14,CP37,Gatineau,AZ,AZC,279.99,1.0
2025-09-14,CP37,Gatineau,AZ,AZT,154.99,1.0
2025-09-14,CP37,Gatineau,BQ,BA,19.99,1.0
2025-09-14,CP37,Gatineau,CH,THE,1599.99,1.0
2025-09-14,CP37,Gatineau,ME,GA,279.99,1.0
2025-09-14,CP37,Gatineau,ME,M1,999.99,1.0
2025-09-14,CP37,Gatineau,ME,M4,779.94,6.0
2025-09-14,CP37,Gatineau,ME,M5,0.0,0.0
2025-09-14,CP37,Gatineau,ME,MA,0.0,1.0
2025-09-14,CP37,Gatineau,ME,MO,179.99,1.0
2025-09-14,CP37,Gatineau,PC,PIS,2908.9,110.0
2025-09-14,CP37,Gatineau,PC,SPA,689.6800000000001,32.0
2025-09-14,CP37,Gatineau,PI,AZF,5.98,2.0
2025-09-14,CP37,Gatineau,PI,PP,52.870000000000005,13.0
2025-09-14,CP44,St-Constant,AP,AP,107.53999999999999,6.0
2025-09-14,CP44,St-Constant,AP,API,234.97,3.0
2025-09-14,CP44,St-Constant,AP,PP,436.24,66.0
2025-09-14,CP44,St-Constant,AS,AS,480.35,15.0
2025-09-14,CP44,St-Constant,AZ,AZF,66.82000000000001,18.0
2025-09-14,CP44,St-Constant,AZ,AZS,49.99,1.0
2025-09-14,CP44,St-Constant,AZ,AZT,648.95,5.0
2025-09-14,CP44,St-Constant,BQ,BA,59.99,1.0
2025-09-14,CP44,St-Constant,CH,THA,34.99,1.0
2025-09-14,CP44,St-Constant,LI,LV,0.0,1.0
2025-09-14,CP44,St-Constant,LO,LE,366.89,11.0
2025-09-14,CP44,St-Constant,LO,LJ,5.99,1.0
2025-09-14,CP44,St-Constant,LO,LOV,83.44,6.0
2025-09-14,CP44,St-Constant,LO,LP,6.99,1.0
2025-09-14,CP44,St-Constant,ME,MC,139.96,4.0
2025-09-14,CP44,St-Constant,PA,PM,79.99,1.0
2025-09-14,CP44,St-Constant,PC,PIS,2985.97,123.0
2025-09-14,CP44,St-Constant,PC,SPA,249.91,9.0
2025-09-14,CP44,St-Constant,PC,TES,39.98,2.0
2025-09-14,CP44,St-Constant,PI,ZAP,99.33,3.0
2025-09-14,CP44,St-Constant,PI,ZSP,69.99,1.0
2025-09-14,CP48,Beloeil,AP,AP,1174.42,9.0
2025-09-14,CP48,Beloeil,AP,API,993.35,15.0
2025-09-14,CP48,Beloeil,AP,PP,417.55,86.0
2025-09-14,CP48,Beloeil,AS,AS,275.74,26.0
2025-09-14,CP48,Beloeil,AZ,AZC,676.45,5.0
2025-09-14,CP48,Beloeil,AZ,AZF,85.29,21.0
2025-09-14,CP48,Beloeil,AZ,AZT,566.9499999999999,5.0
2025-09-14,CP48,Beloeil,BQ,BA,49.0,1.0
2025-09-14,CP48,Beloeil,CH,THA,53.98,2.0
2025-09-14,CP48,Beloeil,LO,LE,51.98,2.0
2025-09-14,CP48,Beloeil,LO,LJ,101.91,9.0
2025-09-14,CP48,Beloeil,LO,LOV,20.97,3.0
2025-09-14,CP48,Beloeil,ME,MA,46.97,3.0
2025-09-14,CP48,Beloeil,ME,MO,29.99,1.0
2025-09-14,CP48,Beloeil,PC,PIS,2765.94,136.0
2025-09-14,CP48,Beloeil,PC,SPA,736.52,48.0
2025-09-14,CP48,Beloeil,PI,ZAP,110.98,2.0
2025-09-14,CP48,Beloeil,PI,ZSP,76.97999999999999,2.0
2025-09-14,CP48,Beloeil,TO,TRA,494.99,1.0
