store_code,division_code,forecast_week,horizon,pred_units,pred_units_lower,pred_units_upper
CP45,ME,2026-04-05,2,1.3193647107811575,1.2932582603108973,15.36562572067574
CP45,PA,2026-04-05,2,1.2964539993139568,0.9620883328185781,2.4126077430879174
CP45,PC,2026-04-05,2,45.6254755188999,41.439954931797054,66.84206288376022
CP45,SP,2026-04-05,2,1.0199574767847952,0.9988781717185853,1.126534726966947
CP45,TO,2026-04-05,2,0.9572362164338223,0.9572362164338223,1.914445896450827
CP46,BQ,2026-04-05,2,3.545714787904069,1.8375590487098077,4.036587662743924
CP46,CH,2026-04-05,2,1.6217787613326873,0.9715305080801709,2.0418940359492628
CP46,FI,2026-04-05,2,1.2515878054579952,0.9933923786723329,1.3956164789660073
CP46,GA,2026-04-05,2,1.2076124271617927,0.9969476964659316,1.5621151405344242
CP46,HT,2026-04-05,2,0.9685722032399645,0.9685722032399645,1.0486979020908824
CP46,LO,2026-04-05,2,7.736960212850826,3.9190231045033994,31.86817192235359
CP46,ME,2026-04-05,2,5.831766583164497,2.433249130466746,20.69402856815427
CP46,PA,2026-04-05,2,2.7031421725155953,1.37259835519746,18.662825682874445
CP46,PC,2026-04-05,2,50.693188252657094,40.37675208128701,69.21015752541527
CP46,SP,2026-04-05,2,1.0428289227156047,0.9992606650396704,1.2669579121783323
CP46,TO,2026-04-05,2,0.9431001862297178,0.9431001862297178,1.2877549968820672
CP47,BQ,2026-04-05,2,1.0581088513826806,0.9989622394862913,1.396265766045144
CP47,CH,2026-04-05,2,1.0900240294922579,0.9569321951511801,1.520582614041214
CP47,FI,2026-04-05,2,2.154153704715933,1.7412548555170526,2.924974178919982
CP47,GA,2026-04-05,2,1.1578510885442155,0.923888845150016,8.874982784689168
CP47,HT,2026-04-05,2,1.4429326454594384,0.859853328689982,8.175134191974465
CP47,LO,2026-04-05,2,1.619695669618483,1.1029238324546307,5.46484929073566
CP47,ME,2026-04-05,2,9.898603247904159,5.031887377706101,15.147480669643663
CP47,PA,2026-04-05,2,1.1684392482444799,0.9773340520221513,3.5510963402597326
CP47,PC,2026-04-05,2,45.505058494498265,16.26885453173524,105.04596314425054
CP47,SP,2026-04-05,2,1.0146490581407226,0.8671663778014191,1.3837804730195107
CP47,TO,2026-04-05,2,0.9064692611724472,0.9064692611724472,3.506130109048777
CP48,BQ,2026-04-05,2,1.094099783746667,0.9452958270687335,2.0025223616607235
CP48,CH,2026-04-05,2,1.173362830329575,1.0600635888664816,1.302783725121683
CP48,FI,2026-04-05,2,1.3651328552551487,1.0005908496591613,2.1094792754936296
CP48,GA,2026-04-05,2,1.150521602294463,0.9396676815207908,1.681187765217865
CP48,HT,2026-04-05,2,1.0620005992040535,0.9661001074754876,1.1141748495589052
CP48,LO,2026-04-05,2,9.681746658924222,3.676240901205782,29.87117707334434
CP48,ME,2026-04-05,2,11.640607251594757,6.077845520540716,27.210276407383226
CP48,PA,2026-04-05,2,1.921381479380177,0.9546813274888456,2.3432475236246164
CP48,PC,2026-04-05,2,39.7819119493599,33.777381721135626,65.96404768507475
CP48,SP,2026-04-05,2,0.9956068152180815,0.9956068152180815,1.1483404431021653
CP48,TO,2026-04-05,2,1.0213568612315054,0.9298391033360017,1.2770309156276878
CP02,BQ,2026-04-12,3,2.2792799246313833,1.4057082116835808,3.6960070560371534
CP02,CH,2026-04-12,3,1.7348531515722736,0.9915240606550462,1.7348531515722736
CP02,FI,2026-04-12,3,1.2331984381523668,0.9998187111112624,1.3265504889193858
CP02,GA,2026-04-12,3,1.1568145265409024,1.025196218082313,1.8179107461088264
CP02,HT,2026-04-12,3,1.0329989366851062,0.9795630883709694,1.290555188073267
CP02,LO,2026-04-12,3,3.9818590575738035,1.507551009344837,22.064988388768736
CP02,ME,2026-04-12,3,3.214672787018539,2.2222784059340475,15.19658125333894
CP02,PA,2026-04-12,3,1.2546782684023499,0.9514496815882286,1.5022767247572721
CP02,PC,2026-04-12,3,27.970446108438516,27.970446108438516,66.64952198112455
CP02,SP,2026-04-12,3,1.0737275722874384,0.8876322861568107,1.093597468255673
CP02,TO,2026-04-12,3,0.966104158973056,0.966104158973056,1.2215114890672207
CP04,BQ,2026-04-12,3,1.1841210891431362,1.0029983886637635,2.115697852825191
CP04,CH,2026-04-12,3,1.1265413598221758,1.0008559473964842,1.4581713170305506
CP04,FI,2026-04-12,3,3.6883122529348835,2.1535389249383083,4.783187293011997
CP04,GA,2026-04-12,3,1.41847283248437,1.2422331402458453,12.46777732012038
CP04,HT,2026-04-12,3,2.7443543529103236,1.0545964327225306,3.771245940562732
CP04,LO,2026-04-12,3,7.235824507192134,4.885593535354228,16.592035274427687
CP04,ME,2026-04-12,3,5.057698569102233,2.8579892287088997,14.787239431140748
CP04,PA,2026-04-12,3,1.9917601950197277,0.9253584228917316,2.9456652668604533
CP04,PC,2026-04-12,3,38.31064555136481,38.31064555136481,90.32315322563475
CP04,SP,2026-04-12,3,1.0553639234459833,0.9999117274403813,1.1890715318681981
CP04,TO,2026-04-12,3,1.1125991130521482,0.9582132157508038,1.1125991130521482
CP05,BQ,2026-04-12,3,2.9981274158467017,1.8751797950426166,3.5908696461215976
CP05,CH,2026-04-12,3,1.0404383986722319,0.9348592179088806,1.2024403251912634
CP05,FI,2026-04-12,3,1.0737629079021564,0.9938123423224802,1.4301988206404237
CP05,GA,2026-04-12,3,1.2088191043386765,0.9622685869583268,2.0565641743161303
