week_ending,store_code_x,city,division_code,units,revenue,n_transactions,store_code_y,province,avg_temp,max_temp,total_precip,sunshine_hours,rain_days,snow_days,bad_weather_days,store_code,n_holidays,has_holiday,month
2024-03-17,CP28,Pointe-aux-Trembles,PC,49.0,928.03,43,CP28,QC,1.86,11.6,13.2,55.16,2.0,3.0,5.0,CP28,0,0,3
2024-03-17,CP28,Pointe-aux-Trembles,SP,2.0,9898.0,2,CP28,QC,1.86,11.6,13.2,55.16,2.0,3.0,5.0,CP28,0,0,3
2024-03-17,CP32,St-Hyacinthe,BQ,5.0,2772.37,5,CP32,QC,1.61,10.7,13.5,51.47,2.0,3.0,5.0,CP32,0,0,3
2024-03-17,CP32,St-Hyacinthe,CH,3.0,4998.98,2,CP32,QC,1.61,10.7,13.5,51.47,2.0,3.0,5.0,CP32,0,0,3
2024-03-17,CP32,St-Hyacinthe,FI,2.0,1021.98,2,CP32,QC,1.61,10.7,13.5,51.47,2.0,3.0,5.0,CP32,0,0,3
2024-03-17,CP32,St-Hyacinthe,GA,4.0,8617.89,4,CP32,QC,1.61,10.7,13.5,51.47,2.0,3.0,5.0,CP32,0,0,3
2024-03-17,CP32,St-Hyacinthe,HT,4.0,6464.99,8,CP32,QC,1.61,10.7,13.5,51.47,2.0,3.0,5.0,CP32,0,0,3
2024-03-17,CP32,St-Hyacinthe,LO,9.0,75.91,5,CP32,QC,1.61,10.7,13.5,51.47,2.0,3.0,5.0,CP32,0,0,3
2024-03-17,CP32,St-Hyacinthe,ME,12.0,181.89,18,CP32,QC,1.61,10.7,13.5,51.47,2.0,3.0,5.0,CP32,0,0,3
2024-03-17,CP32,St-Hyacinthe,PA,2.0,1435.1,2,CP32,QC,1.61,10.7,13.5,51.47,2.0,3.0,5.0,CP32,0,0,3
2024-03-17,CP32,St-Hyacinthe,PC,68.0,1650.38,57,CP32,QC,1.61,10.7,13.5,51.47,2.0,3.0,5.0,CP32,0,0,3
2024-03-17,CP32,St-Hyacinthe,SP,2.0,23499.98,2,CP32,QC,1.61,10.7,13.5,51.47,2.0,3.0,5.0,CP32,0,0,3
2024-03-17,CP32,St-Hyacinthe,TO,4.0,3879.66,5,CP32,QC,1.61,10.7,13.5,51.47,2.0,3.0,5.0,CP32,0,0,3
2024-03-17,CP33,Sorel-Tracy,BQ,2.0,4291.39,2,CP33,QC,1.51,10.8,11.8,51.91,1.0,4.0,5.0,CP33,0,0,3
2024-03-17,CP33,Sorel-Tracy,CH,3.0,5347.99,2,CP33,QC,1.51,10.8,11.8,51.91,1.0,4.0,5.0,CP33,0,0,3
2024-03-17,CP33,Sorel-Tracy,GA,4.0,5774.96,4,CP33,QC,1.51,10.8,11.8,51.91,1.0,4.0,5.0,CP33,0,0,3
2024-03-17,CP33,Sorel-Tracy,HT,18.0,28235.4,18,CP33,QC,1.51,10.8,11.8,51.91,1.0,4.0,5.0,CP33,0,0,3
2024-03-17,CP33,Sorel-Tracy,LO,1.0,7.99,1,CP33,QC,1.51,10.8,11.8,51.91,1.0,4.0,5.0,CP33,0,0,3
2024-03-17,CP33,Sorel-Tracy,ME,3.0,2521.83,4,CP33,QC,1.51,10.8,11.8,51.91,1.0,4.0,5.0,CP33,0,0,3
2024-03-17,CP33,Sorel-Tracy,PC,57.0,951.58,34,CP33,QC,1.51,10.8,11.8,51.91,1.0,4.0,5.0,CP33,0,0,3
2024-03-17,CP35,Saint-Jean-sur-Richelieu,CH,7.0,14147.95,6,CP35,QC,1.97,10.8,18.2,52.72,1.0,4.0,5.0,CP35,0,0,3
2024-03-17,CP35,Saint-Jean-sur-Richelieu,FI,3.0,1802.97,3,CP35,QC,1.97,10.8,18.2,52.72,1.0,4.0,5.0,CP35,0,0,3
2024-03-17,CP35,Saint-Jean-sur-Richelieu,GA,9.0,11904.92,11,CP35,QC,1.97,10.8,18.2,52.72,1.0,4.0,5.0,CP35,0,0,3
2024-03-17,CP35,Saint-Jean-sur-Richelieu,HT,12.0,29335.39,14,CP35,QC,1.97,10.8,18.2,52.72,1.0,4.0,5.0,CP35,0,0,3
2024-03-17,CP35,Saint-Jean-sur-Richelieu,LO,20.0,259.15000000000003,14,CP35,QC,1.97,10.8,18.2,52.72,1.0,4.0,5.0,CP35,0,0,3
2024-03-17,CP35,Saint-Jean-sur-Richelieu,ME,25.0,8112.72,14,CP35,QC,1.97,10.8,18.2,52.72,1.0,4.0,5.0,CP35,0,0,3
2024-03-17,CP35,Saint-Jean-sur-Richelieu,PC,170.0,3518.95,97,CP35,QC,1.97,10.8,18.2,52.72,1.0,4.0,5.0,CP35,0,0,3
2024-03-17,CP35,Saint-Jean-sur-Richelieu,SP,3.0,33247.0,3,CP35,QC,1.97,10.8,18.2,52.72,1.0,4.0,5.0,CP35,0,0,3
2024-03-17,CP36,Saint-Eustache,BQ,1.0,999.99,1,CP36,QC,2.34,12.8,15.4,55.32,2.0,3.0,5.0,CP36,0,0,3
2024-03-17,CP36,Saint-Eustache,FI,9.0,919.23,7,CP36,QC,2.34,12.8,15.4,55.32,2.0,3.0,5.0,CP36,0,0,3
2024-03-17,CP36,Saint-Eustache,GA,9.0,11129.89,9,CP36,QC,2.34,12.8,15.4,55.32,2.0,3.0,5.0,CP36,0,0,3
2024-03-17,CP36,Saint-Eustache,HT,1.0,1776.75,1,CP36,QC,2.34,12.8,15.4,55.32,2.0,3.0,5.0,CP36,0,0,3
2024-03-17,CP36,Saint-Eustache,LO,24.0,220.14,17,CP36,QC,2.34,12.8,15.4,55.32,2.0,3.0,5.0,CP36,0,0,3
2024-03-17,CP36,Saint-Eustache,ME,46.0,10833.56,22,CP36,QC,2.34,12.8,15.4,55.32,2.0,3.0,5.0,CP36,0,0,3
2024-03-17,CP36,Saint-Eustache,PA,2.0,212.27999999999997,2,CP36,QC,2.34,12.8,15.4,55.32,2.0,3.0,5.0,CP36,0,0,3
2024-03-17,CP36,Saint-Eustache,PC,101.0,2839.94,70,CP36,QC,2.34,12.8,15.4,55.32,2.0,3.0,5.0,CP36,0,0,3
2024-03-17,CP36,Saint-Eustache,TO,9.0,7093.31,9,CP36,QC,2.34,12.8,15.4,55.32,2.0,3.0,5.0,CP36,0,0,3
2024-03-17,CP37,Gatineau,CH,4.0,9497.99,4,CP37,QC,2.63,13.4,19.1,62.82,2.0,4.0,6.0,CP37,0,0,3
2024-03-17,CP37,Gatineau,FI,2.0,879.98,2,CP37,QC,2.63,13.4,19.1,62.82,2.0,4.0,6.0,CP37,0,0,3
2024-03-17,CP37,Gatineau,GA,16.0,27389.84,16,CP37,QC,2.63,13.4,19.1,62.82,2.0,4.0,6.0,CP37,0,0,3
2024-03-17,CP37,Gatineau,HT,6.0,25495.0,6,CP37,QC,2.63,13.4,19.1,62.82,2.0,4.0,6.0,CP37,0,0,3
2024-03-17,CP37,Gatineau,LO,9.0,50.03,6,CP37,QC,2.63,13.4,19.1,62.82,2.0,4.0,6.0,CP37,0,0,3
2024-03-17,CP37,Gatineau,ME,78.0,24558.59,39,CP37,QC,2.63,13.4,19.1,62.82,2.0,4.0,6.0,CP37,0,0,3
2024-03-17,CP37,Gatineau,PA,4.0,992.2,4,CP37,QC,2.63,13.4,19.1,62.82,2.0,4.0,6.0,CP37,0,0,3
2024-03-17,CP37,Gatineau,PC,351.0,7588.65,136,CP37,QC,2.63,13.4,19.1,62.82,2.0,4.0,6.0,CP37,0,0,3
2024-03-17,CP37,Gatineau,SP,3.0,39497.0,3,CP37,QC,2.63,13.4,19.1,62.82,2.0,4.0,6.0,CP37,0,0,3
2024-03-17,CP37,Gatineau,TO,10.0,1769.98,9,CP37,QC,2.63,13.4,19.1,62.82,2.0,4.0,6.0,CP37,0,0,3
2024-03-17,CP39,Joliette,CH,2.0,5098.99,2,CP39,QC,1.0,10.9,12.1,55.05,1.0,3.0,4.0,CP39,0,0,3
2024-03-17,CP39,Joliette,GA,6.0,10749.94,6,CP39,QC,1.0,10.9,12.1,55.05,1.0,3.0,4.0,CP39,0,0,3
2024-03-17,CP39,Joliette,HT,7.0,14070.91,8,CP39,QC,1.0,10.9,12.1,55.05,1.0,3.0,4.0,CP39,0,0,3
2024-03-17,CP39,Joliette,LO,13.0,34.39,6,CP39,QC,1.0,10.9,12.1,55.05,1.0,3.0,4.0,CP39,0,0,3
2024-03-17,CP39,Joliette,ME,9.0,3211.08,7,CP39,QC,1.0,10.9,12.1,55.05,1.0,3.0,4.0,CP39,0,0,3
2024-03-17,CP39,Joliette,PA,1.0,69.57,1,CP39,QC,1.0,10.9,12.1,55.05,1.0,3.0,4.0,CP39,0,0,3
2024-03-17,CP39,Joliette,PC,52.0,1005.72,37,CP39,QC,1.0,10.9,12.1,55.05,1.0,3.0,4.0,CP39,0,0,3
2024-03-17,CP39,Joliette,SP,2.0,23498.0,2,CP39,QC,1.0,10.9,12.1,55.05,1.0,3.0,4.0,CP39,0,0,3
2024-03-17,CP44,St-Constant,FI,1.0,32.99,1,CP44,QC,2.14,11.1,16.3,54.29,3.0,2.0,5.0,CP44,0,0,3
2024-03-17,CP44,St-Constant,GA,3.0,2899.9700000000003,3,CP44,QC,2.14,11.1,16.3,54.29,3.0,2.0,5.0,CP44,0,0,3
2024-03-17,CP44,St-Constant,HT,4.0,2089.96,4,CP44,QC,2.14,11.1,16.3,54.29,3.0,2.0,5.0,CP44,0,0,3
2024-03-17,CP44,St-Constant,LO,15.0,126.08,10,CP44,QC,2.14,11.1,16.3,54.29,3.0,2.0,5.0,CP44,0,0,3
2024-03-17,CP44,St-Constant,ME,27.0,6727.35,6,CP44,QC,2.14,11.1,16.3,54.29,3.0,2.0,5.0,CP44,0,0,3
2024-03-17,CP44,St-Constant,PC,70.0,1947.39,44,CP44,QC,2.14,11.1,16.3,54.29,3.0,2.0,5.0,CP44,0,0,3
2024-03-17,CP44,St-Constant,SP,4.0,46846.99,4,CP44,QC,2.14,11.1,16.3,54.29,3.0,2.0,5.0,CP44,0,0,3
2024-03-17,CP45,Cowansville,BQ,6.0,147.96,6,CP45,QC,1.57,10.2,22.5,42.7,3.0,2.0,5.0,CP45,0,0,3
2024-03-17,CP45,Cowansville,FI,1.0,34.99,1,CP45,QC,1.57,10.2,22.5,42.7,3.0,2.0,5.0,CP45,0,0,3
2024-03-17,CP45,Cowansville,GA,2.0,2249.98,2,CP45,QC,1.57,10.2,22.5,42.7,3.0,2.0,5.0,CP45,0,0,3
2024-03-17,CP45,Cowansville,LO,6.0,73.94,6,CP45,QC,1.57,10.2,22.5,42.7,3.0,2.0,5.0,CP45,0,0,3
2024-03-17,CP45,Cowansville,ME,18.0,3034.77,12,CP45,QC,1.57,10.2,22.5,42.7,3.0,2.0,5.0,CP45,0,0,3
2024-03-17,CP45,Cowansville,PC,191.0,3453.0699999999997,75,CP45,QC,1.57,10.2,22.5,42.7,3.0,2.0,5.0,CP45,0,0,3
2024-03-17,CP46,Sainte-Agathe-des-Monts,BQ,1.0,41.0,1,CP46,QC,-0.93,7.7,22.8,49.29,0.0,5.0,5.0,CP46,0,0,3
2024-03-17,CP46,Sainte-Agathe-des-Monts,GA,4.0,4875.96,4,CP46,QC,-0.93,7.7,22.8,49.29,0.0,5.0,5.0,CP46,0,0,3
2024-03-17,CP46,Sainte-Agathe-des-Monts,LO,2.0,4.28,2,CP46,QC,-0.93,7.7,22.8,49.29,0.0,5.0,5.0,CP46,0,0,3
2024-03-17,CP46,Sainte-Agathe-des-Monts,ME,15.0,4093.61,4,CP46,QC,-0.93,7.7,22.8,49.29,0.0,5.0,5.0,CP46,0,0,3
2024-03-17,CP46,Sainte-Agathe-des-Monts,PC,83.0,2008.18,53,CP46,QC,-0.93,7.7,22.8,49.29,0.0,5.0,5.0,CP46,0,0,3
2024-03-17,CP46,Sainte-Agathe-des-Monts,TO,0.0,-173.95,1,CP46,QC,-0.93,7.7,22.8,49.29,0.0,5.0,5.0,CP46,0,0,3
2024-03-17,CP48,Beloeil,BQ,1.0,1049.99,1,CP48,QC,1.67,10.9,13.3,52.83,3.0,1.0,4.0,CP48,0,0,3
2024-03-17,CP48,Beloeil,FI,2.0,69.98,2,CP48,QC,1.67,10.9,13.3,52.83,3.0,1.0,4.0,CP48,0,0,3
2024-03-17,CP48,Beloeil,GA,2.0,1030.45,2,CP48,QC,1.67,10.9,13.3,52.83,3.0,1.0,4.0,CP48,0,0,3
2024-03-17,CP48,Beloeil,HT,4.0,4239.969999999999,4,CP48,QC,1.67,10.9,13.3,52.83,3.0,1.0,4.0,CP48,0,0,3
2024-03-17,CP48,Beloeil,LO,8.0,79.32,8,CP48,QC,1.67,10.9,13.3,52.83,3.0,1.0,4.0,CP48,0,0,3
2024-03-17,CP48,Beloeil,ME,86.0,6307.55,23,CP48,QC,1.67,10.9,13.3,52.83,3.0,1.0,4.0,CP48,0,0,3
2024-03-17,CP48,Beloeil,PC,64.0,1360.36,46,CP48,QC,1.67,10.9,13.3,52.83,3.0,1.0,4.0,CP48,0,0,3
2024-03-17,CP77,Liquidation,BQ,2.0,2.0,2,,,,,,,,,,CP77,0,0,3
2024-03-17,CP77,Liquidation,GA,6.0,5352.17,6,,,,,,,,,,CP77,0,0,3
2024-03-17,CP77,Liquidation,LO,9.0,56.970000000000006,5,,,,,,,,,,CP77,0,0,3
2024-03-17,CP77,Liquidation,ME,146.0,27763.37,60,,,,,,,,,,CP77,0,0,3
2024-03-17,CP77,Liquidation,PA,7.0,722.81,6,,,,,,,,,,CP77,0,0,3
2024-03-17,CP77,Liquidation,PC,27.0,581.53,23,,,,,,,,,,CP77,0,0,3
2024-03-24,CP02,Blainville,BQ,1.0,2399.99,1,CP02,QC,-3.16,5.1,10.4,53.59,0.0,4.0,4.0,CP02,0,0,3
2024-03-24,CP02,Blainville,CH,5.0,8195.11,3,CP02,QC,-3.16,5.1,10.4,53.59,0.0,4.0,4.0,CP02,0,0,3
2024-03-24,CP02,Blainville,FI,3.0,1118.61,2,CP02,QC,-3.16,5.1,10.4,53.59,0.0,4.0,4.0,CP02,0,0,3
2024-03-24,CP02,Blainville,GA,14.0,18109.86,13,CP02,QC,-3.16,5.1,10.4,53.59,0.0,4.0,4.0,CP02,0,0,3
2024-03-24,CP02,Blainville,HT,7.0,21601.56,7,CP02,QC,-3.16,5.1,10.4,53.59,0.0,4.0,4.0,CP02,0,0,3
2024-03-24,CP02,Blainville,LO,19.0,336.28999999999996,15,CP02,QC,-3.16,5.1,10.4,53.59,0.0,4.0,4.0,CP02,0,0,3
2024-03-24,CP02,Blainville,ME,157.0,37062.3,56,CP02,QC,-3.16,5.1,10.4,53.59,0.0,4.0,4.0,CP02,0,0,3
2024-03-24,CP02,Blainville,PA,9.0,2143.07,5,CP02,QC,-3.16,5.1,10.4,53.59,0.0,4.0,4.0,CP02,0,0,3
2024-03-24,CP02,Blainville,PC,109.0,2287.72,80,CP02,QC,-3.16,5.1,10.4,53.59,0.0,4.0,4.0,CP02,0,0,3
2024-03-24,CP02,Blainville,TO,13.0,9966.46,12,CP02,QC,-3.16,5.1,10.4,53.59,0.0,4.0,4.0,CP02,0,0,3
2024-03-24,CP04,Drummondville,BQ,1.0,749.99,1,CP04,QC,-3.66,4.9,20.2,43.72,0.0,5.0,5.0,CP04,0,0,3
2024-03-24,CP04,Drummondville,CH,3.0,6799.969999999999,3,CP04,QC,-3.66,4.9,20.2,43.72,0.0,5.0,5.0,CP04,0,0,3
2024-03-24,CP04,Drummondville,FI,5.0,1248.25,4,CP04,QC,-3.66,4.9,20.2,43.72,0.0,5.0,5.0,CP04,0,0,3
2024-03-24,CP04,Drummondville,GA,6.0,9299.94,6,CP04,QC,-3.66,4.9,20.2,43.72,0.0,5.0,5.0,CP04,0,0,3
2024-03-24,CP04,Drummondville,HT,10.0,13277.94,10,CP04,QC,-3.66,4.9,20.2,43.72,0.0,5.0,5.0,CP04,0,0,3
2024-03-24,CP04,Drummondville,LO,24.0,119.36,17,CP04,QC,-3.66,4.9,20.2,43.72,0.0,5.0,5.0,CP04,0,0,3
2024-03-24,CP04,Drummondville,ME,21.0,7063.110000000001,9,CP04,QC,-3.66,4.9,20.2,43.72,0.0,5.0,5.0,CP04,0,0,3
2024-03-24,CP04,Drummondville,PA,2.0,31.98,1,CP04,QC,-3.66,4.9,20.2,43.72,0.0,5.0,5.0,CP04,0,0,3
2024-03-24,CP04,Drummondville,PC,100.0,1972.19,77,CP04,QC,-3.66,4.9,20.2,43.72,0.0,5.0,5.0,CP04,0,0,3
2024-03-24,CP04,Drummondville,SP,1.0,15000.0,1,CP04,QC,-3.66,4.9,20.2,43.72,0.0,5.0,5.0,CP04,0,0,3
2024-03-24,CP06,Granby,BQ,8.0,389.98,7,CP06,QC,-4.01,4.2,23.3,44.61,0.0,5.0,5.0,CP06,0,0,3
2024-03-24,CP06,Granby,CH,4.0,10947.98,4,CP06,QC,-4.01,4.2,23.3,44.61,0.0,5.0,5.0,CP06,0,0,3
2024-03-24,CP06,Granby,FI,3.0,22.01,3,CP06,QC,-4.01,4.2,23.3,44.61,0.0,5.0,5.0,CP06,0,0,3
2024-03-24,CP06,Granby,GA,24.0,15867.89,20,CP06,QC,-4.01,4.2,23.3,44.61,0.0,5.0,5.0,CP06,0,0,3
2024-03-24,CP06,Granby,HT,3.0,8459.18,6,CP06,QC,-4.01,4.2,23.3,44.61,0.0,5.0,5.0,CP06,0,0,3
2024-03-24,CP06,Granby,LO,14.0,269.15999999999997,13,CP06,QC,-4.01,4.2,23.3,44.61,0.0,5.0,5.0,CP06,0,0,3
2024-03-24,CP06,Granby,ME,58.0,12520.32,41,CP06,QC,-4.01,4.2,23.3,44.61,0.0,5.0,5.0,CP06,0,0,3
2024-03-24,CP06,Granby,PA,3.0,1606.7900000000002,3,CP06,QC,-4.01,4.2,23.3,44.61,0.0,5.0,5.0,CP06,0,0,3
2024-03-24,CP06,Granby,PC,565.0,20609.44,112,CP06,QC,-4.01,4.2,23.3,44.61,0.0,5.0,5.0,CP06,0,0,3
2024-03-24,CP06,Granby,SP,2.0,17716.989999999998,2,CP06,QC,-4.01,4.2,23.3,44.61,0.0,5.0,5.0,CP06,0,0,3
2024-03-24,CP06,Granby,TO,8.0,12133.67,8,CP06,QC,-4.01,4.2,23.3,44.61,0.0,5.0,5.0,CP06,0,0,3
2024-03-24,CP07,Laval,BQ,9.0,1878.72,8,CP07,QC,-3.07,5.1,9.3,52.89,0.0,4.0,4.0,CP07,0,0,3
2024-03-24,CP07,Laval,CH,14.0,27492.27,10,CP07,QC,-3.07,5.1,9.3,52.89,0.0,4.0,4.0,CP07,0,0,3
2024-03-24,CP07,Laval,FI,5.0,4216.85,4,CP07,QC,-3.07,5.1,9.3,52.89,0.0,4.0,4.0,CP07,0,0,3
2024-03-24,CP07,Laval,GA,29.0,58855.83,26,CP07,QC,-3.07,5.1,9.3,52.89,0.0,4.0,4.0,CP07,0,0,3
2024-03-24,CP07,Laval,HT,14.0,38305.37,14,CP07,QC,-3.07,5.1,9.3,52.89,0.0,4.0,4.0,CP07,0,0,3
2024-03-24,CP07,Laval,LO,28.0,304.52,19,CP07,QC,-3.07,5.1,9.3,52.89,0.0,4.0,4.0,CP07,0,0,3
2024-03-24,CP07,Laval,ME,215.0,52653.82,93,CP07,QC,-3.07,5.1,9.3,52.89,0.0,4.0,4.0,CP07,0,0,3
2024-03-24,CP07,Laval,PA,7.0,2165.15,7,CP07,QC,-3.07,5.1,9.3,52.89,0.0,4.0,4.0,CP07,0,0,3
2024-03-24,CP07,Laval,PC,141.0,3992.59,102,CP07,QC,-3.07,5.1,9.3,52.89,0.0,4.0,4.0,CP07,0,0,3
2024-03-24,CP07,Laval,SP,4.0,47704.38,4,CP07,QC,-3.07,5.1,9.3,52.89,0.0,4.0,4.0,CP07,0,0,3
2024-03-24,CP07,Laval,TO,17.0,14425.44,16,CP07,QC,-3.07,5.1,9.3,52.89,0.0,4.0,4.0,CP07,0,0,3
2024-03-24,CP08,Longueuil,BQ,2.0,1449.98,2,CP08,QC,-2.91,4.7,10.4,52.66,0.0,4.0,4.0,CP08,0,0,3
2024-03-24,CP08,Longueuil,CH,2.0,1699.99,2,CP08,QC,-2.91,4.7,10.4,52.66,0.0,4.0,4.0,CP08,0,0,3
2024-03-24,CP08,Longueuil,FI,3.0,1649.97,3,CP08,QC,-2.91,4.7,10.4,52.66,0.0,4.0,4.0,CP08,0,0,3
2024-03-24,CP08,Longueuil,GA,8.0,14989.93,8,CP08,QC,-2.91,4.7,10.4,52.66,0.0,4.0,4.0,CP08,0,0,3
2024-03-24,CP08,Longueuil,HT,8.0,11605.96,8,CP08,QC,-2.91,4.7,10.4,52.66,0.0,4.0,4.0,CP08,0,0,3
2024-03-24,CP08,Longueuil,LO,17.0,381.85,11,CP08,QC,-2.91,4.7,10.4,52.66,0.0,4.0,4.0,CP08,0,0,3
2024-03-24,CP08,Longueuil,ME,39.0,11884.61,22,CP08,QC,-2.91,4.7,10.4,52.66,0.0,4.0,4.0,CP08,0,0,3
2024-03-24,CP08,Longueuil,PC,142.0,1965.85,45,CP08,QC,-2.91,4.7,10.4,52.66,0.0,4.0,4.0,CP08,0,0,3
2024-03-24,CP10,Saint-Jérôme,BQ,7.0,5231.62,8,CP10,QC,-3.61,4.9,7.5,53.07,0.0,4.0,4.0,CP10,0,0,3
2024-03-24,CP10,Saint-Jérôme,CH,7.0,10835.05,6,CP10,QC,-3.61,4.9,7.5,53.07,0.0,4.0,4.0,CP10,0,0,3
2024-03-24,CP10,Saint-Jérôme,GA,10.0,25549.91,10,CP10,QC,-3.61,4.9,7.5,53.07,0.0,4.0,4.0,CP10,0,0,3
2024-03-24,CP10,Saint-Jérôme,HT,12.0,45619.62,11,CP10,QC,-3.61,4.9,7.5,53.07,0.0,4.0,4.0,CP10,0,0,3
2024-03-24,CP10,Saint-Jérôme,LO,17.0,187.83,15,CP10,QC,-3.61,4.9,7.5,53.07,0.0,4.0,4.0,CP10,0,0,3
2024-03-24,CP10,Saint-Jérôme,ME,91.0,21236.96,51,CP10,QC,-3.61,4.9,7.5,53.07,0.0,4.0,4.0,CP10,0,0,3
2024-03-24,CP10,Saint-Jérôme,PA,4.0,703.45,4,CP10,QC,-3.61,4.9,7.5,53.07,0.0,4.0,4.0,CP10,0,0,3
2024-03-24,CP10,Saint-Jérôme,PC,119.0,2905.33,86,CP10,QC,-3.61,4.9,7.5,53.07,0.0,4.0,4.0,CP10,0,0,3
2024-03-24,CP10,Saint-Jérôme,SP,31.0,25076.72,18,CP10,QC,-3.61,4.9,7.5,53.07,0.0,4.0,4.0,CP10,0,0,3
2024-03-24,CP10,Saint-Jérôme,TO,14.0,1367.92,12,CP10,QC,-3.61,4.9,7.5,53.07,0.0,4.0,4.0,CP10,0,0,3
2024-03-24,CP13,Victoriaville,CH,5.0,9147.98,5,CP13,QC,-4.26,5.0,22.7,40.13,0.0,4.0,4.0,CP13,0,0,3
2024-03-24,CP13,Victoriaville,GA,4.0,4091.98,4,CP13,QC,-4.26,5.0,22.7,40.13,0.0,4.0,4.0,CP13,0,0,3
2024-03-24,CP13,Victoriaville,HT,7.0,14173.97,7,CP13,QC,-4.26,5.0,22.7,40.13,0.0,4.0,4.0,CP13,0,0,3
2024-03-24,CP13,Victoriaville,LO,12.0,75.92,7,CP13,QC,-4.26,5.0,22.7,40.13,0.0,4.0,4.0,CP13,0,0,3
2024-03-24,CP13,Victoriaville,ME,12.0,2535.8199999999997,7,CP13,QC,-4.26,5.0,22.7,40.13,0.0,4.0,4.0,CP13,0,0,3
2024-03-24,CP13,Victoriaville,PC,57.0,1721.69,47,CP13,QC,-4.26,5.0,22.7,40.13,0.0,4.0,4.0,CP13,0,0,3
2024-03-24,CP13,Victoriaville,SP,3.0,32997.99,2,CP13,QC,-4.26,5.0,22.7,40.13,0.0,4.0,4.0,CP13,0,0,3
2024-03-24,CP15,Repentigny,BQ,2.0,64.99,2,CP15,QC,-2.99,5.1,9.3,56.17,0.0,4.0,4.0,CP15,0,0,3
2024-03-24,CP15,Repentigny,CH,3.0,8769.97,3,CP15,QC,-2.99,5.1,9.3,56.17,0.0,4.0,4.0,CP15,0,0,3
2024-03-24,CP15,Repentigny,FI,6.0,988.81,4,CP15,QC,-2.99,5.1,9.3,56.17,0.0,4.0,4.0,CP15,0,0,3
2024-03-24,CP15,Repentigny,GA,8.0,13869.92,8,CP15,QC,-2.99,5.1,9.3,56.17,0.0,4.0,4.0,CP15,0,0,3
2024-03-24,CP15,Repentigny,HT,10.0,11641.44,10,CP15,QC,-2.99,5.1,9.3,56.17,0.0,4.0,4.0,CP15,0,0,3
2024-03-24,CP15,Repentigny,LO,20.0,77.37,9,CP15,QC,-2.99,5.1,9.3,56.17,0.0,4.0,4.0,CP15,0,0,3
2024-03-24,CP15,Repentigny,ME,64.0,12654.6,29,CP15,QC,-2.99,5.1,9.3,56.17,0.0,4.0,4.0,CP15,0,0,3
2024-03-24,CP15,Repentigny,PC,60.0,1305.41,50,CP15,QC,-2.99,5.1,9.3,56.17,0.0,4.0,4.0,CP15,0,0,3
2024-03-24,CP15,Repentigny,SP,3.0,29362.4,3,CP15,QC,-2.99,5.1,9.3,56.17,0.0,4.0,4.0,CP15,0,0,3
2024-03-24,CP16,Chicoutimi,BQ,12.0,11527.899999999998,13,CP16,QC,-8.43,3.1,13.0,50.98,0.0,5.0,5.0,CP16,0,0,3
2024-03-24,CP16,Chicoutimi,CH,11.0,21297.91,10,CP16,QC,-8.43,3.1,13.0,50.98,0.0,5.0,5.0,CP16,0,0,3
2024-03-24,CP16,Chicoutimi,FI,6.0,136.75,5,CP16,QC,-8.43,3.1,13.0,50.98,0.0,5.0,5.0,CP16,0,0,3
2024-03-24,CP16,Chicoutimi,GA,17.0,73077.9,22,CP16,QC,-8.43,3.1,13.0,50.98,0.0,5.0,5.0,CP16,0,0,3
2024-03-24,CP16,Chicoutimi,HT,24.0,38655.869999999995,23,CP16,QC,-8.43,3.1,13.0,50.98,0.0,5.0,5.0,CP16,0,0,3
2024-03-24,CP16,Chicoutimi,LO,43.0,510.6,27,CP16,QC,-8.43,3.1,13.0,50.98,0.0,5.0,5.0,CP16,0,0,3
2024-03-24,CP16,Chicoutimi,ME,55.0,23896.89,38,CP16,QC,-8.43,3.1,13.0,50.98,0.0,5.0,5.0,CP16,0,0,3
2024-03-24,CP16,Chicoutimi,PC,155.0,3716.77,96,CP16,QC,-8.43,3.1,13.0,50.98,0.0,5.0,5.0,CP16,0,0,3
2024-03-24,CP16,Chicoutimi,SP,4.0,24496.99,4,CP16,QC,-8.43,3.1,13.0,50.98,0.0,5.0,5.0,CP16,0,0,3
2024-03-24,CP17,Trois-Rivières,BQ,2.0,161.98,2,CP17,QC,-4.3,4.0,8.1,53.46,0.0,4.0,4.0,CP17,0,0,3
2024-03-24,CP17,Trois-Rivières,CH,8.0,6429.95,7,CP17,QC,-4.3,4.0,8.1,53.46,0.0,4.0,4.0,CP17,0,0,3
2024-03-24,CP17,Trois-Rivières,FI,3.0,1047.97,3,CP17,QC,-4.3,4.0,8.1,53.46,0.0,4.0,4.0,CP17,0,0,3
2024-03-24,CP17,Trois-Rivières,GA,12.0,11006.89,12,CP17,QC,-4.3,4.0,8.1,53.46,0.0,4.0,4.0,CP17,0,0,3
2024-03-24,CP17,Trois-Rivières,HT,22.0,30009.43,23,CP17,QC,-4.3,4.0,8.1,53.46,0.0,4.0,4.0,CP17,0,0,3
2024-03-24,CP17,Trois-Rivières,LO,4.0,103.96,3,CP17,QC,-4.3,4.0,8.1,53.46,0.0,4.0,4.0,CP17,0,0,3
2024-03-24,CP17,Trois-Rivières,ME,41.0,12887.6,28,CP17,QC,-4.3,4.0,8.1,53.46,0.0,4.0,4.0,CP17,0,0,3
