model,train_rows,test_rows,n_features,n_groups,n_stores,n_divisions,test_revenue_wmape,test_revenue_r2,cv_wmape_mean,cv_wmape_std,revenue_pi_coverage_90,total_forecast_revenue_4w
Global LightGBM (direct revenue),19020,3585,90,284,26,11,0.3410930427714801,0.7918960415702601,0.2858051357444888,0.10169500048943851,0.8348675034867503,2247460.022287496
