store_code,division_code,n_weeks,avg_units,avg_revenue,std_units,total_units,total_revenue,pct_zero,max_units,cv,asp,demand_class,adi,cv2,tier
CP05,BQ,60,13.55,4820.734166666666,14.997655183959559,813.0,289244.05,0.0,60.0,1.106838020956425,355.77373923739236,Erratic,1.0,1.2250904046347355,Tier 2
CP05,CH,42,11.0,13829.263809523809,11.292129786800679,462.0,580829.08,7.142857142857142,34.0,1.0265572533455163,1257.2058008658007,Erratic,1.0769230769230769,1.0538197943962906,Tier 2
CP05,FI,72,6.055555555555555,3254.231388888889,7.479340350684488,436.0,234304.66,1.3888888888888888,61.0,1.235120424883677,537.396009174312,Erratic,1.0140845070422535,1.5255224639648346,Tier 2
CP05,GA,58,12.637931034482758,16782.178620689654,13.231671568112187,733.0,973366.36,1.7241379310344827,56.0,1.046980833493188,1327.9213642564803,Erratic,1.0175438596491229,1.0961688657020907,Tier 2
CP05,HT,31,9.419354838709678,75091.48096774194,8.815797160205792,292.0,2327835.91,22.58064516129032,27.0,0.9359236711177381,7972.040787671233,Erratic,1.2916666666666667,0.875953118158504,Tier 2
CP05,LO,77,62.675324675324674,1154.993896103896,87.18966645049437,4826.0,88934.53,0.0,374.0,1.391132266201423,18.428207625362617,Erratic,1.0,1.9352489820667067,Tier 1
CP05,ME,76,104.8157894736842,33061.25171052632,144.3592472988889,7966.0,2512655.13,0.0,505.0,1.3772662308204315,315.4224366055737,Erratic,1.0,1.8968622705583182,Tier 1
CP05,PA,45,15.177777777777777,4892.645333333334,16.00751086335424,683.0,220169.04,6.666666666666667,57.0,1.0546676264289032,322.35584187408494,Erratic,1.0714285714285714,1.1123238022371766,Tier 2
CP05,PC,77,1069.6623376623377,22169.0487012987,1515.8807289770314,82364.0,1707016.75,0.0,7450.0,1.4171581774954034,20.725277427031227,Erratic,1.0,2.0083373000420934,Tier 1
CP05,SP,60,6.866666666666666,69284.03133333333,6.850625770418909,412.0,4157041.88,5.0,35.0,0.9976639471483849,10089.907475728154,Erratic,1.0526315789473684,0.9953333514396954,Tier 2
CP05,TO,50,15.5,6773.77,19.192100841072026,775.0,338688.5,8.0,93.0,1.2382000542627114,437.0174193548387,Erratic,1.0869565217391304,1.5331393743761814,Tier 2
CP06,BQ,105,19.047619047619047,5584.993619047618,20.888615298392782,2000.0,586424.33,0.9523809523809524,101.0,1.096652303165621,293.21216499999997,Erratic,1.0096153846153846,1.2026462740384611,Tier 2
CP06,CH,93,6.032258064516129,13690.1788172043,4.753606440750894,561.0,1273186.63,2.1505376344086025,20.0,0.7880310142421268,2269.494884135472,Erratic,1.021978021978022,0.6209928794074752,Tier 2
CP06,FI,116,9.051724137931034,3610.267931034483,18.079940759611592,1050.0,418791.08,1.7241379310344827,154.0,1.9974029791570904,398.84864761904765,Erratic,1.0175438596491229,3.98961866114562,Tier 2
CP06,GA,103,30.25242718446602,25728.94776699029,50.25068889325894,3116.0,2650081.62,0.9708737864077669,316.0,1.6610465198991242,850.4754878048781,Erratic,1.0098039215686274,2.7590755412689916,Tier 1
CP06,HT,93,5.967741935483871,11120.987096774194,4.792320879379812,555.0,1034251.7999999999,1.0752688172043012,22.0,0.8030375527609415,1863.5167567567566,Erratic,1.0108695652173914,0.6448693111442818,Tier 2
