week_ending,store_code_x,city,division_code,units,revenue,n_transactions,revenue_clean,is_return,is_active_product,weeks_with_sales,store_code_y,province,avg_temp,max_temp,total_precip,sunshine_hours,rain_days,snow_days,bad_weather_days,store_code,n_holidays,has_holiday,month,week_of_yr,year,sin_week_1,cos_week_1,sin_week_2,cos_week_2,sin_month_1,cos_month_1,year_idx,quarter,is_summer_peak,is_spring_opening,is_fall_closing,is_winter_off,avg_temp_dev,avg_temp_dev_z,total_precip_dev,total_precip_dev_z,sunshine_hours_dev,sunshine_hours_dev_z,rain_days_dev,rain_days_dev_z,snow_days_dev,snow_days_dev_z,bad_weather_days_dev,bad_weather_days_dev_z,temp_above_20,temp_above_25,temp_below_0,cooling_degree_days,heating_degree_days,avg_temp_lag_1w,avg_temp_lag_2w,temp_shock,temp_warming,precip_x_summer,bad_wx_x_summer,sunshine_x_summer,temp_above_25_x_sum,precip_x_spring,temp_warming_x_spr,units_lag_1w,units_lag_2w,units_lag_4w,units_lag_52w,units_roll4_mean,units_roll4_std,units_roll8_mean,units_roll8_std,units_roll12_mean,units_roll12_std,units_volatility,revenue_lag_1w,revenue_lag_4w,revenue_roll4_mean,avg_price_per_unit,price_lag_1w
2025-02-02,CP06,Granby,TO,6.0,609.99,6,609.99,0,1,99,CP06,QC,-11.8,0.3,13.8,36.86,0.0,6.0,6.0,CP06,0,0,2,5,2025,0.5680647467311558,0.8229838658936564,0.9350162426854148,0.35460488704253557,0.8660254037844386,0.5000000000000001,2,1,0,0,0,1,-3.4544660194174757,-1.1910123496446179,2.2786407766990298,0.14489526850919632,-7.445533980582525,-0.6121465480682866,-0.21359223300970873,-0.1587224265496156,1.8932038834951452,1.5999499043452678,1.6796116504854366,1.1502792726112672,0,0,1,0.0,29.8,-13.01,-5.87,1.209999999999999,1.209999999999999,0.0,0.0,0.0,0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,0.8164965809277203,2.5,1.4142135623730925,2.9166666666666665,1.8319554050414644,0.40824829046386013,899.99,729.99,419.9950000000009,101.665,449.995
2025-02-09,CP06,Granby,TO,10.0,14391.11,10,14391.11,0,1,99,CP06,QC,-9.09,0.7,24.3,37.88,0.0,5.0,5.0,CP06,0,0,2,6,2025,0.6631226582407952,0.7485107481711011,0.992708874098054,0.120536680255323,0.8660254037844386,0.5000000000000001,2,1,0,0,0,1,-0.7444660194174748,-0.2566730192258486,12.77864077669903,0.8125741474725358,-6.425533980582522,-0.5282856079855441,-0.21359223300970873,-0.1587224265496156,0.8932038834951452,0.7548481599987928,0.6796116504854366,0.46543091955369176,0,0,1,0.0,27.09,-11.8,-13.01,2.710000000000001,2.710000000000001,0.0,0.0,0.0,0,0.0,0.0,6.0,2.0,2.0,3.0,2.75,2.217355782608343,2.625,1.6850180160122048,3.3333333333333335,1.9227505550564084,0.8063111936757611,609.99,50.0,389.9950000000009,1439.111,101.665
2025-02-16,CP06,Granby,TO,5.0,3300.96,5,3300.96,0,1,99,CP06,QC,-10.16,2.8,41.7,42.74,0.0,5.0,5.0,CP06,0,0,2,7,2025,0.748510748171101,0.6631226582407953,0.992708874098054,-0.1205366802553229,0.8660254037844386,0.5000000000000001,2,1,0,0,0,1,-1.814466019417475,-0.6255819061439605,30.178640776699034,1.9190134326117843,-1.5655339805825221,-0.12871289347365472,-0.21359223300970873,-0.1587224265496156,0.8932038834951452,0.7548481599987928,0.6796116504854366,0.46543091955369176,0,0,1,0.0,28.16,-9.09,-11.8,1.0700000000000003,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,6.0,1.0,1.0,4.75,4.112987559751021,3.375,3.113908889391044,3.5833333333333335,2.5390883594254308,0.8658921178423202,14391.11,0.0,3975.272500000001,660.192,1439.111
2025-02-23,CP06,Granby,TO,5.0,4522.78,6,4522.78,0,1,99,CP06,QC,-11.89,-1.6,6.3,51.5,0.0,5.0,5.0,CP06,0,0,2,8,2025,0.8229838658936564,0.5680647467311559,0.9350162426854148,-0.35460488704253545,0.8660254037844386,0.5000000000000001,2,1,0,0,0,1,-3.5444660194174755,-1.2220420691050198,-5.221359223300971,-0.33201821646461765,7.194466019417476,0.5915045919428372,-0.21359223300970873,-0.1587224265496156,0.8932038834951452,0.7548481599987928,0.6796116504854366,0.46543091955369176,0,0,1,0.0,29.89,-10.16,-9.09,1.7300000000000004,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,10.0,2.0,5.0,5.75,3.3040379335998336,3.75,3.105295017040593,3.75,2.5628464289109965,0.574615292799971,3300.96,899.99,4800.512500000001,904.5559999999999,660.192
2025-03-02,CP06,Granby,TO,8.0,12264.12,9,12264.12,0,1,99,CP06,QC,-3.74,5.8,14.5,32.64,2.0,4.0,6.0,CP06,0,0,3,9,2025,0.8854560256532099,0.4647231720437686,0.8229838658936565,-0.5680647467311556,1.0,6.123233995736766e-17,2,1,0,0,0,1,-3.56719696969697,-1.2298791247743648,-4.602272727272727,-0.2926514566884767,-12.164924242424242,-1.000158806867684,0.24242424242424243,0.18014776787449485,0.6590909090909092,0.5569988769556313,0.9015151515151514,0.6174011667716018,0,0,1,0.0,21.740000000000002,-11.89,-10.16,8.15,8.15,0.0,0.0,0.0,0,0.0,0.0,5.0,5.0,6.0,4.0,6.5,2.380476142847615,4.25,2.9154759474226486,3.8333333333333335,2.5878504008094683,0.36622709889963306,4522.78,609.99,5706.210000000001,1533.015,904.5559999999999
2025-03-09,CP06,Granby,TO,11.0,5234.98,10,5234.98,0,1,99,CP06,QC,-3.79,8.4,20.5,31.01,1.0,6.0,7.0,CP06,0,0,3,10,2025,0.9350162426854148,0.35460488704253557,0.6631226582407952,-0.7485107481711012,1.0,6.123233995736766e-17,2,1,0,0,0,1,-3.6171969696969697,-1.2471178578079214,1.3977272727272734,0.08887933129057445,-13.79492424242424,-1.1341718777842231,-0.7575757575757576,-0.5629617746077964,2.659090909090909,2.2472023656485813,1.9015151515151514,1.3022495198291772,0,0,1,0.0,21.79,-3.74,-11.89,0.04999999999999982,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,5.0,10.0,16.0,7.0,2.449489742783176,4.875,3.136763573220925,4.083333333333333,2.8431203515386683,0.3499271061118823,12264.12,14391.11,8619.7425,475.9072727272727,1533.015
2025-03-16,CP06,Granby,TO,15.0,20343.63,15,20343.63,0,1,99,CP06,QC,2.33,16.0,6.2,58.72,2.0,1.0,3.0,CP06,0,0,3,11,2025,0.970941817426052,0.23931566428755804,0.46472317204376906,-0.8854560256532096,1.0,6.123233995736766e-17,2,1,0,0,0,1,2.5028030303030304,0.8629030654994094,-12.902272727272727,-0.8204357133928307,13.915075757575757,1.1440503277969407,0.24242424242424243,0.18014776787449485,-2.340909090909091,-1.9783063560837937,-2.0984848484848486,-1.437143892401124,0,0,0,0.0,15.67,-3.79,-3.74,6.12,6.12,0.0,0.0,0.0,0,0.0,0.0,11.0,8.0,5.0,8.0,7.25,2.872281323269013,6.0,3.5456210417116725,4.666666666666667,3.4728383291777476,0.3961767342440018,5234.98,3300.96,6330.710000000001,1356.242,475.9072727272727
2025-03-23,CP06,Granby,TO,19.0,20304.49,20,20304.49,0,1,99,CP06,QC,3.03,19.2,20.0,62.12,3.0,3.0,6.0,CP06,0,0,3,12,2025,0.992708874098054,0.120536680255323,0.23931566428755766,-0.970941817426052,1.0,6.123233995736766e-17,2,1,0,0,0,1,3.20280303030303,1.1042453279692022,0.8977272727272734,0.057085098958986856,17.315075757575755,1.4235867947394147,1.2424242424242424,0.9232573103567862,-0.34090909090909083,-0.2881028673908437,0.9015151515151514,0.6174011667716018,0,0,0,0.0,14.97,2.33,-3.79,0.6999999999999997,0.6999999999999997,0.0,0.0,0.0,0,0.0,0.0,15.0,11.0,5.0,8.0,9.75,4.272001872658764,7.75,4.13175853256559,5.75,4.454313537562115,0.43815403822141175,20343.63,4522.78,10591.377500000002,1068.6573684210528,1356.242
2025-03-30,CP06,Granby,TO,14.0,13999.21,13,13999.21,0,1,99,CP06,QC,-0.29,3.6,30.8,50.0,0.0,7.0,7.0,CP06,0,0,3,13,2025,1.0,-1.6081226496766366e-16,-3.216245299353273e-16,-1.0,1.0,6.123233995736766e-17,2,1,0,0,0,1,-0.11719696969696966,-0.040406545458957714,11.697727272727274,0.7438405173212789,5.195075757575758,0.42712150669741894,-1.7575757575757576,-1.3060713170900877,3.659090909090909,3.092304109995056,1.9015151515151514,1.3022495198291772,0,0,1,0.0,18.29,3.03,2.33,3.32,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,15.0,8.0,7.0,13.25,4.78713553878169,9.875,5.026714348643369,7.25,5.594234044572551,0.36129324820993886,20304.49,12264.12,14536.805000000002,999.9435714285713,1068.6573684210528
2025-04-06,CP06,Granby,TO,24.0,9592.38,23,9592.38,0,1,99,CP06,QC,4.29,17.9,36.5,49.48,3.0,2.0,5.0,CP06,0,0,4,14,2025,0.992708874098054,-0.1205366802553229,-0.23931566428755746,-0.9709418174260521,0.8660254037844388,-0.4999999999999998,2,2,0,1,0,0,-1.4940229885057468,-0.5151012688969401,10.745977011494254,0.6833201794666953,-4.705747126436783,-0.38689056648495246,-0.02298850574712663,-0.017082977988098793,-0.10344827586206895,-0.08742431838066982,-0.12643678160919514,-0.08659002165095761,0,0,0,0.0,13.71,-0.29,3.03,4.58,4.58,0.0,0.0,0.0,0,36.5,4.58,14.0,19.0,11.0,10.0,14.75,3.3040379335998336,10.875,4.940720016932175,8.166666666666666,5.734002779802945,0.22400257176948024,13999.21,5234.98,14970.577500000001,399.68249999999995,999.9435714285713
2025-04-13,CP06,Granby,TO,13.0,9004.41,13,9004.41,0,1,99,CP06,QC,1.56,11.9,10.3,51.64,1.0,3.0,4.0,CP06,0,0,4,15,2025,0.9709418174260521,-0.23931566428755752,-0.46472317204376806,-0.8854560256532101,0.8660254037844388,-0.4999999999999998,2,2,0,1,0,0,-4.224022988505746,-1.4563360925291315,-15.454022988505745,-0.9826975947084946,-2.5457471264367797,-0.20930269336855686,-2.0229885057471266,-1.5033020629526814,0.896551724137931,0.7576774259658051,-1.1264367816091951,-0.7714383747085329,0,0,0,0.0,16.44,4.29,-0.29,2.73,0.0,0.0,0.0,0.0,0,10.3,0.0,24.0,14.0,15.0,19.0,18.0,4.546060565661951,12.625,6.73874723414629,10.0,6.967456820494445,0.25255892031455285,9592.38,20343.63,16059.9275,692.646923076923,399.68249999999995
2025-04-20,CP06,Granby,TO,19.0,18479.58,20,18479.58,0,1,99,CP06,QC,7.17,21.3,24.8,59.17,5.0,1.0,6.0,CP06,1,1,4,16,2025,0.9350162426854148,-0.35460488704253545,-0.663122658240795,-0.7485107481711013,0.8660254037844388,-0.4999999999999998,2,2,0,1,0,0,1.3859770114942531,0.4778497538359214,-0.954022988505745,-0.06066485709245435,4.984252873563221,0.4097883643010991,1.9770114942528734,1.4691361069764837,-1.103448275862069,-0.9325260627271448,0.8735632183908049,0.5982583314066177,0,0,0,0.0,10.83,1.56,4.29,5.609999999999999,5.609999999999999,0.0,0.0,0.0,0,24.8,5.609999999999999,13.0,24.0,19.0,10.0,17.5,5.066228051190221,13.625,5.9985117201805025,11.0,6.396021490668314,0.28949874578229834,9004.41,20304.49,13225.122500000001,972.6094736842106,692.646923076923
2025-04-27,CP06,Granby,TO,23.0,19908.19,24,19908.19,0,1,99,CP06,QC,8.79,17.5,39.2,50.64,5.0,1.0,6.0,CP06,0,0,4,17,2025,0.8854560256532099,-0.4647231720437685,-0.8229838658936564,-0.5680647467311559,0.8660254037844388,-0.4999999999999998,2,2,0,1,0,0,3.0059770114942523,1.0363847041231558,13.445977011494257,0.8550090340572685,-3.5457471264367797,-0.29151930129281395,1.9770114942528734,1.4691361069764837,-1.103448275862069,-0.9325260627271448,0.8735632183908049,0.5982583314066177,0,0,0,0.0,9.21,7.17,1.56,1.6199999999999992,1.6199999999999992,0.0,0.0,0.0,0,39.2,1.6199999999999992,19.0,13.0,14.0,9.0,17.5,5.066228051190221,15.375,5.097268175909804,12.416666666666666,6.097068346692732,0.28949874578229834,18479.58,13999.21,12768.895,865.5734782608695,972.6094736842106
2025-05-04,CP06,Granby,TO,18.0,15622.48,19,15622.48,0,1,99,CP06,QC,11.66,24.8,40.2,70.08,3.0,0.0,3.0,CP06,0,0,5,18,2025,0.8229838658936565,-0.5680647467311556,-0.9350162426854147,-0.3546048870425359,0.49999999999999994,-0.8660254037844387,2,2,0,1,0,0,-1.438139534883721,-0.49583407013727515,13.846511627906978,0.8804784153594072,11.970813953488367,0.984199717348179,-1.883720930232558,-1.3998109986294323,0.0,0.0,-1.883720930232558,-1.290063176689851,0,0,0,0.0,6.34,8.79,7.17,2.870000000000001,2.870000000000001,0.0,0.0,0.0,0,40.2,2.870000000000001,23.0,19.0,24.0,18.0,19.75,4.991659710623978,17.25,4.743416490252569,13.833333333333334,6.436166749257079,0.2527422638290622,19908.19,9592.38,14246.140000000001,867.9155555555556,865.5734782608695
2025-05-11,CP06,Granby,TO,16.0,20661.52,15,20661.52,0,1,99,CP06,QC,11.76,21.1,39.4,48.07,5.0,0.0,5.0,CP06,0,0,5,19,2025,0.7485107481711013,-0.663122658240795,-0.992708874098054,-0.12053668025532356,0.49999999999999994,-0.8660254037844387,2,2,0,1,0,0,-1.3381395348837213,-0.46135660407016205,13.046511627906973,0.8296076436288667,-10.039186046511631,-0.8253878230647194,0.11627906976744207,0.0864080863351503,0.0,0.0,0.11627906976744207,0.0796335294252996,0,0,0,0.0,6.24,11.66,8.79,0.09999999999999964,0.09999999999999964,0.0,0.0,0.0,0,39.4,0.09999999999999964,18.0,23.0,13.0,11.0,18.25,4.11298755975102,18.125,4.0155946010522525,14.5,6.417306146804762,0.22536918135622028,15622.48,9004.41,15753.665,1291.345,867.9155555555556
2025-05-18,CP06,Granby,TO,23.0,29687.16,23,29687.16,0,1,99,CP06,QC,16.73,26.5,25.1,76.9,4.0,0.0,4.0,CP06,0,0,5,20,2025,0.6631226582407952,-0.7485107481711012,-0.992708874098054,0.12053668025532321,0.49999999999999994,-0.8660254037844387,2,2,0,1,0,0,3.6318604651162794,1.2521734594653666,-1.2534883720930239,-0.07970740105453825,18.790813953488374,1.544916983391613,-0.8837209302325579,-0.6567014561471409,0.0,0.0,-0.8837209302325579,-0.6052148236322757,0,0,0,0.0,1.2699999999999996,11.76,11.66,4.970000000000001,4.970000000000001,0.0,0.0,0.0,0,25.1,4.970000000000001,16.0,18.0,19.0,18.0,19.0,2.943920288775947,18.25,3.9188190640986296,15.416666666666666,5.680242205676754,0.1549431730934709,20661.52,18479.58,18667.9425,1290.7460869565218,1291.345
2025-05-25,CP06,Granby,TO,13.0,12707.57,10,12707.57,0,1,99,CP06,QC,8.51,15.4,19.5,21.42,6.0,0.0,6.0,CP06,1,1,5,21,2025,0.5680647467311558,-0.8229838658936564,-0.9350162426854148,0.35460488704253557,0.49999999999999994,-0.8660254037844387,2,2,0,1,0,0,-4.588139534883721,-1.5818742512513426,-6.853488372093025,-0.4358028031683194,-36.68918604651163,-3.0164604242461706,1.116279069767442,0.8295176288174416,0.0,0.0,1.116279069767442,0.7644818824828749,0,0,0,0.0,9.49,16.73,11.76,8.22,0.0,0.0,0.0,0.0,0,19.5,0.0,23.0,16.0,23.0,15.0,20.0,3.5590260840104353,18.75,4.267819784654187,16.916666666666668,5.017393987344667,0.17795130420052177,29687.16,19908.19,21469.8375,977.5053846153846,1290.7460869565218
2025-06-01,CP06,Granby,TO,12.0,18333.39,16,18333.39,0,1,99,CP06,QC,14.36,24.3,46.7,56.75,4.0,0.0,4.0,CP06,0,0,6,22,2025,0.46472317204376906,-0.8854560256532096,-0.8229838658936571,0.5680647467311548,1.2246467991473532e-16,-1.0,2,2,1,0,0,0,-3.9054128440366966,-1.3464873880834345,12.888990825688076,0.8195911376632554,-17.694495412844034,-1.4547813917753636,-0.192660550458716,-0.14316789350576284,0.0,0.0,-0.192660550458716,-0.13194326068081755,0,0,0,0.0,3.6400000000000006,8.51,16.73,5.85,5.85,46.7,4.0,56.75,0,0.0,0.0,13.0,23.0,18.0,19.0,17.5,4.203173404306162,18.625,4.438065859293728,17.333333333333332,4.376244411766227,0.24018133738892355,12707.57,15622.48,19669.6825,1527.7825,977.5053846153846
2025-06-08,CP06,Granby,TO,10.0,11021.55,12,11021.55,0,1,99,CP06,QC,18.1,27.2,3.0,94.11,3.0,0.0,3.0,CP06,0,0,6,23,2025,0.35460488704253584,-0.9350162426854147,-0.6631226582407955,0.7485107481711007,1.2246467991473532e-16,-1.0,2,2,1,0,0,0,-0.16541284403669465,-0.057030157173398356,-30.811009174311927,-1.9592247681175006,19.665504587155965,1.6168310802748813,-1.192660550458716,-0.8862774359880541,0.0,0.0,-1.192660550458716,-0.8167916137383928,0,0,0,0.10000000000000142,0.0,14.36,8.51,3.740000000000002,3.740000000000002,3.0,3.0,94.11,0,0.0,0.0,12.0,13.0,16.0,18.0,16.0,4.966554808583779,17.125,4.38951673226759,17.416666666666668,4.252450274057689,0.3104096755364862,18333.39,20661.52,20347.41,1102.155,1527.7825
2025-06-15,CP06,Granby,TO,10.0,10756.79,12,10756.79,0,1,99,CP06,QC,15.93,21.7,16.8,82.34,4.0,0.0,4.0,CP06,0,0,6,24,2025,0.23931566428755766,-0.970941817426052,-0.46472317204376834,0.88545602565321,1.2246467991473532e-16,-1.0,2,2,1,0,0,0,-2.3354128440366964,-0.8051911708297564,-17.011009174311926,-1.081703955765683,7.895504587155969,0.6491416050063756,-0.192660550458716,-0.14316789350576284,0.0,0.0,-0.192660550458716,-0.13194326068081755,0,0,0,0.0,2.0700000000000003,18.1,14.36,2.1700000000000017,0.0,16.8,4.0,82.34,0,0.0,0.0,10.0,12.0,23.0,14.0,14.5,5.802298395176402,16.75,4.891683905218266,17.0,4.729020655869072,0.4001585100121657,11021.55,29687.16,17937.4175,1075.679,1102.155
2025-06-22,CP06,Granby,TO,21.0,17717.28,23,17717.28,0,1,99,CP06,QC,20.5,27.9,57.1,74.17,6.0,0.0,6.0,CP06,0,0,6,25,2025,0.12053668025532308,-0.992708874098054,-0.2393156642875578,0.970941817426052,1.2246467991473532e-16,-1.0,2,2,1,0,0,0,2.234587155963304,0.7704290284373191,23.288990825688074,1.4809111701602773,-0.27449541284403267,-0.02256808173480492,1.807339449541284,1.3430511914588197,0.0,0.0,1.807339449541284,1.237753445434333,1,0,0,2.5,0.0,15.93,18.1,4.57,4.57,57.1,6.0,74.17,0,0.0,0.0,10.0,10.0,13.0,15.0,11.25,1.499999999999994,15.625,5.31675249968034,16.25,5.083395429327635,0.1333333333333328,10756.79,12707.57,13204.825,843.68,1075.679
2025-06-29,CP06,Granby,TO,15.0,10587.32,14,10587.32,0,1,99,CP06,QC,20.97,31.5,24.9,73.84,5.0,0.0,5.0,CP06,1,1,6,26,2025,-3.216245299353273e-16,-1.0,6.432490598706546e-16,1.0,1.2246467991473532e-16,-1.0,2,2,1,0,0,0,2.704587155963303,0.932473118952751,-8.911009174311928,-0.566637391993964,-0.604495412844031,-0.049699562349809615,0.807339449541284,0.5999416489765285,0.0,0.0,0.807339449541284,0.5529050923767578,1,0,0,2.969999999999999,0.0,20.5,15.93,0.46999999999999886,0.46999999999999886,24.9,5.0,73.84,0,0.0,0.0,21.0,10.0,12.0,10.0,13.25,5.251983752196242,15.375,4.955156044825574,16.833333333333332,5.201980974648605,0.3963761322412258,17717.28,18333.39,14457.2525,705.8213333333333,843.68
2025-07-06,CP06,Granby,TO,13.0,9287.8,15,9287.8,0,1,99,CP06,QC,20.54,28.7,57.3,86.41,5.0,0.0,5.0,CP06,1,1,7,27,2025,-0.12053668025532283,-0.992708874098054,0.23931566428755732,0.9709418174260521,-0.4999999999999998,-0.8660254037844388,2,3,1,0,0,0,-0.671764705882353,-0.2316074485214314,18.791764705882343,1.194939465958702,1.024823529411762,0.0842575143092002,0.0117647058823529,0.008742465205673984,0.0,0.0,0.0117647058823529,0.008057039447736152,1,0,0,2.539999999999999,0.0,20.97,20.5,0.4299999999999997,0.0,57.3,5.0,86.41,0,0.0,0.0,15.0,21.0,10.0,10.0,14.0,5.228129047119372,15.0,4.840306956027833,16.083333333333332,4.699290726623896,0.3734377890799552,10587.32,11021.55,12520.735,714.4461538461538,705.8213333333333
2025-07-13,CP06,Granby,TO,7.0,5985.97,9,5985.97,0,1,99,CP06,QC,22.21,29.8,39.6,90.13,6.0,0.0,6.0,CP06,0,0,7,28,2025,-0.23931566428755746,-0.9709418174260521,0.46472317204376795,0.8854560256532102,-0.4999999999999998,-0.8660254037844388,2,3,1,0,0,0,0.9982352941176487,0.3441662347993604,1.0917647058823476,0.06942364142050152,4.744823529411761,0.39010329578743647,1.011764705882353,0.7518520076879652,0.0,0.0,1.011764705882353,0.6929053925053115,1,0,0,4.210000000000001,0.0,20.54,20.97,1.6700000000000017,1.6700000000000017,39.6,6.0,90.13,0,0.0,0.0,13.0,15.0,10.0,2.0,14.75,4.645786621588783,14.625,4.8678977568791,16.083333333333332,4.699290726623896,0.3149685845144938,9287.8,10756.79,12087.2975,855.1385714285715,714.4461538461538
2025-07-20,CP06,Granby,TO,14.0,14545.37,13,14545.37,0,1,99,CP06,QC,21.89,30.4,49.7,85.63,4.0,0.0,4.0,CP06,0,0,7,29,2025,-0.3546048870425356,-0.9350162426854148,0.6631226582407952,0.7485107481711011,-0.4999999999999998,-0.8660254037844388,2,3,1,0,0,0,0.6782352941176484,0.23383834338459797,11.191764705882349,0.711667134518571,0.2448235294117609,0.020128560128279568,-0.9882352941176471,-0.7343670772766173,0.0,0.0,-0.9882352941176471,-0.6767913136098391,1,0,0,3.8900000000000006,0.0,22.21,20.54,0.3200000000000003,0.0,49.7,4.0,85.63,0,0.0,0.0,7.0,13.0,21.0,12.0,14.0,5.773502691896256,12.625,4.1726148019814,15.083333333333334,5.2649498544332785,0.4123930494211612,5985.97,17717.28,10894.5925,1038.9550000000002,855.1385714285715
2025-07-27,CP06,Granby,TO,10.0,11128.54,14,11128.54,0,1,99,CP06,QC,20.1,30.6,14.9,89.12,3.0,0.0,3.0,CP06,0,0,7,30,2025,-0.46472317204376806,-0.8854560256532101,0.8229838658936558,0.5680647467311567,-0.4999999999999998,-0.8660254037844388,2,3,1,0,0,0,-1.1117647058823508,-0.3833082992167289,-23.608235294117655,-1.5012114357599258,3.73482352941177,0.30706452178393756,-1.988235294117647,-1.4774766197589086,0.0,0.0,-1.988235294117647,-1.3616396666674144,1,0,0,2.1000000000000014,0.0,21.89,22.21,1.7899999999999991,0.0,14.9,3.0,89.12,0,0.0,0.0,14.0,7.0,15.0,8.0,12.25,3.593976442141302,12.75,4.200340122282615,14.333333333333334,4.638442789897441,0.29338583201153484,14545.37,10587.32,10101.615000000002,1112.854,1038.9550000000002
2025-08-03,CP06,Granby,TO,20.0,21559.3,24,21559.3,0,1,99,CP06,QC,20.16,28.6,3.5,89.85,4.0,0.0,4.0,CP06,0,0,8,31,2025,-0.5680647467311556,-0.8229838658936565,0.9350162426854146,0.35460488704253607,-0.8660254037844384,-0.5000000000000004,2,3,1,0,0,0,0.6155102040816338,0.2122123217518648,-21.782653061224487,-1.3851254644538782,13.699693877551013,1.126342360212957,-0.9183673469387754,-0.6824475390143491,0.0,0.0,-0.9183673469387754,-0.6289423650528753,1,0,0,2.16,0.0,20.1,21.89,0.05999999999999872,0.05999999999999872,3.5,4.0,89.85,0,0.0,0.0,10.0,14.0,13.0,7.0,11.0,3.162277660168377,12.5,4.309458036856672,13.666666666666666,4.638442789897443,0.28747978728803425,11128.54,9287.8,10236.920000000002,1077.965,1112.854
2025-08-10,CP06,Granby,TO,9.0,9202.41,11,9202.41,0,1,99,CP06,QC,21.53,30.1,0.8,95.41,3.0,0.0,3.0,CP06,0,0,8,32,2025,-0.663122658240795,-0.7485107481711013,0.9927088740980539,0.12053668025532369,-0.8660254037844384,-0.5000000000000004,2,3,1,0,0,0,1.9855102040816348,0.6845536068713166,-24.482653061224486,-1.556814319044451,19.259693877551015,1.5834667002718266,-1.9183673469387754,-1.4255570814966403,0.0,0.0,-1.9183673469387754,-1.3137907181104505,1,0,0,3.530000000000001,0.0,20.16,20.1,1.370000000000001,1.370000000000001,0.8,3.0,95.41,0,0.0,0.0,20.0,10.0,7.0,5.0,12.75,5.61990510002912,13.75,4.891683905218266,14.0,4.954336943068628,0.44077687059051923,21559.3,5985.97,13304.795000000002,1022.49,1077.965
2025-08-17,CP06,Granby,TO,21.0,33923.33,23,33923.33,0,1,99,CP06,QC,22.13,31.8,8.4,85.37,3.0,0.0,3.0,CP06,0,0,8,33,2025,-0.7485107481711011,-0.6631226582407952,0.992708874098054,-0.12053668025532309,-0.8660254037844384,-0.5000000000000004,2,3,1,0,0,0,2.5855102040816327,0.8914184032739954,-16.882653061224488,-1.0735419876043197,9.219693877551023,0.758011956712286,-1.9183673469387754,-1.4255570814966403,0.0,0.0,-1.9183673469387754,-1.3137907181104505,1,0,0,4.129999999999999,0.0,21.53,20.16,0.5999999999999979,0.5999999999999979,8.4,3.0,85.37,0,0.0,0.0,9.0,20.0,14.0,8.0,13.25,4.991659710623977,13.625,5.012484413940855,12.833333333333334,4.239067936433321,0.3767290347640737,9202.41,14545.37,14108.905,1615.3966666666668,1022.49
2025-08-24,CP06,Granby,TO,7.0,4597.99,6,4597.99,0,1,99,CP06,QC,18.44,28.0,10.5,83.93,2.0,0.0,2.0,CP06,0,0,8,34,2025,-0.8229838658936564,-0.5680647467311559,0.9350162426854149,-0.35460488704253545,-0.8660254037844384,-0.5000000000000004,2,3,1,0,0,0,-1.104489795918365,-0.38080009460248265,-14.782653061224487,-0.9400062118116518,7.779693877551026,0.639620041301356,-2.9183673469387754,-2.1686666239789316,0.0,0.0,-2.9183673469387754,-1.9986390711680257,0,0,0,0.4400000000000013,0.0,22.13,21.53,3.6899999999999977,0.0,10.5,2.0,83.93,0,0.0,0.0,21.0,9.0,10.0,4.0,15.0,6.3770421565696624,13.625,5.012484413940855,13.5,4.852365870939104,0.4251361437713108,33923.33,11128.54,18953.395,656.8557142857143,1615.3966666666668
2025-08-31,CP06,Granby,TO,5.0,3705.17,6,3705.17,0,1,99,CP06,QC,15.21,22.6,22.3,66.7,7.0,0.0,7.0,CP06,0,0,8,35,2025,-0.8854560256532096,-0.4647231720437691,0.8229838658936571,-0.5680647467311547,-0.8660254037844384,-0.5000000000000004,2,3,1,0,0,0,-4.3344897959183655,-1.4944222485702408,-2.982653061224486,-0.18966232878618453,-9.450306122448978,-0.7769721132335939,2.0816326530612246,1.5468810884325248,0.0,0.0,2.0816326530612246,1.4256026941198507,0,0,0,0.0,2.789999999999999,18.44,22.13,3.2300000000000004,0.0,22.3,7.0,66.7,0,0.0,0.0,7.0,21.0,20.0,7.0,14.25,7.274384280931731,12.625,5.475595205741825,13.083333333333334,5.195423393952057,0.5104831074338056,4597.99,21559.3,17320.757500000003,741.034,656.8557142857143
2025-09-07,CP06,Granby,TO,6.0,4124.57,8,4124.57,0,1,99,CP06,QC,17.39,27.0,30.8,72.63,4.0,0.0,4.0,CP06,1,1,9,36,2025,-0.9350162426854147,-0.3546048870425359,0.6631226582407956,-0.7485107481711007,-1.0,-1.8369701987210297e-16,2,3,0,0,1,0,0.8209183673469411,0.28303185154074173,14.808163265306122,0.9416283665224473,0.8153061224489733,0.06703170380763358,1.2142857142857144,0.9023473015856395,0.0,0.0,1.2142857142857144,0.831601571569913,0,0,0,0.0,0.6099999999999994,15.21,18.44,2.1799999999999997,2.1799999999999997,0.0,0.0,0.0,0,0.0,0.0,5.0,7.0,9.0,9.0,10.5,7.187952884282607,11.625,6.09302880347697,12.666666666666666,5.646130345536486,0.6845669413602483,3705.17,9202.41,12857.225000000002,687.4283333333333,741.034
