week_ending,store_code_x,city,division_code,units,revenue,n_transactions,revenue_clean,is_return,is_active_product,weeks_with_sales,store_code_y,province,avg_temp,max_temp,total_precip,sunshine_hours,rain_days,snow_days,bad_weather_days,store_code,n_holidays,has_holiday,month,week_of_yr,year,sin_week_1,cos_week_1,sin_week_2,cos_week_2,sin_month_1,cos_month_1,year_idx,quarter,is_summer_peak,is_spring_opening,is_fall_closing,is_winter_off,avg_temp_dev,avg_temp_dev_z,total_precip_dev,total_precip_dev_z,sunshine_hours_dev,sunshine_hours_dev_z,rain_days_dev,rain_days_dev_z,snow_days_dev,snow_days_dev_z,bad_weather_days_dev,bad_weather_days_dev_z,temp_above_20,temp_above_25,temp_below_0,cooling_degree_days,heating_degree_days,avg_temp_lag_1w,avg_temp_lag_2w,temp_shock,temp_warming,precip_x_summer,bad_wx_x_summer,sunshine_x_summer,temp_above_25_x_sum,precip_x_spring,temp_warming_x_spr,units_lag_1w,units_lag_2w,units_lag_4w,units_lag_52w,units_roll4_mean,units_roll4_std,units_roll8_mean,units_roll8_std,units_roll12_mean,units_roll12_std,units_volatility,revenue_lag_1w,revenue_lag_4w,revenue_roll4_mean,avg_price_per_unit,price_lag_1w
2024-05-05,CP02,Blainville,BQ,10.0,3384.58,9,3384.58,0,1,71,CP02,QC,10.34,20.0,27.0,37.28,6.0,0.0,6.0,CP02,0,0,5,18,2024,0.8229838658936565,-0.5680647467311556,-0.9350162426854147,-0.3546048870425359,0.49999999999999994,-0.8660254037844387,1,2,0,1,0,0,-3.083333333333332,-1.0630552037359915,4.296428571428571,0.2732032963921419,-24.17142857142857,-1.9872928658263285,1.1071428571428568,0.822728422033965,0.0,0.0,1.1071428571428568,0.7582249623137438,0,0,0,0.0,7.66,7.14,6.91,3.2,3.2,0.0,0.0,0.0,0,27.0,3.2,2.0,4.0,2.0,,2.5,1.0,1.75,1.164964745021435,1.6,1.07496769977314,0.4,322.93,1199.98,1155.7125,338.45799999999997,161.465
2024-05-12,CP02,Blainville,BQ,12.0,2044.92,11,2044.92,0,1,71,CP02,QC,12.16,22.1,10.4,77.82,4.0,0.0,4.0,CP02,0,0,5,19,2024,0.7485107481711013,-0.663122658240795,-0.992708874098054,-0.12053668025532356,0.49999999999999994,-0.8660254037844387,1,2,0,1,0,0,-1.2633333333333319,-0.4355653213145302,-12.303571428571429,-0.7823652170165661,16.36857142857142,1.3457684194230533,-0.8928571428571432,-0.6634906629306175,0.0,0.0,-0.8928571428571432,-0.6114717438014068,0,0,0,0.0,5.84,10.34,7.14,1.8200000000000003,1.8200000000000003,0.0,0.0,0.0,0,10.4,1.8200000000000003,10.0,2.0,2.0,,4.5,3.7859388972001824,2.75,3.1509635714446826,2.3636363636363638,2.7303013486693106,0.8413197549333739,3384.58,1049.98,1701.8625,170.41,338.45799999999997
2024-05-19,CP02,Blainville,BQ,15.0,3427.87,14,3427.87,0,1,71,CP02,QC,17.0,24.7,13.4,81.91,6.0,0.0,6.0,CP02,0,0,5,20,2024,0.6631226582407952,-0.7485107481711012,-0.992708874098054,0.12053668025532321,0.49999999999999994,-0.8660254037844387,1,2,0,1,0,0,3.576666666666668,1.233144036333751,-9.303571428571429,-0.5915998230270406,20.458571428571425,1.6820343458332652,1.1071428571428568,0.822728422033965,0.0,0.0,1.1071428571428568,0.7582249623137438,0,0,0,0.0,1.0,12.16,10.34,4.84,4.84,0.0,0.0,0.0,0,13.4,4.84,12.0,10.0,4.0,,7.0,4.760952285695233,4.25,4.301162633521313,3.1666666666666665,3.809875524889431,0.6801360408136048,2044.92,2049.96,1950.5974999999999,228.52466666666666,170.41
2024-05-26,CP02,Blainville,BQ,18.0,4169.860000000001,15,4169.860000000001,0,1,71,CP02,QC,19.51,29.4,4.1,88.52,4.0,0.0,4.0,CP02,1,1,5,21,2024,0.5680647467311558,-0.8229838658936564,-0.9350162426854148,0.35460488704253557,0.49999999999999994,-0.8660254037844387,1,2,0,1,0,0,6.08666666666667,2.098528434618294,-18.603571428571428,-1.1829725443945698,27.068571428571424,2.2254861242126043,-0.8928571428571432,-0.6634906629306175,0.0,0.0,-0.8928571428571432,-0.6114717438014068,0,0,0,1.5100000000000016,0.0,17.0,12.16,2.5100000000000016,2.5100000000000016,0.0,0.0,0.0,0,4.1,2.5100000000000016,15.0,12.0,2.0,,9.75,5.560275772537426,6.0,5.477225575051661,4.333333333333333,5.033222956847167,0.5702846946192232,3427.87,322.93,2295.075,231.65888888888892,228.52466666666666
2024-06-02,CP02,Blainville,BQ,7.0,4184.93,7,4184.93,0,1,71,CP02,QC,17.44,26.7,19.2,84.92,2.0,0.0,2.0,CP02,0,0,6,22,2024,0.46472317204376906,-0.8854560256532096,-0.8229838658936571,0.5680647467311548,1.2246467991473532e-16,-1.0,1,2,1,0,0,0,-1.6582524271844648,-0.5717234178896057,-7.856310679611649,-0.4995707340334112,9.317766990291261,0.7660751953703616,-2.116504854368932,-1.5727949539916455,0.0,0.0,-2.116504854368932,-1.4494848637529263,0,0,0,0.0,0.5599999999999987,19.51,17.0,2.0700000000000003,0.0,19.2,2.0,84.92,0,0.0,0.0,18.0,15.0,10.0,,13.75,3.499999999999999,8.125,6.468329437674439,5.75,6.254089571123552,0.25454545454545446,4169.860000000001,3384.58,3256.8075,597.8471428571429,231.65888888888892
2024-06-09,CP02,Blainville,BQ,11.0,3032.41,11,3032.41,0,1,71,CP02,QC,19.81,29.8,42.4,83.22,5.0,0.0,5.0,CP02,0,0,6,23,2024,0.35460488704253584,-0.9350162426854147,-0.6631226582407955,0.7485107481711007,1.2246467991473532e-16,-1.0,1,2,1,0,0,0,0.7117475728155327,0.24539252790097743,15.34368932038835,0.9756816461522531,7.617766990291258,0.6263069618991244,0.883495145631068,0.6565336734552283,0.0,0.0,0.883495145631068,0.6050601954197996,0,0,0,1.8099999999999987,0.0,17.44,19.51,2.3699999999999974,2.3699999999999974,42.4,5.0,83.22,0,0.0,0.0,7.0,18.0,12.0,,13.0,4.690415759823429,8.75,6.017830648521585,6.166666666666667,6.147184622888659,0.3608012122941099,4184.93,2044.92,3456.8950000000004,275.6736363636364,597.8471428571429
2024-06-16,CP02,Blainville,BQ,9.0,3751.74,9,3751.74,0,1,71,CP02,QC,16.67,27.6,15.9,70.94,4.0,0.0,4.0,CP02,0,0,6,24,2024,0.23931566428755766,-0.970941817426052,-0.46472317204376834,0.88545602565321,1.2246467991473532e-16,-1.0,1,2,1,0,0,0,-2.4282524271844643,-0.8371999066063776,-11.156310679611648,-0.7094126674218892,-4.662233009708743,-0.3833129834107528,-0.11650485436893199,-0.08657586902706302,0.0,0.0,-0.11650485436893199,-0.07978815763777573,0,0,0,0.0,1.3299999999999983,19.81,17.44,3.139999999999997,0.0,15.9,4.0,70.94,0,0.0,0.0,11.0,7.0,15.0,,12.75,4.78713553878169,9.875,5.383506557731946,7.083333333333333,5.961365513695565,0.3754616108848384,3032.41,3427.87,3703.7675,416.85999999999996,275.6736363636364
2024-06-23,CP02,Blainville,BQ,12.0,2098.8900000000003,12,2098.8900000000003,0,1,71,CP02,QC,23.33,33.3,67.1,60.68,4.0,0.0,4.0,CP02,0,0,6,25,2024,0.12053668025532308,-0.992708874098054,-0.2393156642875578,0.970941817426052,1.2246467991473532e-16,-1.0,1,2,1,0,0,0,4.231747572815532,1.4589993334633635,40.043689320388346,2.54631672333268,-14.92223300970874,-1.2268553807136304,-0.11650485436893199,-0.08657586902706302,0.0,0.0,-0.11650485436893199,-0.07978815763777573,1,0,0,5.329999999999998,0.0,16.67,19.81,6.659999999999997,6.659999999999997,67.1,4.0,60.68,0,0.0,0.0,9.0,11.0,18.0,,11.25,4.78713553878169,10.5,4.869731585445518,7.75,5.658862719021135,0.42552315900281684,3751.74,4169.860000000001,3784.7350000000006,174.90750000000003,416.85999999999996
2024-06-30,CP02,Blainville,BQ,5.0,1828.7,7,1828.7,0,1,71,CP02,QC,19.39,28.1,37.9,68.56,5.0,0.0,5.0,CP02,1,1,6,26,2024,-3.216245299353273e-16,-1.0,6.432490598706546e-16,1.0,1.2246467991473532e-16,-1.0,1,2,1,0,0,0,0.29174757281553454,0.10058717041910244,10.84368932038835,0.6895335551679648,-7.042233009708738,-0.5789885102704843,0.883495145631068,0.6565336734552283,0.0,0.0,0.883495145631068,0.6050601954197996,0,0,0,1.3900000000000006,0.0,23.33,16.67,3.9399999999999977,0.0,37.9,5.0,68.56,0,0.0,0.0,12.0,9.0,7.0,,9.75,2.217355782608344,11.75,3.4537764010675955,8.666666666666666,5.348463387372172,0.22742110590854808,2098.8900000000003,4184.93,3266.9925000000003,365.74,174.90750000000003
2024-07-07,CP02,Blainville,BQ,11.0,3689.32,10,3689.32,0,1,71,CP02,QC,22.44,29.8,26.1,83.74,5.0,0.0,5.0,CP02,1,1,7,27,2024,-0.12053668025532283,-0.992708874098054,0.23931566428755732,0.9709418174260521,-0.4999999999999998,-0.8660254037844388,1,3,1,0,0,0,0.4767857142857146,0.16438363285570076,-2.125,-0.13512548740924726,-0.9002380952380946,-0.07401452251467044,0.4642857142857144,0.34501514472392103,0.0,0.0,0.4642857142857144,0.31796530677673146,1,0,0,4.440000000000001,0.0,19.39,23.33,3.0500000000000007,3.0500000000000007,26.1,5.0,83.74,0,0.0,0.0,5.0,12.0,11.0,,9.25,3.095695936834451,11.125,4.189698250300543,8.916666666666666,5.0714590572829215,0.33466983100912984,1828.7,3032.41,2677.9350000000004,335.3927272727273,365.74
