week_ending,store_code,city,province,division_code,units,gross_units,returns,n_transactions,fiscal_year,fiscal_week
2023-11-05,CP02 - Blainville,Blainville,QC,AP,62.0,62.0,0.0,3,2024,1
2023-11-05,CP02 - Blainville,Blainville,QC,AS,14.0,14.0,0.0,2,2024,1
2023-11-05,CP02 - Blainville,Blainville,QC,FI,1.0,1.0,0.0,1,2024,1
2023-11-05,CP02 - Blainville,Blainville,QC,GA,3.0,3.0,0.0,2,2024,1
2023-11-05,CP02 - Blainville,Blainville,QC,LI,1.0,1.0,0.0,1,2024,1
2023-11-05,CP02 - Blainville,Blainville,QC,LO,13.0,13.0,0.0,3,2024,1
2023-11-05,CP02 - Blainville,Blainville,QC,ME,1.0,1.0,0.0,1,2024,1
2023-11-05,CP02 - Blainville,Blainville,QC,PC,263.0,263.0,0.0,3,2024,1
2023-11-05,CP02 - Blainville,Blainville,QC,PI,183.0,183.0,0.0,3,2024,1
2023-11-05,CP02 - Blainville,Blainville,QC,SE,3.0,3.0,0.0,2,2024,1
2023-11-05,CP04 - Drummondville,Drummondville,QC,AP,110.0,110.0,0.0,3,2024,1
2023-11-05,CP04 - Drummondville,Drummondville,QC,AS,27.0,27.0,0.0,3,2024,1
2023-11-05,CP04 - Drummondville,Drummondville,QC,AZ,30.0,30.0,0.0,3,2024,1
2023-11-05,CP04 - Drummondville,Drummondville,QC,CH,2.0,2.0,0.0,2,2024,1
2023-11-05,CP04 - Drummondville,Drummondville,QC,FI,0.0,1.0,1.0,2,2024,1
2023-11-05,CP04 - Drummondville,Drummondville,QC,GA,2.0,2.0,0.0,1,2024,1
2023-11-05,CP04 - Drummondville,Drummondville,QC,LO,32.0,32.0,0.0,2,2024,1
2023-11-05,CP04 - Drummondville,Drummondville,QC,ME,1.0,1.0,0.0,1,2024,1
2023-11-05,CP04 - Drummondville,Drummondville,QC,PC,244.0,244.0,0.0,3,2024,1
2023-11-05,CP04 - Drummondville,Drummondville,QC,PI,42.0,42.0,0.0,3,2024,1
2023-11-05,CP04 - Drummondville,Drummondville,QC,SE,10.0,10.0,0.0,2,2024,1
2023-11-05,CP06 - Granby,Granby,QC,AB,8.0,8.0,0.0,1,2024,1
2023-11-05,CP06 - Granby,Granby,QC,AP,481.0,481.0,0.0,3,2024,1
2023-11-05,CP06 - Granby,Granby,QC,AS,23.0,23.0,0.0,3,2024,1
2023-11-05,CP06 - Granby,Granby,QC,GA,3.0,3.0,0.0,1,2024,1
2023-11-05,CP06 - Granby,Granby,QC,IN,137.5,137.5,0.0,3,2024,1
2023-11-05,CP06 - Granby,Granby,QC,LI,2.0,2.0,0.0,2,2024,1
2023-11-05,CP06 - Granby,Granby,QC,LO,45.0,45.0,0.0,3,2024,1
2023-11-05,CP06 - Granby,Granby,QC,ME,26.0,26.0,0.0,3,2024,1
2023-11-05,CP06 - Granby,Granby,QC,PC,516.0,516.0,0.0,3,2024,1
2023-11-05,CP06 - Granby,Granby,QC,PI,117.0,117.0,0.0,3,2024,1
2023-11-05,CP06 - Granby,Granby,QC,SE,598.9200000000001,598.9200000000001,0.0,3,2024,1
2023-11-05,CP06 - Granby,Granby,QC,SP,1.0,1.0,0.0,1,2024,1
2023-11-05,CP07 - Laval,Laval,QC,AP,89.0,89.0,0.0,3,2024,1
2023-11-05,CP07 - Laval,Laval,QC,AS,15.0,15.0,0.0,3,2024,1
2023-11-05,CP07 - Laval,Laval,QC,BQ,9.0,9.0,0.0,2,2024,1
2023-11-05,CP07 - Laval,Laval,QC,CH,2.0,2.0,0.0,1,2024,1
2023-11-05,CP07 - Laval,Laval,QC,FI,4.0,4.0,0.0,1,2024,1
2023-11-05,CP07 - Laval,Laval,QC,GA,11.0,11.0,0.0,3,2024,1
2023-11-05,CP07 - Laval,Laval,QC,HT,1.0,1.0,0.0,1,2024,1
2023-11-05,CP07 - Laval,Laval,QC,IN,5.0,5.0,0.0,2,2024,1
2023-11-05,CP07 - Laval,Laval,QC,LI,3.0,3.0,0.0,2,2024,1
2023-11-05,CP07 - Laval,Laval,QC,LO,11.0,11.0,0.0,2,2024,1
2023-11-05,CP07 - Laval,Laval,QC,ME,27.0,27.0,0.0,3,2024,1
2023-11-05,CP07 - Laval,Laval,QC,PC,228.0,228.0,0.0,3,2024,1
2023-11-05,CP07 - Laval,Laval,QC,PI,606.0,606.0,0.0,3,2024,1
2023-11-05,CP07 - Laval,Laval,QC,SE,33.0,33.0,0.0,3,2024,1
2023-11-05,CP07 - Laval,Laval,QC,TO,1.0,1.0,0.0,1,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,AM,0.0,0.0,0.0,1,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,AP,146.0,146.0,0.0,3,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,AS,47.0,47.0,0.0,3,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,AZ,126.0,126.0,0.0,3,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,CH,2.0,2.0,0.0,1,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,CR,4.0,4.0,0.0,2,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,FI,4.0,4.0,0.0,2,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,GA,2.0,2.0,0.0,2,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,HT,2.0,2.0,0.0,2,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,IN,3.0,3.0,0.0,2,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,INM,577.0,577.0,0.0,2,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,LI,10.0,10.0,0.0,2,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,LO,2.0,2.0,0.0,2,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,ME,26.0,26.0,0.0,3,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,PC,295.0,295.0,0.0,3,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,PI,62.0,62.0,0.0,3,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,SE,18.0,18.0,0.0,3,2024,1
2023-11-05,CP08 - Longueuil,Longueuil,QC,SP,1.0,1.0,0.0,1,2024,1
2023-11-05,CP10 - Saint-Jérôme,Saint-Jérôme,QC,PC,2.0,2.0,0.0,1,2024,1
2023-11-05,CP10 - Saint-Jérôme,Saint-Jérôme,QC,SE,2.0,2.0,0.0,1,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,AP,57.0,57.0,0.0,3,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,AS,8.0,8.0,0.0,3,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,AZ,190.0,190.0,0.0,3,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,BQ,3.0,3.0,0.0,1,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,CH,3.0,3.0,0.0,1,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,FI,6.0,6.0,0.0,2,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,GA,4.0,4.0,0.0,3,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,HT,2.0,2.0,0.0,1,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,IN,1.0,1.0,0.0,1,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,LI,1.0,1.0,0.0,1,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,LO,11.0,11.0,0.0,1,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,ME,2.0,2.0,0.0,1,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,PC,201.0,201.0,0.0,3,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,PI,7.0,8.0,1.0,3,2024,1
2023-11-05,CP15 - Repentigny,Repentigny,QC,SE,4.0,4.0,0.0,2,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,AP,60.0,60.0,0.0,3,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,AS,14.0,14.0,0.0,3,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,AZ,50.0,50.0,0.0,3,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,BQ,4.0,4.0,0.0,2,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,CH,1.0,1.0,0.0,1,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,CR,15.0,15.0,0.0,1,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,FI,2.0,2.0,0.0,2,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,GA,5.0,5.0,0.0,3,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,HT,1.0,1.0,0.0,1,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,IN,1.0,1.0,0.0,1,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,INM,1.0,1.0,0.0,1,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,LO,18.0,18.0,0.0,3,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,ME,8.0,9.0,1.0,3,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,PC,201.0,201.0,0.0,3,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,PI,22.0,22.0,0.0,3,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,SE,7.0,7.0,0.0,3,2024,1
2023-11-05,CP16 - Chicoutimi,Chicoutimi,QC,SEC,2.0,2.0,0.0,1,2024,1
2023-11-05,CP202 - Nepean,Nepean,ON,AP,75.0,75.0,0.0,3,2024,1
2023-11-05,CP202 - Nepean,Nepean,ON,AS,91.0,91.0,0.0,3,2024,1
2023-11-05,CP202 - Nepean,Nepean,ON,AZ,4.0,4.0,0.0,2,2024,1
2023-11-05,CP202 - Nepean,Nepean,ON,DI,5.0,5.0,0.0,2,2024,1
2023-11-05,CP202 - Nepean,Nepean,ON,GA,1.0,1.0,0.0,1,2024,1
2023-11-05,CP202 - Nepean,Nepean,ON,IN,1.0,1.0,0.0,1,2024,1
2023-11-05,CP202 - Nepean,Nepean,ON,LI,3.0,3.0,0.0,2,2024,1
2023-11-05,CP202 - Nepean,Nepean,ON,LO,4.0,4.0,0.0,2,2024,1
2023-11-05,CP202 - Nepean,Nepean,ON,ME,5.0,5.0,0.0,2,2024,1
2023-11-05,CP202 - Nepean,Nepean,ON,PC,201.0,201.0,0.0,3,2024,1
2023-11-05,CP202 - Nepean,Nepean,ON,PI,24.0,24.0,0.0,3,2024,1
2023-11-05,CP202 - Nepean,Nepean,ON,SP,3.0,3.0,0.0,1,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,AP,88.0,88.0,0.0,3,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,AS,23.0,23.0,0.0,3,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,AZ,364.0,364.0,0.0,3,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,CH,1.0,1.0,0.0,1,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,CR,15.0,15.0,0.0,1,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,FI,1.0,1.0,0.0,1,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,HT,1.0,1.0,0.0,1,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,IN,2.0,2.0,0.0,1,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,LI,1.0,1.0,0.0,1,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,LO,8.0,8.0,0.0,1,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,ME,5.0,5.0,0.0,2,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,MK,1.0,1.0,0.0,1,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,PA,1.0,1.0,0.0,2,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,PC,215.0,215.0,0.0,3,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,PI,5.0,5.0,0.0,1,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,SE,17.0,17.0,0.0,2,2024,1
2023-11-05,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,SP,1.0,1.0,0.0,1,2024,1
2023-11-05,CP32 - St-Hyacinthe,St-Hyacinthe,QC,AP,171.0,171.0,0.0,3,2024,1
2023-11-05,CP32 - St-Hyacinthe,St-Hyacinthe,QC,AS,9.0,9.0,0.0,3,2024,1
2023-11-05,CP32 - St-Hyacinthe,St-Hyacinthe,QC,BQ,2.0,2.0,0.0,2,2024,1
2023-11-05,CP32 - St-Hyacinthe,St-Hyacinthe,QC,FI,4.0,4.0,0.0,2,2024,1
2023-11-05,CP32 - St-Hyacinthe,St-Hyacinthe,QC,GA,3.0,3.0,0.0,1,2024,1
2023-11-05,CP32 - St-Hyacinthe,St-Hyacinthe,QC,IN,0.0,1.0,1.0,2,2024,1
2023-11-05,CP32 - St-Hyacinthe,St-Hyacinthe,QC,LI,2.0,3.0,1.0,3,2024,1
2023-11-05,CP32 - St-Hyacinthe,St-Hyacinthe,QC,LO,15.0,15.0,0.0,2,2024,1
2023-11-05,CP32 - St-Hyacinthe,St-Hyacinthe,QC,ME,9.0,9.0,0.0,3,2024,1
2023-11-05,CP32 - St-Hyacinthe,St-Hyacinthe,QC,MK,1.0,1.0,0.0,1,2024,1
2023-11-05,CP32 - St-Hyacinthe,St-Hyacinthe,QC,PC,350.0,350.0,0.0,3,2024,1
2023-11-05,CP32 - St-Hyacinthe,St-Hyacinthe,QC,PI,27.0,27.0,0.0,3,2024,1
2023-11-05,CP32 - St-Hyacinthe,St-Hyacinthe,QC,SP,2.0,2.0,0.0,2,2024,1
2023-11-05,CP33 - Sorel-Tracy,Sorel-Tracy,QC,AP,24.0,24.0,0.0,3,2024,1
2023-11-05,CP33 - Sorel-Tracy,Sorel-Tracy,QC,AS,10.0,10.0,0.0,3,2024,1
2023-11-05,CP33 - Sorel-Tracy,Sorel-Tracy,QC,AZ,23.0,23.0,0.0,3,2024,1
2023-11-05,CP33 - Sorel-Tracy,Sorel-Tracy,QC,CH,1.0,1.0,0.0,1,2024,1
2023-11-05,CP33 - Sorel-Tracy,Sorel-Tracy,QC,GA,3.0,3.0,0.0,2,2024,1
2023-11-05,CP33 - Sorel-Tracy,Sorel-Tracy,QC,LI,3.0,3.0,0.0,1,2024,1
2023-11-05,CP33 - Sorel-Tracy,Sorel-Tracy,QC,ME,2.0,2.0,0.0,2,2024,1
2023-11-05,CP33 - Sorel-Tracy,Sorel-Tracy,QC,PC,123.0,123.0,0.0,3,2024,1
2023-11-05,CP33 - Sorel-Tracy,Sorel-Tracy,QC,PI,4.0,4.0,0.0,2,2024,1
2023-11-05,CP33 - Sorel-Tracy,Sorel-Tracy,QC,SE,1.0,1.0,0.0,1,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,AP,212.0,212.0,0.0,3,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,AS,37.0,37.0,0.0,3,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,AZ,77.99000000000001,77.99000000000001,0.0,3,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,CH,2.0,2.0,0.0,3,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,FI,1.0,1.0,0.0,1,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,GA,3.0,3.0,0.0,2,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,HT,1.0,1.0,0.0,1,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,IN,2.0,2.0,0.0,1,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,LI,2.0,2.0,0.0,2,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,LO,10.0,10.0,0.0,3,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,ME,8.0,8.0,0.0,2,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,MK,1.0,1.0,0.0,1,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,PC,376.0,376.0,0.0,3,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,PI,45.0,45.0,0.0,3,2024,1
2023-11-05,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,SE,5.0,5.0,0.0,2,2024,1
2023-11-05,CP36 - Saint-Eustache,Saint-Eustache,QC,AB,7.0,7.0,0.0,2,2024,1
2023-11-05,CP36 - Saint-Eustache,Saint-Eustache,QC,AP,184.0,184.0,0.0,3,2024,1
2023-11-05,CP36 - Saint-Eustache,Saint-Eustache,QC,AS,18.0,18.0,0.0,3,2024,1
2023-11-05,CP36 - Saint-Eustache,Saint-Eustache,QC,BQ,2.0,2.0,0.0,2,2024,1
2023-11-05,CP36 - Saint-Eustache,Saint-Eustache,QC,CH,1.0,1.0,0.0,1,2024,1
2023-11-05,CP36 - Saint-Eustache,Saint-Eustache,QC,GA,1.0,1.0,0.0,1,2024,1
2023-11-05,CP36 - Saint-Eustache,Saint-Eustache,QC,IN,1.0,1.0,0.0,1,2024,1
2023-11-05,CP36 - Saint-Eustache,Saint-Eustache,QC,LO,15.0,15.0,0.0,3,2024,1
2023-11-05,CP36 - Saint-Eustache,Saint-Eustache,QC,ME,3.0,3.0,0.0,2,2024,1
2023-11-05,CP36 - Saint-Eustache,Saint-Eustache,QC,PA,0.0,0.0,0.0,1,2024,1
2023-11-05,CP36 - Saint-Eustache,Saint-Eustache,QC,PC,303.0,303.0,0.0,3,2024,1
2023-11-05,CP36 - Saint-Eustache,Saint-Eustache,QC,PI,22.0,22.0,0.0,3,2024,1
2023-11-05,CP36 - Saint-Eustache,Saint-Eustache,QC,SE,3.0,3.0,0.0,1,2024,1
2023-11-05,CP36 - Saint-Eustache,Saint-Eustache,QC,TO,1.0,1.0,0.0,1,2024,1
2023-11-05,CP37 - Gatineau,Gatineau,QC,AP,75.0,75.0,0.0,3,2024,1
2023-11-05,CP37 - Gatineau,Gatineau,QC,AS,72.0,72.0,0.0,3,2024,1
2023-11-05,CP37 - Gatineau,Gatineau,QC,AZ,0.0,0.0,0.0,1,2024,1
2023-11-05,CP37 - Gatineau,Gatineau,QC,DI,4.0,4.0,0.0,3,2024,1
2023-11-05,CP37 - Gatineau,Gatineau,QC,GA,1.0,1.0,0.0,1,2024,1
2023-11-05,CP37 - Gatineau,Gatineau,QC,IN,9.5,9.5,0.0,2,2024,1
2023-11-05,CP37 - Gatineau,Gatineau,QC,LI,2.0,2.0,0.0,1,2024,1
2023-11-05,CP37 - Gatineau,Gatineau,QC,LO,8.0,8.0,0.0,2,2024,1
2023-11-05,CP37 - Gatineau,Gatineau,QC,ME,5.0,5.0,0.0,2,2024,1
2023-11-05,CP37 - Gatineau,Gatineau,QC,MK,1.0,1.0,0.0,1,2024,1
2023-11-05,CP37 - Gatineau,Gatineau,QC,PC,367.0,367.0,0.0,3,2024,1
2023-11-05,CP37 - Gatineau,Gatineau,QC,PI,109.0,109.0,0.0,3,2024,1
2023-11-05,CP37 - Gatineau,Gatineau,QC,SP,1.0,1.0,0.0,1,2024,1
2023-11-05,CP39 - Joliette,Joliette,QC,AP,18.0,18.0,0.0,3,2024,1
2023-11-05,CP39 - Joliette,Joliette,QC,AS,4.0,4.0,0.0,3,2024,1
2023-11-05,CP39 - Joliette,Joliette,QC,AZ,13.0,13.0,0.0,2,2024,1
2023-11-05,CP39 - Joliette,Joliette,QC,FI,3.0,3.0,0.0,1,2024,1
2023-11-05,CP39 - Joliette,Joliette,QC,GA,1.0,1.0,0.0,1,2024,1
2023-11-05,CP39 - Joliette,Joliette,QC,HT,1.0,1.0,0.0,1,2024,1
2023-11-05,CP39 - Joliette,Joliette,QC,PC,74.0,74.0,0.0,3,2024,1
2023-11-05,CP39 - Joliette,Joliette,QC,PI,6.0,6.0,0.0,1,2024,1
2023-11-05,CP39 - Joliette,Joliette,QC,SE,7.0,7.0,0.0,1,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,AP,86.0,86.0,0.0,3,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,AS,66.0,66.0,0.0,3,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,AZ,71.0,71.0,0.0,3,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,FI,1.0,1.0,0.0,1,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,GA,2.0,2.0,0.0,1,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,HT,1.0,1.0,0.0,1,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,IN,1.0,1.0,0.0,1,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,INM,1.0,1.0,0.0,1,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,LI,8.0,8.0,0.0,2,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,LO,5.0,5.0,0.0,1,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,ME,2.0,2.0,0.0,2,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,PC,179.0,179.0,0.0,3,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,PI,12.0,12.0,0.0,3,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,SE,3.0,3.0,0.0,2,2024,1
2023-11-05,CP44 - St-Constant,St-Constant,QC,SP,2.0,2.0,0.0,1,2024,1
2023-11-05,CP45 - Cowansville,Cowansville,QC,AP,124.0,124.0,0.0,3,2024,1
2023-11-05,CP45 - Cowansville,Cowansville,QC,AS,9.0,9.0,0.0,2,2024,1
2023-11-05,CP45 - Cowansville,Cowansville,QC,BQ,6.0,6.0,0.0,2,2024,1
2023-11-05,CP45 - Cowansville,Cowansville,QC,FI,2.0,2.0,0.0,1,2024,1
2023-11-05,CP45 - Cowansville,Cowansville,QC,GA,2.0,2.0,0.0,1,2024,1
2023-11-05,CP45 - Cowansville,Cowansville,QC,IN,6.0,6.0,0.0,3,2024,1
2023-11-05,CP45 - Cowansville,Cowansville,QC,LI,1.0,1.0,0.0,1,2024,1
2023-11-05,CP45 - Cowansville,Cowansville,QC,LO,2.0,2.0,0.0,2,2024,1
2023-11-05,CP45 - Cowansville,Cowansville,QC,ME,1.0,1.0,0.0,2,2024,1
2023-11-05,CP45 - Cowansville,Cowansville,QC,PC,128.0,128.0,0.0,3,2024,1
2023-11-05,CP45 - Cowansville,Cowansville,QC,PI,26.0,26.0,0.0,3,2024,1
2023-11-05,CP45 - Cowansville,Cowansville,QC,SE,25.0,25.0,0.0,2,2024,1
2023-11-05,CP45 - Cowansville,Cowansville,QC,SP,1.0,1.0,0.0,1,2024,1
2023-11-05,CP45 - Cowansville,Cowansville,QC,TO,1.0,1.0,0.0,1,2024,1
2023-11-05,CP48 - Beloeil,Beloeil,QC,AP,46.0,46.0,0.0,3,2024,1
2023-11-05,CP48 - Beloeil,Beloeil,QC,AS,24.0,24.0,0.0,3,2024,1
2023-11-05,CP48 - Beloeil,Beloeil,QC,AZ,135.0,135.0,0.0,3,2024,1
2023-11-05,CP48 - Beloeil,Beloeil,QC,BQ,0.0,0.0,1.0,1,2024,1
2023-11-05,CP48 - Beloeil,Beloeil,QC,CH,1.0,1.0,0.0,1,2024,1
2023-11-05,CP48 - Beloeil,Beloeil,QC,FI,1.0,1.0,0.0,1,2024,1
2023-11-05,CP48 - Beloeil,Beloeil,QC,LO,22.0,22.0,0.0,3,2024,1
2023-11-05,CP48 - Beloeil,Beloeil,QC,ME,2.0,2.0,0.0,1,2024,1
2023-11-05,CP48 - Beloeil,Beloeil,QC,PC,312.0,312.0,0.0,3,2024,1
2023-11-05,CP48 - Beloeil,Beloeil,QC,PI,1.0,1.0,0.0,2,2024,1
2023-11-05,CP48 - Beloeil,Beloeil,QC,SE,1.0,1.0,0.0,1,2024,1
2023-11-12,CP02 - Blainville,Blainville,QC,AP,89.0,89.0,0.0,6,2024,1
2023-11-12,CP02 - Blainville,Blainville,QC,AS,53.0,53.0,0.0,6,2024,1
2023-11-12,CP02 - Blainville,Blainville,QC,BQ,1.0,1.0,0.0,1,2024,2
2023-11-12,CP02 - Blainville,Blainville,QC,CH,1.0,1.0,0.0,1,2024,2
2023-11-12,CP02 - Blainville,Blainville,QC,FI,2.0,2.0,0.0,2,2024,2
2023-11-12,CP02 - Blainville,Blainville,QC,HT,2.0,2.0,0.0,2,2024,1
2023-11-12,CP02 - Blainville,Blainville,QC,IN,7.0,7.0,0.0,2,2024,1
2023-11-12,CP02 - Blainville,Blainville,QC,LI,1.0,1.0,0.0,1,2024,2
2023-11-12,CP02 - Blainville,Blainville,QC,LO,10.0,14.0,4.0,3,2024,1
2023-11-12,CP02 - Blainville,Blainville,QC,ME,5.0,5.0,0.0,3,2024,1
2023-11-12,CP02 - Blainville,Blainville,QC,PC,253.0,253.0,0.0,6,2024,1
2023-11-12,CP02 - Blainville,Blainville,QC,PI,390.0,390.0,0.0,6,2024,1
2023-11-12,CP02 - Blainville,Blainville,QC,SE,9.0,9.0,0.0,4,2024,1
2023-11-12,CP02 - Blainville,Blainville,QC,SP,1.0,1.0,0.0,1,2024,2
2023-11-12,CP02 - Blainville,Blainville,QC,TO,2.0,2.0,0.0,2,2024,1
2023-11-12,CP04 - Drummondville,Drummondville,QC,AP,78.0,78.0,0.0,6,2024,2
2023-11-12,CP04 - Drummondville,Drummondville,QC,AS,29.0,29.0,0.0,6,2024,2
2023-11-12,CP04 - Drummondville,Drummondville,QC,AZ,29.0,30.0,1.0,6,2024,2
2023-11-12,CP04 - Drummondville,Drummondville,QC,CH,3.0,3.0,0.0,2,2024,2
2023-11-12,CP04 - Drummondville,Drummondville,QC,FI,3.0,3.0,0.0,3,2024,2
2023-11-12,CP04 - Drummondville,Drummondville,QC,GA,14.0,14.0,0.0,1,2024,2
2023-11-12,CP04 - Drummondville,Drummondville,QC,LI,1.0,1.0,0.0,1,2024,2
2023-11-12,CP04 - Drummondville,Drummondville,QC,LO,96.0,96.0,0.0,5,2024,2
2023-11-12,CP04 - Drummondville,Drummondville,QC,ME,2.0,2.0,0.0,2,2024,2
2023-11-12,CP04 - Drummondville,Drummondville,QC,PC,183.0,183.0,0.0,6,2024,2
2023-11-12,CP04 - Drummondville,Drummondville,QC,PI,21.0,21.0,0.0,6,2024,2
