week_ending,store_code,city,province,division_code,units,gross_units,returns,n_transactions,fiscal_year,fiscal_week
2023-11-26,CP48 - Beloeil,Beloeil,QC,MK,2.0,2.0,0.0,1,2024,4
2023-11-26,CP48 - Beloeil,Beloeil,QC,PA,1.0,1.0,0.0,1,2024,4
2023-11-26,CP48 - Beloeil,Beloeil,QC,PC,114.0,114.0,0.0,6,2024,4
2023-11-26,CP48 - Beloeil,Beloeil,QC,PI,13.0,13.0,0.0,5,2024,4
2023-12-03,CP02 - Blainville,Blainville,QC,AP,37.0,37.0,0.0,4,2024,4
2023-12-03,CP02 - Blainville,Blainville,QC,AS,17.0,17.0,0.0,5,2024,4
2023-12-03,CP02 - Blainville,Blainville,QC,CC,0.0,0.0,1.0,1,2024,5
2023-12-03,CP02 - Blainville,Blainville,QC,CH,3.0,3.0,0.0,2,2024,4
2023-12-03,CP02 - Blainville,Blainville,QC,FI,23.0,23.0,0.0,4,2024,4
2023-12-03,CP02 - Blainville,Blainville,QC,GA,3.0,3.0,0.0,1,2024,4
2023-12-03,CP02 - Blainville,Blainville,QC,HT,2.0,2.0,0.0,1,2024,4
2023-12-03,CP02 - Blainville,Blainville,QC,IN,11.0,11.0,0.0,3,2024,4
2023-12-03,CP02 - Blainville,Blainville,QC,LI,4.0,4.0,0.0,3,2024,4
2023-12-03,CP02 - Blainville,Blainville,QC,LO,1.0,1.0,0.0,1,2024,5
2023-12-03,CP02 - Blainville,Blainville,QC,ME,1.0,1.0,0.0,2,2024,4
2023-12-03,CP02 - Blainville,Blainville,QC,PB,1.0,1.0,0.0,1,2024,5
2023-12-03,CP02 - Blainville,Blainville,QC,PC,78.0,78.0,0.0,4,2024,4
2023-12-03,CP02 - Blainville,Blainville,QC,PI,213.0,213.0,0.0,5,2024,4
2023-12-03,CP02 - Blainville,Blainville,QC,SE,6.0,7.0,1.0,6,2024,4
2023-12-03,CP02 - Blainville,Blainville,QC,SP,1.0,1.0,0.0,1,2024,5
2023-12-03,CP02 - Blainville,Blainville,QC,TO,4.0,4.0,0.0,3,2024,4
2023-12-03,CP04 - Drummondville,Drummondville,QC,AP,45.0,47.0,2.0,6,2024,5
2023-12-03,CP04 - Drummondville,Drummondville,QC,AS,45.0,45.0,0.0,5,2024,5
2023-12-03,CP04 - Drummondville,Drummondville,QC,AZ,3.0,3.0,0.0,1,2024,5
2023-12-03,CP04 - Drummondville,Drummondville,QC,CH,1.0,1.0,0.0,2,2024,5
2023-12-03,CP04 - Drummondville,Drummondville,QC,FI,4.0,4.0,0.0,2,2024,5
2023-12-03,CP04 - Drummondville,Drummondville,QC,HT,2.0,2.0,0.0,1,2024,5
2023-12-03,CP04 - Drummondville,Drummondville,QC,IN,1.0,1.0,0.0,1,2024,5
2023-12-03,CP04 - Drummondville,Drummondville,QC,INM,3.0,3.0,0.0,1,2024,5
2023-12-03,CP04 - Drummondville,Drummondville,QC,LI,1.0,1.0,0.0,1,2024,5
2023-12-03,CP04 - Drummondville,Drummondville,QC,LO,17.0,17.0,0.0,5,2024,5
2023-12-03,CP04 - Drummondville,Drummondville,QC,ME,4.0,4.0,0.0,2,2024,5
2023-12-03,CP04 - Drummondville,Drummondville,QC,PC,77.0,77.0,0.0,6,2024,5
2023-12-03,CP04 - Drummondville,Drummondville,QC,PI,7.0,8.0,1.0,6,2024,5
2023-12-03,CP04 - Drummondville,Drummondville,QC,SE,16.0,16.0,0.0,4,2024,5
2023-12-03,CP06 - Granby,Granby,QC,AP,380.0,380.0,0.0,6,2024,5
2023-12-03,CP06 - Granby,Granby,QC,AS,19.0,19.0,0.0,5,2024,5
2023-12-03,CP06 - Granby,Granby,QC,BQ,19.0,19.0,0.0,2,2024,5
2023-12-03,CP06 - Granby,Granby,QC,CH,1.0,1.0,0.0,1,2024,5
2023-12-03,CP06 - Granby,Granby,QC,FI,10.0,10.0,0.0,4,2024,5
2023-12-03,CP06 - Granby,Granby,QC,HT,3.0,3.0,0.0,4,2024,5
2023-12-03,CP06 - Granby,Granby,QC,IN,526.21,526.21,0.0,4,2024,5
2023-12-03,CP06 - Granby,Granby,QC,LI,68.0,68.0,0.0,5,2024,5
2023-12-03,CP06 - Granby,Granby,QC,LO,13.0,13.0,0.0,5,2024,5
2023-12-03,CP06 - Granby,Granby,QC,ME,22.0,22.0,0.0,5,2024,5
2023-12-03,CP06 - Granby,Granby,QC,MK,2.0,2.0,0.0,1,2024,5
2023-12-03,CP06 - Granby,Granby,QC,PC,149.0,149.0,0.0,6,2024,5
2023-12-03,CP06 - Granby,Granby,QC,PI,57.0,58.0,1.0,6,2024,5
2023-12-03,CP06 - Granby,Granby,QC,SE,1816.98,1970.98,154.0,6,2024,5
2023-12-03,CP06 - Granby,Granby,QC,SP,1.0,1.0,0.0,1,2024,5
2023-12-03,CP06 - Granby,Granby,QC,TO,5.0,5.0,0.0,4,2024,5
2023-12-03,CP07 - Laval,Laval,QC,AP,31.0,31.0,0.0,5,2024,4
2023-12-03,CP07 - Laval,Laval,QC,AS,20.0,20.0,0.0,3,2024,4
2023-12-03,CP07 - Laval,Laval,QC,BQ,12.0,12.0,0.0,3,2024,4
2023-12-03,CP07 - Laval,Laval,QC,CC,0.0,0.0,1.0,1,2024,4
2023-12-03,CP07 - Laval,Laval,QC,CH,1.0,1.0,0.0,1,2024,4
2023-12-03,CP07 - Laval,Laval,QC,FI,3.0,3.0,0.0,2,2024,4
2023-12-03,CP07 - Laval,Laval,QC,GA,2.0,2.0,0.0,1,2024,5
2023-12-03,CP07 - Laval,Laval,QC,HT,1.0,1.0,0.0,1,2024,4
2023-12-03,CP07 - Laval,Laval,QC,IN,4.0,4.0,0.0,1,2024,4
2023-12-03,CP07 - Laval,Laval,QC,LI,3.0,3.0,0.0,1,2024,4
2023-12-03,CP07 - Laval,Laval,QC,LO,34.0,34.0,0.0,3,2024,4
2023-12-03,CP07 - Laval,Laval,QC,ME,22.0,22.0,0.0,5,2024,4
2023-12-03,CP07 - Laval,Laval,QC,PA,4.0,4.0,0.0,2,2024,4
2023-12-03,CP07 - Laval,Laval,QC,PC,141.0,141.0,0.0,4,2024,4
2023-12-03,CP07 - Laval,Laval,QC,PI,131.0,131.0,0.0,7,2024,4
2023-12-03,CP07 - Laval,Laval,QC,SE,10.0,10.0,0.0,3,2024,4
2023-12-03,CP07 - Laval,Laval,QC,SP,1.0,1.0,0.0,1,2024,4
2023-12-03,CP07 - Laval,Laval,QC,TO,1.0,1.0,0.0,1,2024,4
2023-12-03,CP08 - Longueuil,Longueuil,QC,AP,80.0,80.0,0.0,5,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,AS,177.0,177.0,0.0,6,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,AZ,9.0,9.0,0.0,2,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,CC,1.0,1.0,0.0,1,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,CH,2.0,2.0,0.0,2,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,FI,1.0,1.0,0.0,1,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,GA,3.0,3.0,0.0,2,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,HT,2.0,2.0,0.0,2,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,IN,2.0,2.0,0.0,2,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,INM,5.0,5.0,0.0,2,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,LI,12.0,12.0,0.0,2,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,LO,45.0,45.0,0.0,2,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,PA,1.0,1.0,0.0,1,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,PC,81.0,81.0,0.0,6,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,PI,14.0,14.0,0.0,6,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,SE,9.0,9.0,0.0,6,2024,5
2023-12-03,CP08 - Longueuil,Longueuil,QC,SP,2.0,2.0,0.0,2,2024,5
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,AP,329.0,329.0,0.0,7,2024,4
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,AS,125.0,125.0,0.0,7,2024,4
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,BQ,22.0,22.0,0.0,4,2024,5
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,CC,3.0,3.0,0.0,1,2024,5
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,CH,6.0,6.0,0.0,3,2024,5
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,DI,18.0,18.0,0.0,3,2024,5
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,FI,24.0,24.0,0.0,5,2024,4
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,GA,3.0,3.0,0.0,2,2024,5
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,HT,4.0,5.0,1.0,4,2024,5
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,IN,321.0,321.0,0.0,3,2024,5
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,LI,3.0,3.0,0.0,2,2024,5
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,LO,67.0,67.0,0.0,5,2024,5
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,ME,59.0,59.0,0.0,6,2024,4
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,PA,3.0,3.0,0.0,2,2024,5
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,PC,1401.0,1401.0,0.0,7,2024,4
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,PI,1916.0,1916.0,0.0,7,2024,4
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,SE,161.0,161.0,0.0,6,2024,5
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,SP,172.0,172.0,0.0,7,2024,4
2023-12-03,CP10 - Saint-Jérôme,Saint-Jérôme,QC,TO,5.0,6.0,1.0,4,2024,5
2023-12-03,CP15 - Repentigny,Repentigny,QC,AP,10.0,10.0,0.0,5,2024,5
2023-12-03,CP15 - Repentigny,Repentigny,QC,AS,14.0,14.0,0.0,6,2024,5
2023-12-03,CP15 - Repentigny,Repentigny,QC,AZ,12.0,12.0,0.0,4,2024,5
2023-12-03,CP15 - Repentigny,Repentigny,QC,BQ,2.0,2.0,0.0,2,2024,5
2023-12-03,CP15 - Repentigny,Repentigny,QC,FI,14.0,14.0,0.0,4,2024,5
2023-12-03,CP15 - Repentigny,Repentigny,QC,GA,0.0,0.0,2.0,1,2024,5
2023-12-03,CP15 - Repentigny,Repentigny,QC,INM,1.0,1.0,0.0,1,2024,5
2023-12-03,CP15 - Repentigny,Repentigny,QC,LI,13.0,13.0,0.0,3,2024,5
2023-12-03,CP15 - Repentigny,Repentigny,QC,LO,4.0,4.0,0.0,1,2024,5
2023-12-03,CP15 - Repentigny,Repentigny,QC,ME,18.0,18.0,0.0,5,2024,5
2023-12-03,CP15 - Repentigny,Repentigny,QC,PC,78.0,78.0,0.0,6,2024,5
2023-12-03,CP15 - Repentigny,Repentigny,QC,PI,45.0,45.0,0.0,6,2024,5
2023-12-03,CP15 - Repentigny,Repentigny,QC,SE,7.0,7.0,0.0,3,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,AP,197.0,197.0,0.0,5,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,AS,19.0,19.0,0.0,5,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,AZ,1.0,1.0,0.0,1,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,BQ,2.0,2.0,0.0,2,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,CH,1.0,1.0,0.0,1,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,FI,3.0,3.0,0.0,3,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,HT,3.0,3.0,0.0,3,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,IN,2.0,2.0,0.0,2,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,INM,1.0,1.0,0.0,1,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,LI,2.0,2.0,0.0,1,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,LO,7.0,7.0,0.0,4,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,ME,2.0,2.0,0.0,1,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,PC,103.0,103.0,0.0,6,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,PI,24.0,24.0,0.0,5,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,SE,0.0,1.0,1.0,2,2024,5
2023-12-03,CP16 - Chicoutimi,Chicoutimi,QC,SEC,4.0,4.0,0.0,4,2024,5
2023-12-03,CP202 - Nepean,Nepean,ON,AP,17.0,17.0,0.0,6,2024,4
2023-12-03,CP202 - Nepean,Nepean,ON,AS,116.0,116.0,0.0,6,2024,4
2023-12-03,CP202 - Nepean,Nepean,ON,DI,2.0,2.0,0.0,2,2024,4
2023-12-03,CP202 - Nepean,Nepean,ON,IN,2.0,2.0,0.0,1,2024,5
2023-12-03,CP202 - Nepean,Nepean,ON,LI,3.0,3.0,0.0,2,2024,4
2023-12-03,CP202 - Nepean,Nepean,ON,LO,7.0,7.0,0.0,3,2024,5
2023-12-03,CP202 - Nepean,Nepean,ON,ME,1.0,1.0,0.0,1,2024,4
2023-12-03,CP202 - Nepean,Nepean,ON,MK,2.0,2.0,0.0,2,2024,5
2023-12-03,CP202 - Nepean,Nepean,ON,PC,252.0,252.0,0.0,6,2024,4
2023-12-03,CP202 - Nepean,Nepean,ON,PI,19.0,19.0,0.0,5,2024,4
2023-12-03,CP202 - Nepean,Nepean,ON,SP,4.0,4.0,0.0,2,2024,4
2023-12-03,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,AP,7.0,8.0,1.0,6,2024,5
2023-12-03,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,AS,6.0,6.0,0.0,5,2024,5
2023-12-03,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,AZ,2.0,2.0,0.0,1,2024,5
2023-12-03,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,CR,15.0,15.0,0.0,1,2024,5
2023-12-03,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,FI,1.0,1.0,0.0,1,2024,5
2023-12-03,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,GA,2.0,2.0,0.0,2,2024,5
2023-12-03,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,HT,1.0,1.0,0.0,1,2024,5
2023-12-03,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,IN,2.0,2.0,0.0,1,2024,5
2023-12-03,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,LI,2.0,2.0,0.0,1,2024,5
2023-12-03,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,LO,5.0,5.0,0.0,2,2024,5
2023-12-03,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,MK,2.0,2.0,0.0,1,2024,5
2023-12-03,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,PC,71.0,71.0,0.0,6,2024,5
2023-12-03,CP28 - Pointe-aux-Trembles,Pointe-aux-Trembles,QC,PI,18.0,18.0,0.0,3,2024,5
2023-12-03,CP32 - St-Hyacinthe,St-Hyacinthe,QC,AB,12.0,12.0,0.0,1,2024,5
2023-12-03,CP32 - St-Hyacinthe,St-Hyacinthe,QC,AP,191.0,191.0,0.0,6,2024,5
2023-12-03,CP32 - St-Hyacinthe,St-Hyacinthe,QC,AS,4.0,4.0,0.0,4,2024,5
2023-12-03,CP32 - St-Hyacinthe,St-Hyacinthe,QC,CH,1.0,1.0,0.0,1,2024,5
2023-12-03,CP32 - St-Hyacinthe,St-Hyacinthe,QC,FI,5.0,5.0,0.0,1,2024,5
2023-12-03,CP32 - St-Hyacinthe,St-Hyacinthe,QC,HT,4.0,4.0,0.0,3,2024,5
2023-12-03,CP32 - St-Hyacinthe,St-Hyacinthe,QC,IN,5.0,5.0,0.0,3,2024,5
2023-12-03,CP32 - St-Hyacinthe,St-Hyacinthe,QC,LI,4.0,4.0,0.0,3,2024,5
2023-12-03,CP32 - St-Hyacinthe,St-Hyacinthe,QC,LO,5.0,5.0,0.0,2,2024,5
2023-12-03,CP32 - St-Hyacinthe,St-Hyacinthe,QC,ME,1.0,1.0,0.0,1,2024,5
2023-12-03,CP32 - St-Hyacinthe,St-Hyacinthe,QC,PC,64.0,64.0,0.0,6,2024,5
2023-12-03,CP32 - St-Hyacinthe,St-Hyacinthe,QC,PI,10.0,10.0,0.0,5,2024,5
2023-12-03,CP32 - St-Hyacinthe,St-Hyacinthe,QC,SE,65.0,65.0,0.0,3,2024,5
2023-12-03,CP32 - St-Hyacinthe,St-Hyacinthe,QC,TO,2.0,2.0,0.0,2,2024,5
2023-12-03,CP33 - Sorel-Tracy,Sorel-Tracy,QC,AP,41.0,41.0,0.0,4,2024,5
2023-12-03,CP33 - Sorel-Tracy,Sorel-Tracy,QC,AS,9.0,9.0,0.0,3,2024,5
2023-12-03,CP33 - Sorel-Tracy,Sorel-Tracy,QC,AZ,50.0,50.0,0.0,1,2024,5
2023-12-03,CP33 - Sorel-Tracy,Sorel-Tracy,QC,CR,17.0,17.0,0.0,1,2024,5
2023-12-03,CP33 - Sorel-Tracy,Sorel-Tracy,QC,FI,1.0,1.0,0.0,1,2024,5
2023-12-03,CP33 - Sorel-Tracy,Sorel-Tracy,QC,HT,2.0,2.0,0.0,2,2024,5
2023-12-03,CP33 - Sorel-Tracy,Sorel-Tracy,QC,IN,1.0,1.0,0.0,1,2024,5
2023-12-03,CP33 - Sorel-Tracy,Sorel-Tracy,QC,LO,1.0,1.0,0.0,1,2024,5
2023-12-03,CP33 - Sorel-Tracy,Sorel-Tracy,QC,ME,5.0,5.0,0.0,1,2024,5
2023-12-03,CP33 - Sorel-Tracy,Sorel-Tracy,QC,PC,56.0,56.0,0.0,6,2024,5
2023-12-03,CP33 - Sorel-Tracy,Sorel-Tracy,QC,PI,4.0,5.0,1.0,3,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,AP,136.0,136.0,0.0,4,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,AS,20.0,20.0,0.0,6,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,AZ,15.0,15.0,0.0,4,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,CH,1.0,1.0,0.0,1,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,FI,10.0,10.0,0.0,3,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,HT,3.0,3.0,0.0,2,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,IN,3.0,3.0,0.0,1,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,INM,1.0,1.0,0.0,1,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,LI,3.0,3.0,0.0,1,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,LO,8.0,8.0,0.0,3,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,ME,3.0,3.0,0.0,3,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,MK,1.0,2.0,1.0,2,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,PC,189.0,189.0,0.0,6,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,PI,16.0,16.0,0.0,5,2024,5
2023-12-03,CP35 - Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,SE,5.0,5.0,0.0,4,2024,5
2023-12-03,CP36 - Saint-Eustache,Saint-Eustache,QC,AP,126.0,126.0,0.0,7,2024,4
2023-12-03,CP36 - Saint-Eustache,Saint-Eustache,QC,AS,21.0,21.0,0.0,5,2024,5
2023-12-03,CP36 - Saint-Eustache,Saint-Eustache,QC,BQ,0.0,0.0,1.0,1,2024,5
2023-12-03,CP36 - Saint-Eustache,Saint-Eustache,QC,CC,0.0,0.0,1.0,1,2024,5
2023-12-03,CP36 - Saint-Eustache,Saint-Eustache,QC,CH,1.0,2.0,1.0,3,2024,4
2023-12-03,CP36 - Saint-Eustache,Saint-Eustache,QC,FI,5.0,5.0,0.0,3,2024,5
2023-12-03,CP36 - Saint-Eustache,Saint-Eustache,QC,GA,4.0,4.0,0.0,2,2024,5
2023-12-03,CP36 - Saint-Eustache,Saint-Eustache,QC,HT,1.0,1.0,0.0,1,2024,5
2023-12-03,CP36 - Saint-Eustache,Saint-Eustache,QC,IN,3.0,3.0,0.0,2,2024,5
2023-12-03,CP36 - Saint-Eustache,Saint-Eustache,QC,LO,9.0,9.0,0.0,2,2024,5
2023-12-03,CP36 - Saint-Eustache,Saint-Eustache,QC,PA,0.0,0.0,1.0,1,2024,5
2023-12-03,CP36 - Saint-Eustache,Saint-Eustache,QC,PC,224.0,224.0,0.0,7,2024,4
2023-12-03,CP36 - Saint-Eustache,Saint-Eustache,QC,PI,14.0,14.0,0.0,6,2024,4
2023-12-03,CP36 - Saint-Eustache,Saint-Eustache,QC,TO,1.0,1.0,0.0,1,2024,5
2023-12-03,CP37 - Gatineau,Gatineau,QC,AP,301.0,301.0,0.0,7,2024,4
2023-12-03,CP37 - Gatineau,Gatineau,QC,AS,121.0,121.0,0.0,7,2024,4
2023-12-03,CP37 - Gatineau,Gatineau,QC,AZ,2.0,2.0,0.0,2,2024,4
2023-12-03,CP37 - Gatineau,Gatineau,QC,CH,2.0,2.0,0.0,2,2024,4
2023-12-03,CP37 - Gatineau,Gatineau,QC,DI,3.0,3.0,0.0,3,2024,4
2023-12-03,CP37 - Gatineau,Gatineau,QC,FI,4.0,4.0,0.0,4,2024,4
2023-12-03,CP37 - Gatineau,Gatineau,QC,GA,1.0,1.0,0.0,1,2024,5
2023-12-03,CP37 - Gatineau,Gatineau,QC,HT,4.0,4.0,0.0,3,2024,4
2023-12-03,CP37 - Gatineau,Gatineau,QC,IN,37.0,37.0,0.0,6,2024,4
2023-12-03,CP37 - Gatineau,Gatineau,QC,LI,6.0,6.0,0.0,4,2024,4
2023-12-03,CP37 - Gatineau,Gatineau,QC,LO,21.0,21.0,0.0,6,2024,4
2023-12-03,CP37 - Gatineau,Gatineau,QC,ME,21.0,21.0,0.0,5,2024,4
2023-12-03,CP37 - Gatineau,Gatineau,QC,MK,8.0,8.0,0.0,4,2024,4
2023-12-03,CP37 - Gatineau,Gatineau,QC,PA,1.0,1.0,0.0,1,2024,5
2023-12-03,CP37 - Gatineau,Gatineau,QC,PC,357.0,357.0,0.0,7,2024,4
2023-12-03,CP37 - Gatineau,Gatineau,QC,PI,59.0,59.0,0.0,7,2024,4
2023-12-03,CP37 - Gatineau,Gatineau,QC,TO,4.0,4.0,0.0,3,2024,4
2023-12-03,CP39 - Joliette,Joliette,QC,AP,1.0,1.0,0.0,1,2024,5
2023-12-03,CP39 - Joliette,Joliette,QC,AS,7.0,7.0,0.0,3,2024,5
2023-12-03,CP39 - Joliette,Joliette,QC,AZ,2.0,2.0,0.0,1,2024,5
2023-12-03,CP39 - Joliette,Joliette,QC,FI,2.0,2.0,0.0,2,2024,5
2023-12-03,CP39 - Joliette,Joliette,QC,INM,1.0,1.0,0.0,1,2024,5
2023-12-03,CP39 - Joliette,Joliette,QC,LI,3.0,3.0,0.0,1,2024,5
2023-12-03,CP39 - Joliette,Joliette,QC,LO,1.0,1.0,0.0,1,2024,5
2023-12-03,CP39 - Joliette,Joliette,QC,PC,47.0,47.0,0.0,6,2024,5
2023-12-03,CP39 - Joliette,Joliette,QC,PI,3.0,3.0,0.0,2,2024,5
2023-12-03,CP39 - Joliette,Joliette,QC,SE,1.0,1.0,0.0,1,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,AP,1.0,1.0,0.0,1,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,AS,13.0,13.0,0.0,4,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,AZ,2.0,2.0,0.0,1,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,BQ,3.0,3.0,0.0,3,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,CC,2.0,2.0,0.0,2,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,CH,3.0,3.0,0.0,3,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,FI,3.0,3.0,0.0,1,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,GA,1.0,1.0,0.0,1,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,INM,2.0,2.0,0.0,2,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,LI,4.0,4.0,0.0,2,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,LO,5.0,5.0,0.0,2,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,ME,10.0,10.0,0.0,2,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,PC,74.0,74.0,0.0,6,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,PI,4.0,4.0,0.0,1,2024,5
2023-12-03,CP44 - St-Constant,St-Constant,QC,SP,1.0,1.0,0.0,1,2024,5
2023-12-03,CP45 - Cowansville,Cowansville,QC,AP,57.0,57.0,0.0,6,2024,5
2023-12-03,CP45 - Cowansville,Cowansville,QC,AS,6.0,6.0,0.0,4,2024,5
2023-12-03,CP45 - Cowansville,Cowansville,QC,FI,3.0,3.0,0.0,2,2024,5
2023-12-03,CP45 - Cowansville,Cowansville,QC,IN,1.0,1.0,0.0,1,2024,5
2023-12-03,CP45 - Cowansville,Cowansville,QC,LO,3.0,3.0,0.0,1,2024,5
2023-12-03,CP45 - Cowansville,Cowansville,QC,ME,1.0,1.0,0.0,1,2024,5
2023-12-03,CP45 - Cowansville,Cowansville,QC,PC,102.0,102.0,0.0,6,2024,5
2023-12-03,CP45 - Cowansville,Cowansville,QC,PI,8.0,9.0,1.0,5,2024,5
2023-12-03,CP45 - Cowansville,Cowansville,QC,SE,1.0,1.0,0.0,2,2024,5
2023-12-03,CP48 - Beloeil,Beloeil,QC,AP,39.0,39.0,0.0,3,2024,5
2023-12-03,CP48 - Beloeil,Beloeil,QC,AS,70.0,70.0,0.0,5,2024,5
2023-12-03,CP48 - Beloeil,Beloeil,QC,AZ,4.0,4.0,0.0,1,2024,5
2023-12-03,CP48 - Beloeil,Beloeil,QC,BQ,1.0,1.0,0.0,1,2024,5
