No. Article,Division,Catégorie,Groupe de produit,Répliqué-Franchisé
177927,PI,ZME,PM5,1.0
178016,PI,ZME,PM5,1.0
178017,PI,ZME,PM5,1.0
178018,PI,ZME,PM5,1.0
178019,PI,ZME,PM5,1.0
178020,PI,ZME,PM5,1.0
178021,PI,ZME,PM5,1.0
178022,PI,ZME,PM5,1.0
178023,PI,ZME,PM5,1.0
178024,PI,ZME,PM5,1.0
178025,PI,ZME,PM5,1.0
178026,PI,ZME,PM5,1.0
178027,PI,ZME,PM5,1.0
178040,PI,ZME,PM5,1.0
178041,PI,ZME,PM5,1.0
178042,PI,ZME,PM5,1.0
178043,PI,ZME,PM5,1.0
178044,PI,ZME,PM5,1.0
178045,PI,ZME,PM5,1.0
178046,PI,ZME,PM5,1.0
178343,PI,ZME,PM5,1.0
178348,PI,ZME,PM5,1.0
178349,PI,ZME,PM5,1.0
178350,PI,ZME,PM5,1.0
178351,PI,ZME,PM5,1.0
178365,PI,ZME,PM5,1.0
178367,PI,ZME,PM5,1.0
178368,PI,ZME,PM5,1.0
178369,PI,ZME,PM5,1.0
178370,PI,ZME,PM5,1.0
178371,PI,ZME,PM5,1.0
178372,PI,ZME,PM5,1.0
178373,PI,ZME,PM5,1.0
178374,PI,ZME,PM5,1.0
178375,PI,ZME,PM5,1.0
178934,PI,ZME,PM5,1.0
179417,PI,ZME,PM5,1.0
179942,PI,ZME,PM5,1.0
180576,PI,ZME,PM5,1.0
180577,PI,ZME,PM5,1.0
180578,PI,ZME,PM5,1.0
180579,PI,ZME,PM5,1.0
180580,PI,ZME,PM5,1.0
180581,PI,ZME,PM5,1.0
180582,PI,ZME,PM5,1.0
180583,PI,ZME,PM5,1.0
180584,PI,ZME,PM5,1.0
180585,PI,ZME,PM5,1.0
180602,PI,ZME,PM5,1.0
180603,PI,ZME,PM5,1.0
180604,PI,ZME,PM5,1.0
180605,PI,ZME,PM5,1.0
180606,PI,ZME,PM5,1.0
180630,PI,ZME,PM5,1.0
180631,PI,ZME,PM5,1.0
180632,PI,ZME,PM5,1.0
180633,PI,ZME,PM5,1.0
180867,PI,ZME,PM5,1.0
180868,PI,ZME,PM5,1.0
180869,PI,ZME,PM5,1.0
180870,PI,ZME,PM5,1.0
180871,PI,ZME,PM5,1.0
180872,PI,ZME,PM5,1.0
180873,PI,ZME,PM5,1.0
180874,PI,ZME,PM5,1.0
180875,PI,ZME,PM5,1.0
180876,PI,ZME,PM5,1.0
180877,PI,ZME,PM5,1.0
180878,PI,ZME,PM5,1.0
180879,PI,ZME,PM5,1.0
180880,PI,ZME,PM5,1.0
180924,PI,ZME,PM5,1.0
180925,PI,ZME,PM5,1.0
180926,PI,ZME,PM5,1.0
180927,PI,ZME,PM5,1.0
180931,PI,ZME,PM5,1.0
180932,PI,ZME,PM5,1.0
180933,PI,ZME,PM5,1.0
180934,PI,ZME,PM5,1.0
180935,PI,ZME,PM5,1.0
180936,PI,ZME,PM5,1.0
180937,PI,ZME,PM5,1.0
180938,PI,ZME,PM5,1.0
180939,PI,ZME,PM5,1.0
180940,PI,ZME,PM5,1.0
180946,PI,ZME,PM5,1.0
180947,PI,ZME,PM5,1.0
180948,PI,ZME,PM5,1.0
180949,PI,ZME,PM5,1.0
180950,PI,ZME,PM5,1.0
180951,PI,ZME,PM5,1.0
180976,PI,ZME,PM5,1.0
180977,PI,ZME,PM5,1.0
180978,PI,ZME,PM5,1.0
180979,PI,ZME,PM5,1.0
180980,PI,ZME,PM5,1.0
180994,PI,ZME,PM5,1.0
180995,PI,ZME,PM5,1.0
180996,PI,ZME,PM5,1.0
181005,PI,ZME,PM5,1.0
181006,PI,ZME,PM5,1.0
181019,PI,ZME,PM5,1.0
181020,PI,ZME,PM5,1.0
181021,PI,ZME,PM5,1.0
181027,PI,ZME,PM5,1.0
181028,PI,ZME,PM5,1.0
181029,PI,ZME,PM5,1.0
181030,PI,ZME,PM5,1.0
145331,PI,ZME,PM5,1.0
145332,PI,ZME,PM5,1.0
145333,PI,ZME,PM5,1.0
145334,PI,ZME,PM5,1.0
145336,PI,ZME,PM5,1.0
145337,PI,ZME,PM5,1.0
145338,PI,ZME,PM5,1.0
147270,PI,ZME,PM5,1.0
147271,PI,ZME,PM5,1.0
148045,PI,ZME,PM5,1.0
151681,PI,ZME,PM5,1.0
152183,PI,ZME,PM5,1.0
152184,PI,ZME,PM5,1.0
152200,PI,ZME,PM5,1.0
152201,PI,ZME,PM5,1.0
152202,PI,ZME,PM5,1.0
152203,PI,ZME,PM5,1.0
152204,PI,ZME,PM5,1.0
152205,PI,ZME,PM5,1.0
152206,PI,ZME,PM5,1.0
152208,PI,ZME,PM5,1.0
152212,PI,ZME,PM5,1.0
152213,PI,ZME,PM5,1.0
152214,PI,ZME,PM5,1.0
152215,PI,ZME,PM5,1.0
152216,PI,ZME,PM5,1.0
152676,PI,ZME,PM5,1.0
152677,PI,ZME,PM5,1.0
152678,PI,ZME,PM5,1.0
155484,PI,ZME,PM5,1.0
155485,PI,ZME,PM5,1.0
155486,PI,ZME,PM5,1.0
155487,PI,ZME,PM5,1.0
155488,PI,ZME,PM5,1.0
155489,PI,ZME,PM5,1.0
155490,PI,ZME,PM5,1.0
155491,PI,ZME,PM5,1.0
155492,PI,ZME,PM5,1.0
155493,PI,ZME,PM5,1.0
168374,PI,ZME,PM5,1.0
168375,PI,ZME,PM5,1.0
168376,PI,ZME,PM5,1.0
168377,PI,ZME,PM5,1.0
168576,PI,ZME,PM5,1.0
168577,PI,ZME,PM5,1.0
172437,PI,ZME,PM5,1.0
172500,PI,ZME,PM5,1.0
172501,PI,ZME,PM5,1.0
172502,PI,ZME,PM5,1.0
172503,PI,ZME,PM5,1.0
176281,PI,ZME,PM5,1.0
177878,PI,ZME,PM5,1.0
177879,PI,ZME,PM5,1.0
177880,PI,ZME,PM5,1.0
177881,PI,ZME,PM5,1.0
177882,PI,ZME,PM5,1.0
177883,PI,ZME,PM5,1.0
177884,PI,ZME,PM5,1.0
177885,PI,ZME,PM5,1.0
180614,PI,ZME,PM5,1.0
180615,PI,ZME,PM5,1.0
180616,PI,ZME,PM5,1.0
180617,PI,ZME,PM5,1.0
180618,PI,ZME,PM5,1.0
180619,PI,ZME,PM5,1.0
181051,PI,ZME,PM5,1.0
143030,PI,ZME,PM5,1.0
143031,PI,ZME,PM5,1.0
143032,PI,ZME,PM5,1.0
143033,PI,ZME,PM5,1.0
143034,PI,ZME,PM5,1.0
143035,PI,ZME,PM5,1.0
145222,PI,ZME,PM5,1.0
145223,PI,ZME,PM5,1.0
145224,PI,ZME,PM5,1.0
145225,PI,ZME,PM5,1.0
145226,PI,ZME,PM5,1.0
145227,PI,ZME,PM5,1.0
145228,PI,ZME,PM5,1.0
145229,PI,ZME,PM5,1.0
145230,PI,ZME,PM5,1.0
145231,PI,ZME,PM5,1.0
145232,PI,ZME,PM5,1.0
147027,PI,ZME,PM5,1.0
147028,PI,ZME,PM5,1.0
147048,PI,ZME,PM5,1.0
147049,PI,ZME,PM5,1.0
147050,PI,ZME,PM5,1.0
147125,PI,ZME,PM5,1.0
147149,PI,ZME,PM5,1.0
147150,PI,ZME,PM5,1.0
147151,PI,ZME,PM5,1.0
147152,PI,ZME,PM5,1.0
147344,PI,ZME,PM5,1.0
147345,PI,ZME,PM5,1.0
148553,PI,ZME,PM5,1.0
148851,PI,ZME,PM5,1.0
149923,PI,ZME,PM5,1.0
149924,PI,ZME,PM5,1.0
149930,PI,ZME,PM5,1.0
149931,PI,ZME,PM5,1.0
149932,PI,ZME,PM5,1.0
149933,PI,ZME,PM5,1.0
149934,PI,ZME,PM5,1.0
149935,PI,ZME,PM5,1.0
151123,PI,ZME,PM5,1.0
151124,PI,ZME,PM5,1.0
151125,PI,ZME,PM5,1.0
151126,PI,ZME,PM5,1.0
151573,PI,ZME,PM5,1.0
152364,PI,ZME,PM5,1.0
152365,PI,ZME,PM5,1.0
152366,PI,ZME,PM5,1.0
152367,PI,ZME,PM5,1.0
152368,PI,ZME,PM5,1.0
152369,PI,ZME,PM5,1.0
152370,PI,ZME,PM5,1.0
152371,PI,ZME,PM5,1.0
152372,PI,ZME,PM5,1.0
152373,PI,ZME,PM5,1.0
152385,PI,ZME,PM5,1.0
152386,PI,ZME,PM5,1.0
152689,PI,ZME,PM5,1.0
152690,PI,ZME,PM5,1.0
152693,PI,ZME,PM5,1.0
152694,PI,ZME,PM5,1.0
152695,PI,ZME,PM5,1.0
152696,PI,ZME,PM5,1.0
152863,PI,ZME,PM5,1.0
153736,PI,ZME,PM5,1.0
160573,PI,ZME,PM5,1.0
168593,PI,ZME,PM5,1.0
168594,PI,ZME,PM5,1.0
144519,PI,ZME,PM5,1.0
144820,PI,ZME,PM5,1.0
144969,PI,ZME,PM5,1.0
144970,PI,ZME,PM5,1.0
144971,PI,ZME,PM5,1.0
144972,PI,ZME,PM5,1.0
144973,PI,ZME,PM5,1.0
144974,PI,ZME,PM5,1.0
144975,PI,ZME,PM5,1.0
144976,PI,ZME,PM5,1.0
144977,PI,ZME,PM5,1.0
145006,PI,ZME,PM5,1.0
145009,PI,ZME,PM5,1.0
145010,PI,ZME,PM5,1.0
145011,PI,ZME,PM5,1.0
145014,PI,ZME,PM5,1.0
145016,PI,ZME,PM5,1.0
145017,PI,ZME,PM5,1.0
145018,PI,ZME,PM5,1.0
145019,PI,ZME,PM5,1.0
145020,PI,ZME,PM5,1.0
145021,PI,ZME,PM5,1.0
145022,PI,ZME,PM5,1.0
145440,PI,ZME,PM5,1.0
147690,PI,ZME,PM5,1.0
152146,PI,ZME,PM5,1.0
152147,PI,ZME,PM5,1.0
152149,PI,ZME,PM5,1.0
152150,PI,ZME,PM5,1.0
152151,PI,ZME,PM5,1.0
155495,PI,ZME,PM5,1.0
155496,PI,ZME,PM5,1.0
155497,PI,ZME,PM5,1.0
155498,PI,ZME,PM5,1.0
155499,PI,ZME,PM5,1.0
155500,PI,ZME,PM5,1.0
155503,PI,ZME,PM5,1.0
155504,PI,ZME,PM5,1.0
155505,PI,ZME,PM5,1.0
155615,PI,ZME,PM5,1.0
155617,PI,ZME,PM5,1.0
155667,PI,ZME,PM5,1.0
155668,PI,ZME,PM5,1.0
155669,PI,ZME,PM5,1.0
168351,PI,ZME,PM5,1.0
168352,PI,ZME,PM5,1.0
168353,PI,ZME,PM5,1.0
168354,PI,ZME,PM5,1.0
168355,PI,ZME,PM5,1.0
168356,PI,ZME,PM5,1.0
168357,PI,ZME,PM5,1.0
168358,PI,ZME,PM5,1.0
168359,PI,ZME,PM5,1.0
168361,PI,ZME,PM5,1.0
168362,PI,ZME,PM5,1.0
168363,PI,ZME,PM5,1.0
168365,PI,ZME,PM5,1.0
168366,PI,ZME,PM5,1.0
168367,PI,ZME,PM5,1.0
168368,PI,ZME,PM5,1.0
168369,PI,ZME,PM5,1.0
168370,PI,ZME,PM5,1.0
168371,PI,ZME,PM5,1.0
168372,PI,ZME,PM5,1.0
168579,PI,ZME,PM5,1.0
176289,PI,ZME,PM5,1.0
179257,PI,ZME,PM5,1.0
179258,PI,ZME,PM5,1.0
126018,PI,ZME,PM5,1.0
130158,PI,ZME,PM5,1.0
131200,PI,ZME,PM5,1.0
133082,PI,ZME,PM5,1.0
133085,PI,ZME,PM5,1.0
133245,PI,ZME,PM5,1.0
133246,PI,ZME,PM5,1.0
133247,PI,ZME,PM5,1.0
133248,PI,ZME,PM5,1.0
133250,PI,ZME,PM5,1.0
133251,PI,ZME,PM5,1.0
134255,PI,ZME,PM5,1.0
135236,PI,ZME,PM5,1.0
135277,PI,ZME,PM5,1.0
135507,PI,ZME,PM5,1.0
135509,PI,ZME,PM5,1.0
135538,PI,ZME,PM5,1.0
135539,PI,ZME,PM5,1.0
135540,PI,ZME,PM5,1.0
135541,PI,ZME,PM5,1.0
135542,PI,ZME,PM5,1.0
136002,PI,ZME,PM5,1.0
136625,PI,ZME,PM5,1.0
136672,PI,ZME,PM5,1.0
136883,PI,ZME,PM5,1.0
136884,PI,ZME,PM5,1.0
136885,PI,ZME,PM5,1.0
136886,PI,ZME,PM5,1.0
136887,PI,ZME,PM5,1.0
136888,PI,ZME,PM5,1.0
136889,PI,ZME,PM5,1.0
136936,PI,ZME,PM5,1.0
136937,PI,ZME,PM5,1.0
136938,PI,ZME,PM5,1.0
136939,PI,ZME,PM5,1.0
136940,PI,ZME,PM5,1.0
136957,PI,ZME,PM5,1.0
136958,PI,ZME,PM5,1.0
136959,PI,ZME,PM5,1.0
136960,PI,ZME,PM5,1.0
136961,PI,ZME,PM5,1.0
136962,PI,ZME,PM5,1.0
136964,PI,ZME,PM5,1.0
136966,PI,ZME,PM5,1.0
136967,PI,ZME,PM5,1.0
136968,PI,ZME,PM5,1.0
136970,PI,ZME,PM5,1.0
137883,PI,ZME,PM5,1.0
138190,PI,ZME,PM5,1.0
138343,PI,ZME,PM5,1.0
138438,PI,ZME,PM5,1.0
138928,PI,ZME,PM5,1.0
139156,PI,ZME,PM5,1.0
139158,PI,ZME,PM5,1.0
139159,PI,ZME,PM5,1.0
139160,PI,ZME,PM5,1.0
139756,PI,ZME,PM5,1.0
141725,PI,ZME,PM5,1.0
141960,PI,ZME,PM5,1.0
142614,PI,ZME,PM5,1.0
142921,PI,ZME,PM5,1.0
143223,PI,ZME,PM5,1.0
144174,PI,ZME,PM5,1.0
144569,PI,ZME,PM5,1.0
145122,PI,ZME,PM5,1.0
145123,PI,ZME,PM5,1.0
145124,PI,ZME,PM5,1.0
145125,PI,ZME,PM5,1.0
145146,PI,ZME,PM5,1.0
145147,PI,ZME,PM5,1.0
145148,PI,ZME,PM5,1.0
145149,PI,ZME,PM5,1.0
145150,PI,ZME,PM5,1.0
150049,PI,ZME,PM5,1.0
152410,PI,ZME,PM5,1.0
152411,PI,ZME,PM5,1.0
152412,PI,ZME,PM5,1.0
153157,PI,ZME,PM5,1.0
155303,PI,ZME,PM5,1.0
155552,PI,ZME,PM5,1.0
155553,PI,ZME,PM5,1.0
155554,PI,ZME,PM5,1.0
155555,PI,ZME,PM5,1.0
155657,PI,ZME,PM5,1.0
155658,PI,ZME,PM5,1.0
155659,PI,ZME,PM5,1.0
155660,PI,ZME,PM5,1.0
155661,PI,ZME,PM5,1.0
155662,PI,ZME,PM5,1.0
168587,PI,ZME,PM5,1.0
172480,PI,ZME,PM5,1.0
172481,PI,ZME,PM5,1.0
172482,PI,ZME,PM5,1.0
172483,PI,ZME,PM5,1.0
172484,PI,ZME,PM5,1.0
172485,PI,ZME,PM5,1.0
172486,PI,ZME,PM5,1.0
172487,PI,ZME,PM5,1.0
172488,PI,ZME,PM5,1.0
172489,PI,ZME,PM5,1.0
172490,PI,ZME,PM5,1.0
172491,PI,ZME,PM5,1.0
172492,PI,ZME,PM5,1.0
172493,PI,ZME,PM5,1.0
149661,PI,ZME,PM5,1.0
149662,PI,ZME,PM5,1.0
149664,PI,ZME,PM5,1.0
149665,PI,ZME,PM5,1.0
149666,PI,ZME,PM5,1.0
149669,PI,ZME,PM5,1.0
149670,PI,ZME,PM5,1.0
149672,PI,ZME,PM5,1.0
152451,PI,ZME,PM5,1.0
152452,PI,ZME,PM5,1.0
152453,PI,ZME,PM5,1.0
152457,PI,ZME,PM5,1.0
152458,PI,ZME,PM5,1.0
152459,PI,ZME,PM5,1.0
152460,PI,ZME,PM5,1.0
152461,PI,ZME,PM5,1.0
152497,PI,ZME,PM5,1.0
152498,PI,ZME,PM5,1.0
155209,PI,ZME,PM5,1.0
155533,PI,ZME,PM5,1.0
155534,PI,ZME,PM5,1.0
155535,PI,ZME,PM5,1.0
155536,PI,ZME,PM5,1.0
155537,PI,ZME,PM5,1.0
155538,PI,ZME,PM5,1.0
155539,PI,ZME,PM5,1.0
155540,PI,ZME,PM5,1.0
155541,PI,ZME,PM5,1.0
155542,PI,ZME,PM5,1.0
155543,PI,ZME,PM5,1.0
155737,PI,ZME,PM5,1.0
168454,PI,ZME,PM5,1.0
168455,PI,ZME,PM5,1.0
168456,PI,ZME,PM5,1.0
168457,PI,ZME,PM5,1.0
168458,PI,ZME,PM5,1.0
168459,PI,ZME,PM5,1.0
168466,PI,ZME,PM5,1.0
168467,PI,ZME,PM5,1.0
168468,PI,ZME,PM5,1.0
168469,PI,ZME,PM5,1.0
168470,PI,ZME,PM5,1.0
168471,PI,ZME,PM5,1.0
168475,PI,ZME,PM5,1.0
168476,PI,ZME,PM5,1.0
168477,PI,ZME,PM5,1.0
168479,PI,ZME,PM5,1.0
168480,PI,ZME,PM5,1.0
168481,PI,ZME,PM5,1.0
168482,PI,ZME,PM5,1.0
168483,PI,ZME,PM5,1.0
168484,PI,ZME,PM5,1.0
168489,PI,ZME,PM5,1.0
168490,PI,ZME,PM5,1.0
168499,PI,ZME,PM5,1.0
168500,PI,ZME,PM5,1.0
168505,PI,ZME,PM5,1.0
168599,PI,ZME,PM5,1.0
173080,PI,ZME,PM5,1.0
173081,PI,ZME,PM5,1.0
175869,PI,ZME,PM5,1.0
175870,PI,ZME,PM5,1.0
175874,PI,ZME,PM5,1.0
175875,PI,ZME,PM5,1.0
175882,PI,ZME,PM5,1.0
175883,PI,ZME,PM5,1.0
175901,PI,ZME,PM5,1.0
175902,PI,ZME,PM5,1.0
175903,PI,ZME,PM5,1.0
178231,PI,ZME,PM5,1.0
178232,PI,ZME,PM5,1.0
178233,PI,ZME,PM5,1.0
178234,PI,ZME,PM5,1.0
178235,PI,ZME,PM5,1.0
178236,PI,ZME,PM5,1.0
178237,PI,ZME,PM5,1.0
178238,PI,ZME,PM5,1.0
178239,PI,ZME,PM5,1.0
178240,PI,ZME,PM5,1.0
178241,PI,ZME,PM5,1.0
178244,PI,ZME,PM5,1.0
178246,PI,ZME,PM5,1.0
178247,PI,ZME,PM5,1.0
178250,PI,ZME,PM5,1.0
178251,PI,ZME,PM5,1.0
178253,PI,ZME,PM5,1.0
178255,PI,ZME,PM5,1.0
178256,PI,ZME,PM5,1.0
178257,PI,ZME,PM5,1.0
178258,PI,ZME,PM5,1.0
178259,PI,ZME,PM5,1.0
178260,PI,ZME,PM5,1.0
178262,PI,ZME,PM5,1.0
178263,PI,ZME,PM5,1.0
178264,PI,ZME,PM5,1.0
178265,PI,ZME,PM5,1.0
178266,PI,ZME,PM5,1.0
178267,PI,ZME,PM5,1.0
178268,PI,ZME,PM5,1.0
178269,PI,ZME,PM5,1.0
178270,PI,ZME,PM5,1.0
178283,PI,ZME,PM5,1.0
178284,PI,ZME,PM5,1.0
178285,PI,ZME,PM5,1.0
178286,PI,ZME,PM5,1.0
178287,PI,ZME,PM5,1.0
178288,PI,ZME,PM5,1.0
178289,PI,ZME,PM5,1.0
178290,PI,ZME,PM5,1.0
178291,PI,ZME,PM5,1.0
178292,PI,ZME,PM5,1.0
178293,PI,ZME,PM5,1.0
178294,PI,ZME,PM5,1.0
178295,PI,ZME,PM5,1.0
178296,PI,ZME,PM5,1.0
178297,PI,ZME,PM5,1.0
178298,PI,ZME,PM5,1.0
178305,PI,ZME,PM5,1.0
180912,PI,ZME,PM5,1.0
180913,PI,ZME,PM5,1.0
180914,PI,ZME,PM5,1.0
180915,PI,ZME,PM5,1.0
135702,PI,ZME,MCR,0.0
135706,PI,ZME,MCR,0.0
137872,PI,ZME,MCR,0.0
138457,PI,ZME,MCR,0.0
139146,PI,ZME,MCR,0.0
151619,PI,ZME,MCR,0.0
151631,PI,ZME,MCR,0.0
151679,PI,ZME,MCR,0.0
151698,PI,ZME,MCR,0.0
152110,PI,ZME,MCR,0.0
152111,PI,ZME,MCR,0.0
152112,PI,ZME,MCR,0.0
152121,PI,ZME,MCR,0.0
152166,PI,ZME,MCR,0.0
152168,PI,ZME,MCR,0.0
152172,PI,ZME,MCR,0.0
152175,PI,ZME,MCR,0.0
152188,PI,ZME,MCR,0.0
152189,PI,ZME,MCR,0.0
152192,PI,ZME,MCR,0.0
152197,PI,ZME,MCR,0.0
152393,PI,ZME,MCR,0.0
152397,PI,ZME,MCR,0.0
152401,PI,ZME,MCR,0.0
152409,PI,ZME,MCR,0.0
152415,PI,ZME,MCR,0.0
152418,PI,ZME,MCR,0.0
152419,PI,ZME,MCR,0.0
152445,PI,ZME,MCR,0.0
152449,PI,ZME,MCR,0.0
152450,PI,ZME,MCR,0.0
152454,PI,ZME,MCR,0.0
152455,PI,ZME,MCR,0.0
152456,PI,ZME,MCR,0.0
152534,PI,ZME,MCR,0.0
152669,PI,ZME,MCR,0.0
152670,PI,ZME,MCR,0.0
152671,PI,ZME,MCR,0.0
152707,PI,ZME,MCR,0.0
152713,PI,ZME,MCR,0.0
152716,PI,ZME,MCR,0.0
152717,PI,ZME,MCR,0.0
152724,PI,ZME,MCR,0.0
152725,PI,ZME,MCR,0.0
152726,PI,ZME,MCR,0.0
152727,PI,ZME,MCR,0.0
152733,PI,ZME,MCR,0.0
152736,PI,ZME,MCR,0.0
152740,PI,ZME,MCR,0.0
152741,PI,ZME,MCR,0.0
152742,PI,ZME,MCR,0.0
152837,PI,ZME,MCR,0.0
152855,PI,ZME,MCR,0.0
152866,PI,ZME,MCR,0.0
153028,PI,ZME,MCR,0.0
153048,PI,ZME,MCR,0.0
153129,PI,ZME,MCR,0.0
153138,PI,ZME,MCR,0.0
153139,PI,ZME,MCR,0.0
153360,PI,ZME,MCR,0.0
153722,PI,ZME,MCR,0.0
154063,PI,ZME,MCR,0.0
154069,PI,ZME,MCR,0.0
154070,PI,ZME,MCR,0.0
154071,PI,ZME,MCR,0.0
154072,PI,ZME,MCR,0.0
154077,PI,ZME,MCR,0.0
154212,PI,ZME,MCR,0.0
154367,PI,ZME,MCR,0.0
154368,PI,ZME,MCR,0.0
154694,PI,ZME,MCR,0.0
154744,PI,ZME,MCR,0.0
154765,PI,ZME,MCR,0.0
154813,PI,ZME,MCR,0.0
154893,PI,ZME,MCR,0.0
155163,PI,ZME,MCR,0.0
155185,PI,ZME,MCR,0.0
155293,PI,ZME,MCR,0.0
155297,PI,ZME,MCR,0.0
155394,PI,ZME,MCR,0.0
155622,PI,ZME,MCR,0.0
155778,PI,ZME,MCR,0.0
155779,PI,ZME,MCR,0.0
160002,PI,ZME,MCR,0.0
160604,PI,ZME,MCR,0.0
160610,PI,ZME,MCR,0.0
167467,PI,ZME,MCR,0.0
167495,PI,ZME,MCR,0.0
167522,PI,ZME,MCR,0.0
167717,PI,ZME,MCR,0.0
167790,PI,ZME,MCR,0.0
168082,PI,ZME,MCR,0.0
168096,PI,ZME,MCR,0.0
168510,PI,ZME,MCR,0.0
168529,PI,ZME,MCR,0.0
168534,PI,ZME,MCR,0.0
168636,PI,ZME,MCR,0.0
168675,PI,ZME,MCR,0.0
168856,PI,ZME,MCR,0.0
169096,PI,ZME,MCR,0.0
169313,PI,ZME,MCR,0.0
171797,PI,ZME,MCR,0.0
171821,PI,ZME,MCR,0.0
171827,PI,ZME,MCR,0.0
171969,PI,ZME,MCR,0.0
171972,PI,ZME,MCR,0.0
172495,PI,ZME,MCR,0.0
173062,PI,ZME,MCR,0.0
175757,PI,ZME,MCR,0.0
175854,PI,ZME,MCR,0.0
175855,PI,ZME,MCR,0.0
175888,PI,ZME,MCR,0.0
176185,PI,ZME,MCR,0.0
176329,PI,ZME,MCR,0.0
176603,PI,ZME,MCR,0.0
176924,PI,ZME,MCR,0.0
178313,PI,ZME,MCR,0.0
178316,PI,ZME,MCR,0.0
179741,PI,ZME,MCR,0.0
179898,PI,ZME,MCR,0.0
180023,PI,ZME,MCR,0.0
180063,PI,ZME,MCR,0.0
180064,PI,ZME,MCR,0.0
180081,PI,ZME,MCR,0.0
180150,PI,ZME,MCR,0.0
180216,PI,ZME,MCR,0.0
180338,PI,ZME,MCR,0.0
180339,PI,ZME,MCR,0.0
180531,PI,ZME,MCR,0.0
182942,PI,ZME,MCR,0.0
183001,PI,ZME,MCR,0.0
183050,PI,ZME,MCR,0.0
183051,PI,ZME,MCR,0.0
183052,PI,ZME,MCR,0.0
183097,PI,ZME,MCR,0.0
183098,PI,ZME,MCR,0.0
183164,PI,ZME,MCR,0.0
183222,PI,ZME,MCR,0.0
183261,PI,ZME,MCR,0.0
183432,PI,ZME,MCR,0.0
183472,PI,ZME,MCR,0.0
183554,PI,ZME,MCR,0.0
183760,PI,ZME,MCR,0.0
183799,PI,ZME,MCR,0.0
183834,PI,ZME,MCR,0.0
183842,PI,ZME,MCR,0.0
183859,PI,ZME,MCR,0.0
183873,PI,ZME,MCR,0.0
183874,PI,ZME,MCR,0.0
183877,PI,ZME,MCR,0.0
183878,PI,ZME,MCR,0.0
183885,PI,ZME,MCR,0.0
183888,PI,ZME,MCR,0.0
183894,PI,ZME,MCR,0.0
183901,PI,ZME,MCR,0.0
183902,PI,ZME,MCR,0.0
183909,PI,ZME,MCR,0.0
183910,PI,ZME,MCR,0.0
183917,PI,ZME,MCR,0.0
183918,PI,ZME,MCR,0.0
183920,PI,ZME,MCR,0.0
183926,PI,ZME,MCR,0.0
183927,PI,ZME,MCR,0.0
183928,PI,ZME,MCR,0.0
183963,PI,ZME,MCR,0.0
183970,PI,ZME,MCR,0.0
183971,PI,ZME,MCR,0.0
183978,PI,ZME,MCR,0.0
183982,PI,ZME,MCR,0.0
183989,PI,ZME,MCR,0.0
183994,PI,ZME,MCR,0.0
184019,PI,ZME,MCR,0.0
184020,PI,ZME,MCR,0.0
184025,PI,ZME,MCR,0.0
184027,PI,ZME,MCR,0.0
184031,PI,ZME,MCR,0.0
184034,PI,ZME,MCR,0.0
184037,PI,ZME,MCR,0.0
184052,PI,ZME,MCR,0.0
184053,PI,ZME,MCR,0.0
184072,PI,ZME,MCR,0.0
184078,PI,ZME,MCR,0.0
184081,PI,ZME,MCR,0.0
184088,PI,ZME,MCR,0.0
184423,PI,ZME,MCR,0.0
184428,PI,ZME,MCR,0.0
184433,PI,ZME,MCR,0.0
184437,PI,ZME,MCR,0.0
184488,PI,ZME,MCR,0.0
184491,PI,ZME,MCR,0.0
184500,PI,ZME,MCR,0.0
184504,PI,ZME,MCR,0.0
184507,PI,ZME,MCR,0.0
184510,PI,ZME,MCR,0.0
184530,PI,ZME,MCR,0.0
135701,PI,ZME,MCR,1.0
135909,PI,ZME,MCR,1.0
136282,PI,ZME,MCR,1.0
136283,PI,ZME,MCR,1.0
136286,PI,ZME,MCR,1.0
137074,PI,ZME,MCR,1.0
139079,PI,ZME,MCR,1.0
139262,PI,ZME,MCR,1.0
140567,PI,ZME,MCR,1.0
140603,PI,ZME,MCR,1.0
140607,PI,ZME,MCR,1.0
140660,PI,ZME,MCR,1.0
141259,PI,ZME,MCR,1.0
141260,PI,ZME,MCR,1.0
141272,PI,ZME,MCR,1.0
141447,PI,ZME,MCR,1.0
141466,PI,ZME,MCR,1.0
141479,PI,ZME,MCR,1.0
141482,PI,ZME,MCR,1.0
141483,PI,ZME,MCR,1.0
141484,PI,ZME,MCR,1.0
142830,PI,ZME,MCR,1.0
142862,PI,ZME,MCR,1.0
142926,PI,ZME,MCR,1.0
142927,PI,ZME,MCR,1.0
143048,PI,ZME,MCR,1.0
143060,PI,ZME,MCR,1.0
143061,PI,ZME,MCR,1.0
143062,PI,ZME,MCR,1.0
144448,PI,ZME,MCR,1.0
144453,PI,ZME,MCR,1.0
144962,PI,ZME,MCR,1.0
144963,PI,ZME,MCR,1.0
144980,PI,ZME,MCR,1.0
144981,PI,ZME,MCR,1.0
144997,PI,ZME,MCR,1.0
145007,PI,ZME,MCR,1.0
145008,PI,ZME,MCR,1.0
145023,PI,ZME,MCR,1.0
145030,PI,ZME,MCR,1.0
145031,PI,ZME,MCR,1.0
145211,PI,ZME,MCR,1.0
145235,PI,ZME,MCR,1.0
145297,PI,ZME,MCR,1.0
145349,PI,ZME,MCR,1.0
