store_code,city,division_code,Week,Forecast_Units,model,ASP,Forecast_Revenue
CP46,Sainte-Agathe-des-Monts,PC,2026-04-19,70.30000305175781,XGBoost_Stratified,28.203377742946707,1982.7
CP47,Riviere-du-Loup,PC,2026-03-29,73.12999725341797,XGBoost_Stratified,18.55777777777778,1357.13
CP47,Riviere-du-Loup,PC,2026-04-05,84.43000030517578,XGBoost_Stratified,11.321899603295698,955.91
CP47,Riviere-du-Loup,PC,2026-04-12,88.68000030517578,XGBoost_Stratified,11.321899603295698,1004.03
CP47,Riviere-du-Loup,PC,2026-04-19,94.04000091552734,XGBoost_Stratified,11.321899603295698,1064.71
CP48,Beloeil,PC,2026-03-29,52.2400016784668,XGBoost_Stratified,22.36627123938031,1168.41
CP48,Beloeil,PC,2026-04-05,48.65999984741211,XGBoost_Stratified,24.101596712416217,1172.78
CP48,Beloeil,PC,2026-04-12,64.8499984741211,XGBoost_Stratified,24.101596712416217,1562.99
CP48,Beloeil,PC,2026-04-19,82.0199966430664,XGBoost_Stratified,24.101596712416217,1976.81
CP02,Blainville,BQ,2026-03-29,2.5,Naive_Stratified,612.49125,1531.23
CP02,Blainville,BQ,2026-04-05,2.5,Naive_Stratified,274.99,687.48
CP02,Blainville,BQ,2026-04-12,2.5,Naive_Stratified,274.99,687.48
CP02,Blainville,BQ,2026-04-19,2.5,Naive_Stratified,274.99,687.48
CP02,Blainville,CH,2026-03-29,2.25,Naive_Stratified,1899.9900000000002,4274.98
CP02,Blainville,CH,2026-04-05,2.25,Naive_Stratified,1781.6683333333333,4008.75
CP02,Blainville,CH,2026-04-12,2.25,Naive_Stratified,1781.6683333333333,4008.75
CP02,Blainville,CH,2026-04-19,2.25,Naive_Stratified,1781.6683333333333,4008.75
CP02,Blainville,FI,2026-03-29,1.5,Naive_Stratified,380.7996153846153,571.2
CP02,Blainville,FI,2026-04-05,1.5,Naive_Stratified,399.99,599.98
CP02,Blainville,FI,2026-04-12,1.5,Naive_Stratified,399.99,599.98
CP02,Blainville,FI,2026-04-19,1.5,Naive_Stratified,399.99,599.98
CP02,Blainville,GA,2026-03-29,0.75,Naive_Stratified,1314.7757142857145,986.08
CP02,Blainville,GA,2026-04-05,0.75,Naive_Stratified,1022.5843199233716,766.94
CP02,Blainville,GA,2026-04-12,0.75,Naive_Stratified,1022.5843199233716,766.94
CP02,Blainville,GA,2026-04-19,0.75,Naive_Stratified,1022.5843199233716,766.94
CP02,Blainville,HT,2026-03-29,2.25,Naive_Stratified,3047.2888571428575,6856.4
CP02,Blainville,HT,2026-04-05,2.25,Naive_Stratified,2869.296696969697,6455.92
CP02,Blainville,HT,2026-04-12,2.25,Naive_Stratified,2869.296696969697,6455.92
CP02,Blainville,HT,2026-04-19,2.25,Naive_Stratified,2869.296696969697,6455.92
CP02,Blainville,LO,2026-03-29,5.25,Naive_Stratified,15.13893665158371,79.48
CP02,Blainville,LO,2026-04-05,5.25,Naive_Stratified,13.695059523809524,71.9
CP02,Blainville,LO,2026-04-12,5.25,Naive_Stratified,13.695059523809524,71.9
CP02,Blainville,LO,2026-04-19,5.25,Naive_Stratified,13.695059523809524,71.9
CP02,Blainville,PA,2026-03-29,0.5,Naive_Stratified,329.047380952381,164.52
CP02,Blainville,PA,2026-04-05,0.5,Naive_Stratified,348.63750000000005,174.32
CP02,Blainville,PA,2026-04-12,0.5,Naive_Stratified,348.63750000000005,174.32
CP02,Blainville,PA,2026-04-19,0.5,Naive_Stratified,348.63750000000005,174.32
CP02,Blainville,SP,2026-03-29,0.5,Naive_Stratified,9815.915,4907.96
CP02,Blainville,SP,2026-04-05,0.5,Naive_Stratified,10269.56,5134.78
CP02,Blainville,SP,2026-04-12,0.5,Naive_Stratified,10269.56,5134.78
CP02,Blainville,SP,2026-04-19,0.5,Naive_Stratified,10269.56,5134.78
CP02,Blainville,TO,2026-03-29,1.5,Naive_Stratified,633.1399411764706,949.71
CP02,Blainville,TO,2026-04-05,1.5,Naive_Stratified,752.885294117647,1129.33
CP02,Blainville,TO,2026-04-12,1.5,Naive_Stratified,752.885294117647,1129.33
CP02,Blainville,TO,2026-04-19,1.5,Naive_Stratified,752.885294117647,1129.33
CP04,Drummondville,BQ,2026-03-29,1.0,Naive_Stratified,232.495,232.5
CP04,Drummondville,BQ,2026-04-05,1.0,Naive_Stratified,263.59000000000003,263.59
CP04,Drummondville,BQ,2026-04-12,1.0,Naive_Stratified,263.59000000000003,263.59
CP04,Drummondville,BQ,2026-04-19,1.0,Naive_Stratified,263.59000000000003,263.59
CP04,Drummondville,CH,2026-03-29,1.0,Naive_Stratified,1933.323333333333,1933.32
CP04,Drummondville,CH,2026-04-05,1.0,Naive_Stratified,1631.24,1631.24
CP04,Drummondville,CH,2026-04-12,1.0,Naive_Stratified,1631.24,1631.24
CP04,Drummondville,CH,2026-04-19,1.0,Naive_Stratified,1631.24,1631.24
CP04,Drummondville,FI,2026-03-29,4.75,Naive_Stratified,146.45423076923078,695.66
CP04,Drummondville,FI,2026-04-05,4.75,Naive_Stratified,157.04833333333335,745.98
CP04,Drummondville,FI,2026-04-12,4.75,Naive_Stratified,157.04833333333335,745.98
CP04,Drummondville,FI,2026-04-19,4.75,Naive_Stratified,157.04833333333335,745.98
CP04,Drummondville,GA,2026-03-29,12.5,Naive_Stratified,1530.8241666666668,19135.3
CP04,Drummondville,GA,2026-04-05,12.5,Naive_Stratified,1615.664642857143,20195.81
CP04,Drummondville,GA,2026-04-12,12.5,Naive_Stratified,1615.664642857143,20195.81
CP04,Drummondville,GA,2026-04-19,12.5,Naive_Stratified,1615.664642857143,20195.81
CP04,Drummondville,HT,2026-03-29,4.25,Naive_Stratified,2177.625,9254.91
CP04,Drummondville,HT,2026-04-05,4.25,Naive_Stratified,1818.992819548872,7730.72
CP04,Drummondville,HT,2026-04-12,4.25,Naive_Stratified,1818.992819548872,7730.72
CP04,Drummondville,HT,2026-04-19,4.25,Naive_Stratified,1818.992819548872,7730.72
CP04,Drummondville,ME,2026-03-29,5.75,Naive_Stratified,220.5192857142857,1267.99
CP04,Drummondville,ME,2026-04-05,5.75,Naive_Stratified,286.47951553170583,1647.26
CP04,Drummondville,ME,2026-04-12,5.75,Naive_Stratified,286.47951553170583,1647.26
CP04,Drummondville,ME,2026-04-19,5.75,Naive_Stratified,286.47951553170583,1647.26
CP04,Drummondville,PA,2026-03-29,1.25,Naive_Stratified,54.99,68.74
CP04,Drummondville,PA,2026-04-05,1.25,Naive_Stratified,88.91677083333333,111.15
CP04,Drummondville,PA,2026-04-12,1.25,Naive_Stratified,88.91677083333333,111.15
CP04,Drummondville,PA,2026-04-19,1.25,Naive_Stratified,88.91677083333333,111.15
CP04,Drummondville,SP,2026-03-29,1.0,Naive_Stratified,9319.0,9319.0
CP04,Drummondville,SP,2026-04-05,1.0,Naive_Stratified,8337.191507936508,8337.19
CP04,Drummondville,SP,2026-04-12,1.0,Naive_Stratified,8337.191507936508,8337.19
CP04,Drummondville,SP,2026-04-19,1.0,Naive_Stratified,8337.191507936508,8337.19
CP04,Drummondville,TO,2026-03-29,0.75,Naive_Stratified,193.66333333333336,145.25
CP04,Drummondville,TO,2026-04-05,0.75,Naive_Stratified,154.66357142857143,116.0
CP04,Drummondville,TO,2026-04-12,0.75,Naive_Stratified,154.66357142857143,116.0
CP04,Drummondville,TO,2026-04-19,0.75,Naive_Stratified,154.66357142857143,116.0
CP05,Sherbrooke,BQ,2026-03-29,2.0,Naive_Stratified,399.57333333333327,799.15
CP05,Sherbrooke,BQ,2026-04-05,2.0,Naive_Stratified,382.00880952380953,764.02
CP05,Sherbrooke,BQ,2026-04-12,2.0,Naive_Stratified,382.00880952380953,764.02
CP05,Sherbrooke,BQ,2026-04-19,2.0,Naive_Stratified,382.00880952380953,764.02
CP05,Sherbrooke,CH,2026-03-29,0.75,Naive_Stratified,1482.993333333333,1112.24
CP05,Sherbrooke,CH,2026-04-05,0.75,Naive_Stratified,1637.2043055555555,1227.9
CP05,Sherbrooke,CH,2026-04-12,0.75,Naive_Stratified,1637.2043055555555,1227.9
CP05,Sherbrooke,CH,2026-04-19,0.75,Naive_Stratified,1637.2043055555555,1227.9
CP05,Sherbrooke,FI,2026-03-29,4.75,Naive_Stratified,865.6940000000001,4112.05
